numeroLicitacao;dataLicitacao;tipoLicitacao;justificativaDispensaLicitacao;origem_arquivo
190/2011;2011-07-05;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_42dbdf57-e9cb-4dd3-ac2d-bffce4a2a91b.csv
404/2019;2020-01-30;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_42ffed7c-de8d-4fd6-8593-dd2ab79db698.csv
92/2020;2020-10-02;PregÃ£o Presencial; ;licitacao_431860f5-a3c8-4a28-96c9-a4491be05455.csv
37/2020;2020-04-03;Dispensa p/ Obras e Serv. Eng.; ;licitacao_432496f1-4be3-415b-9733-3549f0180bbf.csv
273/2019;2019-09-17;PregÃ£o Presencial; ;licitacao_432ee206-02a4-4bb7-aca4-852e2b1c229f.csv
319/2018;2018-10-29;PregÃ£o Presencial; ;licitacao_4374cb5d-9bda-415f-b1e0-a270ac6ab97f.csv
31/2020;2020-03-24;Dispensa p/ Compras e ServiÃ§os; ;licitacao_440115bd-6886-459f-858b-6992aa88b4c2.csv
178/2020;2020-07-31;PregÃ£o Presencial; ;licitacao_447e1d70-43ec-498f-80b8-98212bcd8835.csv
238/2020;2020-10-16;Convite p/ Obras e Serv. Eng.; ;licitacao_44ae4cb1-e1ae-42f8-a146-26fb160c59e7.csv
69/2020;2020-03-16;PregÃ£o Presencial; ;licitacao_44cd19c1-f7b6-49b6-b60b-4ff85b86a5ec.csv
2/2020;2020-04-06;Convite p/ Compras e ServiÃ§os; ;licitacao_454add11-4425-47ee-bde2-87b81c338fb1.csv
238/2019;2019-07-26;PregÃ£o Presencial; ;licitacao_45b18fd7-2995-4413-b706-061ad41c468d.csv
64/2020;2020-04-02;Convite p/ Compras e ServiÃ§os; ;licitacao_45e0f4c5-bd16-4829-87f2-eb61a27daae2.csv
49/2020;2020-05-14;PregÃ£o Presencial; ;licitacao_462d4cad-3066-4b49-b78e-2bf26cb24102.csv
36/2020;2020-04-03;Dispensa p/ Compras e ServiÃ§os; ;licitacao_46326123-528b-42f8-96e3-3530b448d320.csv
77/2019;2019-04-01;PregÃ£o Presencial; ;licitacao_4717698c-5ac5-48d4-bf16-f91af7949df0.csv
202/2018;2018-07-12;PregÃ£o Presencial; ;licitacao_471960a9-be95-4a83-8419-8b8f2ca46a83.csv
230/2020;2020-11-05;PregÃ£o Presencial; ;licitacao_476482e9-5569-4afe-96d3-eb4b094ff791.csv
105;2020-10-19;PregÃ£o Presencial; ;licitacao_47852240-fad5-4b13-ba37-6ecb75ce1567.csv
104/2018;2018-04-13;PregÃ£o Presencial; ;licitacao_4811dc48-6c28-4cef-8d71-d013dad3d412.csv
215/2015;2015-10-26;PregÃ£o Presencial; ;licitacao_4827dad3-3eda-4f63-b930-0218478cd6e9.csv
363/2019;2019-12-03;PregÃ£o Presencial; ;licitacao_485a5447-edfc-4d90-9566-4e4243b787fd.csv
325/2019;2019-10-21;PregÃ£o Presencial; ;licitacao_487501ff-fe1d-4307-b768-671eb17af924.csv
128/2020;2020-07-23;PregÃ£o Presencial; ;licitacao_487d9da3-d302-4f7f-827f-e20907561a8a.csv
31/2019;2019-02-22;Dispensa p/ Compras e ServiÃ§os; ;licitacao_49179292-6f34-4e2a-860c-0fce8a88d863.csv
60/2020;2020-03-13;Convite p/ Compras e ServiÃ§os; ;licitacao_4933612d-3f42-4ed3-8bd2-0577bfd06085.csv
165/2020;2020-09-01;Convite p/ Obras e Serv. Eng.; ;licitacao_496ff8ca-7be6-46b9-a3f4-80f8b181bf90.csv
288/2019;2019-10-02;PregÃ£o Presencial; ;licitacao_4982270a-6281-426b-a22a-f051fd8a7987.csv
219;2018-07-13;Tomada de PreÃ§o; ;licitacao_4a04a6b3-2b7f-42a6-9eb1-1c090453aeda.csv
221/2019;2019-07-05;PregÃ£o Presencial; ;licitacao_4a075639-4c99-47a9-8eb9-d4809756a6c1.csv
77/2020;2020-05-25;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_4a775413-5f19-4e2d-9867-0fa84f09f793.csv
89/2014;2015-01-28;PregÃ£o Presencial; ;licitacao_4a961a51-9e9f-4da8-b1d5-d694b7da5380.csv
322/2019;2019-12-10;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_4aa66e9e-1c3d-4559-a302-c4676109b853.csv
47//2017;2017-02-07;PregÃ£o Presencial; ;licitacao_4b002710-753e-4150-86c0-d51a48f5f808.csv
7/2020;2020-07-07;PregÃ£o Presencial; ;licitacao_4bcff205-5db6-4f87-8cea-4eca053f4556.csv
126/2020;2020-06-10;Convite p/ Obras e Serv. Eng.; ;licitacao_4c008744-5d9e-4edd-b2b1-c1d1b959b650.csv
63/2020;2020-07-28;PregÃ£o Presencial; ;licitacao_4c3e1a25-e635-49d6-9ae3-c301b243c619.csv
123/2018;2018-04-17;PregÃ£o Presencial; ;licitacao_4c87135d-0f84-4fca-8743-86696d864333.csv
13/2019;2019-07-16;PregÃ£o Presencial; ;licitacao_4da51776-3b2c-4da1-9eae-af3ad93a2131.csv
81/2018;2018-11-07;PregÃ£o Presencial; ;licitacao_4f3c2f51-de35-4031-8e98-5b3776a5e9b3.csv
265/2020;2020-11-13;PregÃ£o Presencial; ;licitacao_4f8e0b08-b352-4eaf-b988-c69e2e87672b.csv
231/2019;2019-08-09;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_4fa25d26-d46d-4d00-866b-a51ccba29b5c.csv
307/2019;2019-09-27;PregÃ£o Presencial; ;licitacao_50075460-f329-4680-8126-0fe3b03a5514.csv
48/2020;2020-03-04;Convite p/ Compras e ServiÃ§os; ;licitacao_50733eae-630c-48e0-a8e5-63bc62ca4c8c.csv
248/2019;2019-08-14;Convite p/ Compras e ServiÃ§os; ;licitacao_50baebdd-9551-4803-b892-16b3bf2bf11f.csv
3/2020;2020-01-27;PregÃ£o Presencial; ;licitacao_517bea98-6098-4034-9e14-812d96d18faf.csv
84/2020;2020-09-11;Convite p/ Compras e ServiÃ§os; ;licitacao_51bdbfd1-3c72-44d6-808d-de58a8a333d2.csv
190/2020;2020-08-14;PregÃ£o Presencial; ;licitacao_5345dde7-a9bd-431f-9b78-e8df79c212b0.csv
173/2017;2017-10-02;PregÃ£o Presencial; ;licitacao_5450deab-3352-4398-be23-ddd86769bfcb.csv
32/2020;2020-02-21;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_54b914c9-3081-4b8f-aec7-0ce5df201087.csv
219/2020;2020-09-25;PregÃ£o Presencial; ;licitacao_54d6889f-76c5-4825-972d-fdee194f7476.csv
204/2020;2020-09-14;PregÃ£o Presencial; ;licitacao_54ef29a1-ae06-4594-a7bb-e1c7aab572bc.csv
135/2020;2020-07-28;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_55df4ee8-1ba0-44c9-8915-1d9a7d6a6020.csv
146/2020;2020-06-29;Convite p/ Compras e ServiÃ§os; ;licitacao_55fab50a-97eb-4265-a300-d5ee242d2243.csv
214/2019;2019-07-10;PregÃ£o Presencial; ;licitacao_565ad5af-d91b-4bf5-a453-169acfb89937.csv
33/2019;2019-04-17;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_56f50b9b-3a7d-4d78-abb1-a6c63c5a31d8.csv
360/2019;2020-02-04;PregÃ£o Presencial; ;licitacao_57a1b233-12ab-4a19-985c-2571ed83d9a4.csv
150/2020;2020-06-29;PregÃ£o Presencial; ;licitacao_57b60b70-361d-4c6d-9b52-0edb9658d535.csv
384/2019;2019-12-23;PregÃ£o Presencial; ;licitacao_5844c02e-546b-4ec1-8731-149564403e76.csv
85/2019;2019-04-04;PregÃ£o Presencial; ;licitacao_58d2e962-6a95-4259-800e-0d24322b9138.csv
101/2020;2020-04-09;Dispensa p/ Compras e ServiÃ§os; ;licitacao_59389ed5-a449-4a36-a359-d750cb625ec3.csv
85/2017;2017-06-14;Convite p/ Compras e ServiÃ§os; ;licitacao_5947f801-d191-4404-b9cf-50eeaa14577d.csv
351/2019;2019-11-28;Convite p/ Obras e Serv. Eng.; ;licitacao_59995614-b828-4119-a646-ed83d2b9557b.csv
89/2014;2014-01-28;PregÃ£o Presencial; ;licitacao_599a5ba0-1e6a-4c04-a85c-00040e69064b.csv
82/2020;2020-08-28;PregÃ£o Presencial; ;licitacao_59a369f6-a810-4e4d-90e3-37026f8b2eea.csv
205/2019;2019-06-25;PregÃ£o Presencial; ;licitacao_59b38aae-b87c-4976-ba05-e57a8b4e189f.csv
394/2019;2019-12-30;PregÃ£o Presencial; ;licitacao_59c9c868-8579-436c-be30-5e49606ac8f0.csv
233/2019;2019-08-06;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_5a3b8ff1-2de7-4bd3-91e7-8d0c4161321a.csv
376/2018;2019-02-26;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_5ab1e7b8-7353-4ccc-9111-3f96df2e0182.csv
317/2019;2019-11-25;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_5d021eb9-588a-4c17-9e0a-a5db3ec6f86d.csv
393/2019;2019-12-23;PregÃ£o Presencial; ;licitacao_5d8bcc6a-4a2c-4808-925d-34af08304e48.csv
365/2019;2019-12-05;PregÃ£o Presencial; ;licitacao_5e1a1670-d712-4ab9-be0a-ad5021ddce66.csv
280/2019;2019-09-17;Convite p/ Compras e ServiÃ§os; ;licitacao_5eaf0f0e-98be-41a2-bcfb-46a885c84cd4.csv
192/2020;2020-08-19;PregÃ£o Presencial; ;licitacao_5eb9dcd8-59f6-4548-ae64-498ad1277445.csv
9/2020;2020-02-17;PregÃ£o Presencial; ;licitacao_5edcfe3e-6427-44a0-a8a4-60e9c30c1004.csv
147/2019;2019-05-16;PregÃ£o Presencial; ;licitacao_5f3bebe9-1fae-4897-bb12-d61c18f70b75.csv
232/2020;2020-11-16;PregÃ£o Presencial; ;licitacao_5f49b3be-e778-4ae2-b037-e4bdf770c411.csv
275/2019;2019-09-02;PregÃ£o Presencial; ;licitacao_5f9ac765-986c-4483-9ad9-ebdd4a72226d.csv
97/2020;2020-11-19;PregÃ£o Presencial; ;licitacao_5fbe76a3-ce22-433d-b00e-8a3e1b702046.csv
16/2020;2020-04-13;PregÃ£o Presencial; ;licitacao_60bde26d-8799-4a21-8bdd-5b7bbeeb5a87.csv
359/2019;2019-12-06;PregÃ£o Presencial; ;licitacao_60e7455a-17a3-4b6f-83fa-e3513a19fbb2.csv
6/2019;2019-01-31;Convite p/ Compras e ServiÃ§os; ;licitacao_6185b5f7-2a10-40f4-88e4-9517d3664020.csv
201/2020;2020-09-25;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_6213d6ef-ef13-41f5-9aa1-58bed4642659.csv
111/2020;2020-05-08;Convite p/ Compras e ServiÃ§os; ;licitacao_63106653-cc73-45e7-b5dc-98d4623a367f.csv
199/2017;2017-11-08;PregÃ£o Presencial; ;licitacao_632894ac-afd5-42a3-97b5-b52a70444cbb.csv
387/2019;2019-12-23;PregÃ£o Presencial; ;licitacao_63737fd3-f502-48bb-92a4-202e8daf53ea.csv
375/2019;2019-12-16;Convite p/ Compras e ServiÃ§os; ;licitacao_63a5291e-8e8e-465e-87c8-98d6319ea8ec.csv
73/2019;2019-03-25;PregÃ£o Presencial; ;licitacao_64234262-c228-4abd-83fd-2a18e0098f83.csv
203/2020;2020-09-08;PregÃ£o Presencial; ;licitacao_64266a35-7165-46c2-8eea-cb7a33d492bf.csv
50/2020;2020-05-11;Dispensa p/ Compras e ServiÃ§os; ;licitacao_649dda52-c816-47d3-ac36-13a3186bf753.csv
181/2020;2020-08-27;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_64be85b0-00cf-4783-9d72-2a0894660a05.csv
250/2020;2020-11-26;ConcorrÃªncia p/ Compras e Serv.; ;licitacao_65269ed8-a567-44ab-8850-e06565f4da57.csv
50/2019;2020-02-10;PregÃ£o Presencial; ;licitacao_6542181c-43ad-409e-b09a-b2cd96842ea2.csv
22/2015;2015-02-25;Convite p/ Compras e ServiÃ§os; ;licitacao_6544336d-acd1-4468-a79a-2ccbe0296582.csv
115/2019;2019-04-08;Inexigibilidade c/ Processo; ;licitacao_65803798-ce7e-4d3a-83d8-33426f3171e7.csv
57/2020;2020-04-27;Convite p/ Compras e ServiÃ§os; ;licitacao_66116eac-ea69-46c9-b5cf-e5124e63dd3a.csv
21/2020;2020-03-23;PregÃ£o Presencial; ;licitacao_66401fc0-68e7-48c9-b445-46f57f8fe838.csv
69/2019;2019-09-30;Dispensa p/ Compras e ServiÃ§os; ;licitacao_6657a53f-8f55-4113-b862-e01a0d9edfb3.csv
194/2020;2020-10-13;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_666276d0-301b-4918-9da3-1401c1e35ef7.csv
156/2020;2020-07-09;PregÃ£o Presencial; ;licitacao_67795bce-51cf-4f42-bfdc-8deb96c05207.csv
107/2020;2020-11-20;PregÃ£o Presencial; ;licitacao_6807d49b-ac87-49c3-9e00-484b35609257.csv
313/2019;2019-10-10;Convite p/ Obras e Serv. Eng.; ;licitacao_68676302-8c81-4bad-8b97-dda566876312.csv
75;2026-01-09;OUTROS; ;licitacao_688aae01-afa3-4eb9-84af-74f64511751e.csv
4/2020;2020-03-23;Dispensa p/ Compras e ServiÃ§os; ;licitacao_68b8db28-4263-4d00-9331-af7a1e84aad9.csv
294/2020;2020-12-14;PregÃ£o Presencial; ;licitacao_6920f534-b67d-4d9f-8496-78ee5f4ac725.csv
261/2020;2020-11-06;Convite p/ Compras e ServiÃ§os; ;licitacao_693a6b3d-1019-48c3-aae7-9e1dcc20ff9d.csv
86/2020;2020-06-03;PregÃ£o Presencial; ;licitacao_69630cec-9a7d-4c03-a6a5-d33bd37f0215.csv
188/2017;2017-11-27;PregÃ£o Presencial; ;licitacao_6977b242-c887-4d90-b0e2-63a903beb5c0.csv
184/2020;2020-10-01;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_6a832a6d-0805-45ff-be86-acb8b2670113.csv
400/2019;2020-01-29;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_6a90722b-b44f-42dd-b40c-176c308cf652.csv
46/2020;2020-03-02;Convite p/ Compras e ServiÃ§os; ;licitacao_6abdb410-f40f-4aad-8892-ceece86b753d.csv
324/2019;2019-10-30;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_6b28cb19-10ab-48c1-96cd-4e11890511dc.csv
26/2019;2019-03-12;Convite p/ Compras e ServiÃ§os; ;licitacao_6b3f6587-7ef0-480e-85a2-a4020af37f51.csv
16/2019;2019-10-18;PregÃ£o Presencial; ;licitacao_6b74a601-1fbc-43ac-8b2b-291ce7873be2.csv
217/2020;2020-10-19;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_6bad8666-3ddf-4e78-ab5c-b4c3d9ccf99b.csv
93/2020;2020-06-12;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_6bebde92-442e-4b0e-a770-ba02db0ee4fb.csv
18/2019;2019-03-11;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_6c386d2a-78ac-400a-b9c6-fda8664f35ea.csv
293/2019;2019-08-30;Dispensa p/ Compras e ServiÃ§os; ;licitacao_6c5e88cb-1cd9-4c8c-ac64-3d547d39f9a3.csv
100/2019;2019-04-12;Convite p/ Compras e ServiÃ§os; ;licitacao_6cf34c54-1455-4716-8d2d-1b392ad9d536.csv
26/2020;2020-03-20;Dispensa p/ Compras e ServiÃ§os; ;licitacao_6df81b0d-d3b2-4108-9e17-788429153ac6.csv
140/2020;2020-06-22;Convite p/ Obras e Serv. Eng.; ;licitacao_6e592093-d37d-44a6-97de-75d04070aae1.csv
69/2019;2019-03-21;PregÃ£o Presencial; ;licitacao_6e78202f-4076-4f5b-8177-b30bab49f035.csv
303/2019;2019-10-04;PregÃ£o Presencial; ;licitacao_6ea6f6f5-2326-49b1-aa47-5fda4ea32290.csv
11/2020;2020-02-19;PregÃ£o Presencial; ;licitacao_6f15d90e-2240-407c-9d4e-7c4647cb0719.csv
8/2020;2020-03-18;PregÃ£o Presencial; ;licitacao_70117506-444c-4783-be4c-c03d34f56532.csv
212/2017;2018-06-04;ConcorrÃªncia p/ Compras e Serv.; ;licitacao_70730650-7d82-41de-8604-2fb48f5ac537.csv
104/2020;2020-12-03;PregÃ£o Presencial; ;licitacao_70a4b654-ec21-46c4-91aa-df0ff95af406.csv
136/2020;2020-06-01;Inexigibilidade c/ Processo; ;licitacao_70c4fec6-d5b3-44e3-82c8-129285bd7224.csv
197/2020;2020-10-15;Convite p/ Compras e ServiÃ§os; ;licitacao_70c8bc8b-f77f-497a-af43-3eeba4cd8d33.csv
37/2019;2019-07-15;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_72189e91-d72b-4786-955a-2f4e95b3c4ce.csv
142/2019;2019-05-13;Convite p/ Compras e ServiÃ§os; ;licitacao_73090777-7b92-4bc5-8fd1-4054680d5bc5.csv
12/2020;2020-01-27;PregÃ£o Presencial; ;licitacao_733fe54d-e578-46ce-9e44-c7b37676da92.csv
157/2020;2020-07-30;PregÃ£o Presencial; ;licitacao_73a068cc-016c-4b35-9d42-d0f82485e60c.csv
96/2020;2020-06-01;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_73e6e05e-a20d-465d-b3f5-c79dbe98bb1d.csv
112/2020;2020-05-15;Convite p/ Compras e ServiÃ§os; ;licitacao_73fd31de-4c4a-4501-8222-83303955d84c.csv
42/2020;2020-02-28;Convite p/ Compras e ServiÃ§os; ;licitacao_745378a8-93d8-455b-a053-a8dd789e87c5.csv
47/2020;2020-03-04;Convite p/ Compras e ServiÃ§os; ;licitacao_7483d3f4-9897-447f-9292-59d961e7f041.csv
374/2018;2019-01-07;PregÃ£o Presencial; ;licitacao_74cca6aa-c34d-4605-b8df-849971ab7116.csv
70;2020-07-27;PregÃ£o Presencial; ;licitacao_74cdf0ac-d447-496d-a8e1-af2b6fe7fe77.csv
37;2012-04-10;Dispensa de LicitaÃ§Ã£o; ;licitacao_74d09c94-771a-4f15-aef6-1c46493f5e04.csv
230/2019;2019-07-18;Convite p/ Obras e Serv. Eng.; ;licitacao_74fe3aad-2127-4f9a-9889-0df3bb38a9c0.csv
244/2015;2015-11-26;Inexigibilidade c/ Processo; ;licitacao_7506145d-bc6e-4dce-b158-73120db8d45c.csv
109/2019;2019-04-18;Convite p/ Obras e Serv. Eng.; ;licitacao_750f43c4-98fb-4c4b-9cb6-6dd2fe7924dc.csv
21/2019;2019-04-11;Dispensa p/ Compras e ServiÃ§os; ;licitacao_761e50f7-e70f-4cb0-9b94-b39f8316c6d9.csv
195/2019;2019-06-12;PregÃ£o Presencial; ;licitacao_7628a8db-1dfc-4823-a98e-9910d48d3cdf.csv
303/2018;2018-10-17;PregÃ£o Presencial; ;licitacao_77204943-64b2-46c4-9265-276ee08cd9d3.csv
264/2020;2020-11-03;PregÃ£o Presencial; ;licitacao_77f167ac-e344-433e-9c13-e01db3743cf9.csv
58/2015;2015-03-11;Dispensa p/ Compras e ServiÃ§os; ;licitacao_781a38ce-28b6-49c8-a5da-09280515dc24.csv
290/2019;2019-09-19;PregÃ£o Presencial; ;licitacao_78446873-ee84-4206-a79f-e65f4afd1724.csv
312/2019;2019-11-05;PregÃ£o Presencial; ;licitacao_7919aebd-3e47-4758-9a9d-c1a392bf40b8.csv
148/2020;2020-06-30;PregÃ£o Presencial; ;licitacao_79e15115-27e5-4a36-a34e-1d8f2e2a4334.csv
300/2018;2018-10-02;Inexigibilidade c/ Processo; ;licitacao_7a039688-7a23-46ef-8d57-baf562ea7df4.csv
84/2019;2019-04-01;PregÃ£o Presencial; ;licitacao_7a27bcab-08d1-4f8d-8cb8-7e853b227e4b.csv
406/2019;2020-01-23;Convite p/ Obras e Serv. Eng.; ;licitacao_7aac84ce-7295-4367-ac13-82014419837d.csv
212/2020;2020-09-23;Convite p/ Compras e ServiÃ§os; ;licitacao_7c29e5af-fa7b-484e-a144-7facf8faa59f.csv
16/2020;2020-01-28;PregÃ£o Presencial; ;licitacao_7cc47b0f-9405-40ae-86c3-c6d0b6e7f90f.csv
46/2020;2020-04-15;Dispensa p/ Compras e ServiÃ§os; ;licitacao_7d427884-4963-4c83-8f00-ecc754caf64f.csv
92/2020;2020-03-13;Dispensa p/ Compras e ServiÃ§os; ;licitacao_7d8265a7-8ae0-4182-8101-bb46e39f0cb9.csv
34/2019;2019-05-20;PregÃ£o Presencial; ;licitacao_7de475d3-f97b-48ed-9a5b-d86b7ad36098.csv
59/2020;2020-02-18;Inexigibilidade c/ Processo; ;licitacao_7e00859e-c8cd-4209-a0d8-ae389fccadb7.csv
121/2020;2020-11-30;Dispensa p/ Compras e ServiÃ§os; ;licitacao_7e372a57-fb8d-4f61-b819-e870059d4e7c.csv
266;2026-01-09;OUTROS; ;licitacao_7ea96e84-36c8-4f43-a7f5-f13b96a40dd7.csv
398/2019;2020-05-27;Outras Modalidades/NÃ£o AplicÃ¡vel; ;licitacao_800bf7c4-0c90-4ce5-8241-e8944f5694e7.csv
132/2020;2020-06-23;PregÃ£o Presencial; ;licitacao_800e6bcf-fdcc-444a-90b9-1bb214cb1b2f.csv
241/2020;2020-10-15;Convite p/ Compras e ServiÃ§os; ;licitacao_8014e6b7-cb8b-4abc-b57a-3d92d8bab686.csv
311/2018;2018-11-26;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_813898b5-b934-4c71-b750-f76050ae9f80.csv
58/2020;2020-02-18;Inexigibilidade c/ Processo; ;licitacao_81aae8e9-4a32-421c-a5d7-15a7ddf46365.csv
180/2020;2020-08-05;PregÃ£o Presencial; ;licitacao_81af1ad6-1663-4a3f-adf3-ce5d7f172870.csv
59/2020;2020-07-17;PregÃ£o Presencial; ;licitacao_81bb325c-bbfd-40d8-8e03-c9da8b9ad740.csv
20/2020;2020-05-12;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_81be98cc-4d67-4242-8ffe-63e856ebb172.csv
359/2018;2018-12-17;PregÃ£o Presencial; ;licitacao_81f10625-286d-4136-8ebc-15ba6b935e2f.csv
160/2020;2020-07-28;PregÃ£o Presencial; ;licitacao_8230c83e-978c-486c-bcac-c5398b5c848f.csv
369/2019;2019-12-03;PregÃ£o Presencial; ;licitacao_8241ede5-2912-482a-9ed3-68c644917a6c.csv
93/2018;2018-04-23;PregÃ£o Presencial; ;licitacao_8323c487-1623-48d8-8faa-e76ea1d9fad5.csv
13/2020;2020-03-03;Convite p/ Obras e Serv. Eng.; ;licitacao_83b9d253-32c9-43b6-8895-f8e28422d0ab.csv
46;2019-06-14;Dispensa de LicitaÃ§Ã£o; ;licitacao_83c50e73-4e11-4c97-a13f-3fbef428458b.csv
310/2019;2019-11-12;PregÃ£o Presencial; ;licitacao_8417b15f-df14-4d2f-a590-2465e66bf8cf.csv
124/2019;2019-04-30;PregÃ£o Presencial; ;licitacao_8498a384-fd2b-4bdf-808a-de3dde53dab6.csv
368/2019;2019-12-16;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_84d49c2e-0cc4-41de-86b3-67f73c33d33f.csv
186/2020;2020-08-31;PregÃ£o Presencial; ;licitacao_850053c2-00f1-42a9-9eab-bccc59f8e12e.csv
58/2020;2020-06-23;Dispensa p/ Compras e ServiÃ§os; ;licitacao_852aaa99-1fb5-4012-ab89-50e27c3ea893.csv
358/2019;2019-11-28;PregÃ£o Presencial; ;licitacao_85827907-65d2-47a4-8db6-7f88c9c95ac2.csv
334/2019;2019-11-05;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_85f6aee4-9d14-4846-a4f7-a7cf2e2ca593.csv
366/2019;2020-02-17;PregÃ£o Presencial; ;licitacao_865bbc08-e87c-429c-a231-af87b856bf8c.csv
103/2019;2019-05-14;PregÃ£o Presencial; ;licitacao_865cf0ad-a902-4b4f-811a-f73ef10ac81b.csv
219/2018;2018-09-27;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_867fe249-9e69-4343-aff6-bb1ba84c077d.csv
170/2020;2020-07-30;PregÃ£o Presencial; ;licitacao_86e7fb9b-7030-4291-a0a8-d3aa3e1ae5fa.csv
9/2020;2020-07-24;PregÃ£o Presencial; ;licitacao_86f2520b-9eb8-4566-a033-778180ddd076.csv
49/2020;2020-03-10;Convite p/ Obras e Serv. Eng.; ;licitacao_86fd7c07-c399-49c0-9ae4-9ccb32ca61f5.csv
173/2020;2020-08-19;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_87dbb9d5-bf7e-415a-a89b-ed29b1ffd292.csv
218/2020;2020-09-23;PregÃ£o Presencial; ;licitacao_88079f57-ef94-403c-802a-e945ef0bd67b.csv
187/2020;2020-08-24;PregÃ£o Presencial; ;licitacao_89f56cfb-abe4-48b6-972e-1e81eb4a0b0b.csv
55/2019;2019-03-27;Convite p/ Compras e ServiÃ§os; ;licitacao_89f985de-0ff5-4698-a506-3af4a370e1e3.csv
25/2018;2018-11-22;PregÃ£o Presencial; ;licitacao_8a11ed91-5fc0-4780-bf28-271af9e3ee55.csv
108/2020;2020-05-22;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_8a6e1c7a-2959-474a-acda-f9541641dc50.csv
21/2014;2014-07-28;Dispensa p/ Compras e ServiÃ§os; ;licitacao_8ae49e10-7398-46c8-94dd-58dde022dc38.csv
144/2020;2020-06-29;Convite p/ Obras e Serv. Eng.; ;licitacao_8b40e603-85c5-4cfe-95b8-65c95ac4a492.csv
83/2018;2018-11-21;PregÃ£o Presencial; ;licitacao_8b87eccc-b2ab-470b-a4c6-d167721b361a.csv
208/2020;2020-10-07;Convite p/ Obras e Serv. Eng.; ;licitacao_8b954950-1267-47fd-98c5-0b75fd8ae551.csv
53/2020;2020-03-10;Convite p/ Compras e ServiÃ§os; ;licitacao_8c2ba58f-4399-4349-bafc-02c67792f9dd.csv
212/2019;2019-07-04;Convite p/ Compras e ServiÃ§os; ;licitacao_8c86b1d8-6344-4ae5-94fb-2f2f8ae88a58.csv
169/2019;2019-06-14;PregÃ£o Presencial; ;licitacao_8cc42d99-20b6-43f6-a786-d731be9a22a0.csv
207/2019;2019-07-23;Dispensa p/ Compras e ServiÃ§os; ;licitacao_8db98157-0990-4588-8dea-ef91bac65cdd.csv
59/2019;2019-08-21;Dispensa p/ Compras e ServiÃ§os; ;licitacao_8df7a857-bd67-479f-9e16-53ea330e3551.csv
100/2020;2020-11-10;PregÃ£o Presencial; ;licitacao_90cc2a2c-aa73-4987-b363-22529eb2c2c3.csv
247/2018;2018-08-13;Convite p/ Compras e ServiÃ§os; ;licitacao_9187e871-5116-4f05-81be-d9925795a401.csv
134/2019;2019-06-13;PregÃ£o Presencial; ;licitacao_91979617-313b-4232-a5d3-b677ac1d106a.csv
38/2020;2020-02-28;Convite p/ Compras e ServiÃ§os; ;licitacao_920fafe0-a4f6-430a-9615-30ea52698ffa.csv
34/2020;2020-04-03;Dispensa p/ Compras e ServiÃ§os; ;licitacao_925f57a3-70e9-4a14-90ea-8e27015e1364.csv
28;2018-03-28;PregÃ£o Presencial; ;licitacao_92dc82cc-dd8a-41b2-9b11-7eec211f8e8e.csv
215/2019;2019-07-02;PregÃ£o Presencial; ;licitacao_92dcd3a8-83c5-4e9d-a938-8ed02f30ea78.csv
18/2015;2015-12-01;Dispensa p/ Compras e ServiÃ§os; ;licitacao_937fa3b1-f0de-4f98-aa6c-3e2e8be64df4.csv
320/2011;2011-10-24;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_93bd48f6-21e8-47b1-857b-aefd0a163bfa.csv
