idLiquidacao;parcelaEmpenho;dataPagamento;tipoPagamento;banco;agenciaBancaria;contaCorrente;historico;valorPagamento;anulacoesPagamento;retencoesPagamento;origem_arquivo
6027;1;2020-12-15;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;79.79; ; ;pagamentos_002fd18d-1e20-4274-aaab-7341d0293425.csv
6295;1;2020-09-11;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.683-0; ;419.26; ; ;pagamentos_003af55b-9677-4bf7-8bc8-bb0a7883d80a.csv
1328;1;2020-03-11;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;104.13; ; ;pagamentos_003b95b5-1180-4875-a7d0-ce8166601fcc.csv
6594;1;2020-10-14;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.836-X; ;663.1; ; ;pagamentos_003e21be-7018-4119-b361-0d93183eba5f.csv
2920;1;2020-05-20;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;47770.95; ; ;pagamentos_003feda6-c232-45e0-a49b-bedac54102e2.csv
2037;1;2020-04-15;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;5020; ; ;pagamentos_0046c2f0-67aa-4c9a-85c3-b6882a4105bc.csv
2038;1;2020-04-15;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;6120; ; ;pagamentos_0046c2f0-67aa-4c9a-85c3-b6882a4105bc.csv
222;1;2020-02-13;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;79.79; ; ;pagamentos_004aa0ed-8d48-4e2f-b668-57eca9b68d5b.csv
6418;1;2020-12-28;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;79.79; ; ;pagamentos_004b3ce3-c592-4848-8b11-bbbe37e10a62.csv
6754;1;2020-10-28;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.836-X; ;1537.47; ; ;pagamentos_004e8643-e219-4d80-916b-630f04887636.csv
4661;1;2020-10-26;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;79.79; ; ;pagamentos_005003c5-22df-4d0c-8d98-4bba3134033d.csv
5314;1;2020-10-01; ; ; ; ; ;3.87; ;retencoesPagamento_6241325e-d53e-4fb3-9ee9-0154ba386a67.csv;pagamentos_00510234-8260-4c71-83dc-bdeb4101fd29.csv
5314;1;2020-11-23;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;96.93; ; ;pagamentos_00510234-8260-4c71-83dc-bdeb4101fd29.csv
231;1;2020-01-31; ; ; ; ; ;231; ;retencoesPagamento_9c773578-2779-4327-9ef0-6955453b0635.csv;pagamentos_005621b3-8dd5-4829-b7d4-2b346504bfc5.csv
231;1;2020-02-28;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;647.014-4; ;3969; ; ;pagamentos_005621b3-8dd5-4829-b7d4-2b346504bfc5.csv
864;1;2020-03-30;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;21900; ; ;pagamentos_0066d114-f16a-4a08-a488-6ad77e53cd12.csv
5;1;2020-01-15;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;15.313-3; ;1039; ; ;pagamentos_0067323b-9766-47ff-9426-2d8cf1e3526a.csv
8119;1;2020-11-26;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1472.96; ; ;pagamentos_0069f14b-0998-4a5f-b186-192098507753.csv
7106;1;2020-10-15;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;2520; ; ;pagamentos_006c6fa7-98c2-4a7a-bbd4-a4189be1a967.csv
5547;1;2020-08-21;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1888.57; ; ;pagamentos_0071f503-c1b2-4ce4-b53a-8d73e888f020.csv
4161;1;2020-06-29; ; ; ; ; ;258782.53; ;retencoesPagamento_32b1ae32-d485-4c3c-a89c-17cd5b29800f.csv;pagamentos_0073c56f-3c4a-423c-836f-fbcdc2b7e8b8.csv
4161;1;2020-06-29;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.683-0; ;569931.34; ; ;pagamentos_0073c56f-3c4a-423c-836f-fbcdc2b7e8b8.csv
6553;1;2020-09-24;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;18.66; ; ;pagamentos_007b0d95-622d-4fc8-89f1-7810bf4fdc1e.csv
3573;1;2020-06-18;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.602-9; ;79866.82; ; ;pagamentos_007e0127-fb2f-42f4-84c8-b0d92808bbb0.csv
3594;1;2020-06-18;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.602-9; ;31733.18; ; ;pagamentos_007e0127-fb2f-42f4-84c8-b0d92808bbb0.csv
1706;1;2020-03-30;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;88.78; ; ;pagamentos_0081a36b-ae46-498a-9652-0bf508c84734.csv
7679;1;2020-11-04;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;708.19; ; ;pagamentos_0083664a-42a5-4dd4-bd5b-511d60b5bc3f.csv
8285;1;2020-11-19;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;13679.18; ; ;pagamentos_0085ca76-4eab-4222-900a-1e9a26cfaa44.csv
102;1;2020-12-18;DÃ©bito em conta;1 - BANCO DO BRASIL S.A.;407 - CENTRO;92.879-8; ;15000; ; ;pagamentos_00876723-5912-4af4-9e78-ed44be374291.csv
5216;1;2020-07-30;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;21-041-2; ;1400; ; ;pagamentos_009d5780-bfef-4a0d-bb75-47ccc0072024.csv
811;1;2020-09-01;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;17.647-8; ;2979; ; ;pagamentos_00a40765-2348-4f12-b991-6be321d79375.csv
4988;1;2020-11-05;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;849709.55; ; ;pagamentos_00aee678-9654-44ac-b8d8-5f5b8c77242f.csv
359;1;2020-02-27;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;252.36; ; ;pagamentos_00af46f9-a7ab-429b-bb81-0932244c39b3.csv
800;1;2020-03-27;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;252.36; ; ;pagamentos_00af46f9-a7ab-429b-bb81-0932244c39b3.csv
1754;1;2020-05-19;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;252.36; ; ;pagamentos_00af46f9-a7ab-429b-bb81-0932244c39b3.csv
7458;1;2020-11-11;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;2757.22; ; ;pagamentos_00b41c5f-8545-4d18-ae2a-3c0216c31b3e.csv
838;1;2020-03-05;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;17316.22; ; ;pagamentos_00b53d5f-5a1e-4bdf-8762-2b360d4a901b.csv
993;1;2020-03-05;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;19999.2; ; ;pagamentos_00b53d5f-5a1e-4bdf-8762-2b360d4a901b.csv
4271;1;2020-09-29;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;2887.5; ; ;pagamentos_00d03a35-4828-49c2-8f23-e30ff5400e4f.csv
3880;1;2020-06-23;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;71.014-3; ;97481.77; ; ;pagamentos_00d1dba1-f0eb-4938-bba5-5c915f2e4142.csv
5068;1;2020-07-01; ; ; ; ; ;2307.96; ;retencoesPagamento_34f4c24f-b1a1-4c54-b61a-01b0090bf962.csv;pagamentos_00d1dba1-f0eb-4938-bba5-5c915f2e4142.csv
5068;1;2020-08-07;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;71.014-3; ;6346.89; ; ;pagamentos_00d1dba1-f0eb-4938-bba5-5c915f2e4142.csv
5068;1;2020-08-07;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;71.014-3; ;106743.06; ; ;pagamentos_00d1dba1-f0eb-4938-bba5-5c915f2e4142.csv
6724;1;2020-09-01; ; ; ; ; ;1432.31; ;retencoesPagamento_c9ca8821-18ba-4c85-b76a-7cc2a4bdf4cc.csv;pagamentos_00d1dba1-f0eb-4938-bba5-5c915f2e4142.csv
6724;1;2020-11-17;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;71.014-3; ;3938.85; ; ;pagamentos_00d1dba1-f0eb-4938-bba5-5c915f2e4142.csv
6724;1;2020-11-17;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;71.014-3; ;61533.91; ; ;pagamentos_00d1dba1-f0eb-4938-bba5-5c915f2e4142.csv
 ; ; ;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;0; ; ;pagamentos_00d4f484-d0ae-44ae-9c68-90287fec16c8.csv
6310;1;2020-09-11;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;143.57; ; ;pagamentos_00d97fe1-5178-49b3-8e0e-e32968e3de8f.csv
676;1;2020-02-20;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.266-5; ;2012.67; ; ;pagamentos_00de4864-782b-4dbd-ba16-2b094a2ad36e.csv
5777;1;2020-08-28;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.683-0; ;117728.29; ; ;pagamentos_00f1fc43-e61d-44aa-a4df-a50f0a3649ae.csv
1868;1;2020-06-15;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;36110; ; ;pagamentos_00f51be4-8272-4cba-95b3-dd333d98ec4f.csv
3756;1;2020-09-14;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;422.94; ; ;pagamentos_00f590b2-8e22-4a7a-b8b5-4726cdc23191.csv
5273;1;2020-11-23;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;422.94; ; ;pagamentos_00f590b2-8e22-4a7a-b8b5-4726cdc23191.csv
496;1;2020-03-06;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11174-0; ;133.4; ; ;pagamentos_00f94ba9-8c34-42c2-94b7-9cfa8d074961.csv
4706;1;2020-07-30;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;615.620-7; ;2112; ; ;pagamentos_00fa8205-b6a0-4f23-85dd-e7ec784279b0.csv
974;1;2020-03-06;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1783.13; ; ;pagamentos_01016894-6317-4dc0-8078-5e2c9c0d02e0.csv
2380;1;2020-06-29;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;484.19; ; ;pagamentos_0102f7fe-abfc-426b-8810-cc100afce31f.csv
6456;1;2020-12-28;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;70; ; ;pagamentos_0107069b-ec91-4d8b-a98c-b767a14838b4.csv
8;1;2020-01-13;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;42000; ; ;pagamentos_01114e48-abf4-4c26-9398-675c1ffa400b.csv
4500;1;2020-11-03;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;2991.32; ; ;pagamentos_0113476c-cf59-475d-b645-a92d7cea853d.csv
6556;1;2020-12-21; ; ; ; ; ;5037.68; ;retencoesPagamento_41b0fd50-f121-415d-9933-13c0706fd551.csv;pagamentos_011364bc-92b0-4ad6-8779-bd3556216579.csv
6556;1;2020-12-21;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;13576.2; ; ;pagamentos_011364bc-92b0-4ad6-8779-bd3556216579.csv
4739;1;2020-08-05;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.045-4; ;30195.6; ; ;pagamentos_0120c0f1-1c61-43e3-98f9-8352ddcb2433.csv
4740;1;2020-08-05;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.045-4; ;37771.2; ; ;pagamentos_0120c0f1-1c61-43e3-98f9-8352ddcb2433.csv
4839;1;2020-08-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.045-4; ;15578.76; ; ;pagamentos_0120c0f1-1c61-43e3-98f9-8352ddcb2433.csv
4886;1;2020-08-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.045-4; ;17470.96; ; ;pagamentos_0120c0f1-1c61-43e3-98f9-8352ddcb2433.csv
4887;1;2020-08-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.045-4; ;18528.12; ; ;pagamentos_0120c0f1-1c61-43e3-98f9-8352ddcb2433.csv
4888;1;2020-08-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.045-4; ;17429.23; ; ;pagamentos_0120c0f1-1c61-43e3-98f9-8352ddcb2433.csv
4911;1;2020-08-19;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.045-4; ;13026.13; ; ;pagamentos_0120c0f1-1c61-43e3-98f9-8352ddcb2433.csv
7762;1;2020-11-04;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;382.8; ; ;pagamentos_0122120c-255d-4bb9-bc91-99d86a1136e3.csv
1319;1;2020-12-16;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;15.313-3; ;1698.1; ; ;pagamentos_01287f0b-81ee-4eb4-bcaf-e71e25d943c8.csv
8115;1;2020-11-19;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;416.33; ; ;pagamentos_012af665-4fe7-456b-8ff4-f852a182b9f7.csv
489;1;2020-06-10; ; ; ; ; ;422.45; ;retencoesPagamento_6e0aca63-c60a-461b-b1d4-384532bcbad5.csv;pagamentos_012d23ac-7f5c-429f-a73a-f40e7318ec39.csv
489;1;2020-06-17;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;15.313-3; ;835.89; ; ;pagamentos_012d23ac-7f5c-429f-a73a-f40e7318ec39.csv
3384;1;2020-08-10; ; ; ; ; ;270.87; ;retencoesPagamento_f4113702-a28c-4c60-95b6-db3f00b7639f.csv;pagamentos_01306c7f-ea0d-4f13-a4e7-8283959e60e4.csv
3384;1;2020-09-07;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;6417.13; ; ;pagamentos_01306c7f-ea0d-4f13-a4e7-8283959e60e4.csv
3138;1;2020-05-29;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;88.78; ; ;pagamentos_01344021-86d2-4556-a640-76aef2261cc7.csv
4351;1;2020-06-29;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;21-041-2; ;5080.83; ; ;pagamentos_0135f400-9a4c-445e-9841-c4e8b55239bc.csv
59;1;2020-01-28;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;500; ; ;pagamentos_01382fc7-1536-4d00-bd1d-0f1cd72487e4.csv
1734;1;2020-05-19;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;34555.41; ; ;pagamentos_014100bb-295b-43c4-bd9f-f12ca0fe7a6b.csv
784;1;2020-02-20;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;122824.96; ; ;pagamentos_014255d8-d32e-4c6c-82e3-c006353c024a.csv
3997;1;2020-07-22;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.836-X; ;140.8; ; ;pagamentos_01441aae-dcb3-4846-bd50-e5ddff653ebb.csv
167;1;2020-02-07;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;30205.76; ; ;pagamentos_014d6ea3-64ed-4b18-be82-dba2d3c15687.csv
6511;1;2020-10-15;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.045-4; ;657; ; ;pagamentos_0153417d-2585-4fbb-b3e5-9ce87bdca005.csv
732;1;2020-02-10; ; ; ; ; ;12.78; ;retencoesPagamento_46559b1e-641f-437b-abe2-5958e89e6fe8.csv;pagamentos_015767ad-ef02-438f-b517-ed623e80e213.csv
732;1;2020-03-05;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;347.22; ; ;pagamentos_015767ad-ef02-438f-b517-ed623e80e213.csv
73;1;2020-02-17;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;10400; ; ;pagamentos_015db3cb-8c63-46eb-901b-7dc9dbb8b3e4.csv
816;1;2020-09-01;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;20.652-0; ;3867.2; ; ;pagamentos_0162de34-e575-4253-b43a-ab22102a6493.csv
900;1;2020-10-05;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;20.652-0; ;3867.2; ; ;pagamentos_0162de34-e575-4253-b43a-ab22102a6493.csv
1063;1;2020-11-03;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;20.652-0; ;3867.2; ; ;pagamentos_0162de34-e575-4253-b43a-ab22102a6493.csv
1262;1;2020-12-14;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;20.652-0; ;3867.2; ; ;pagamentos_0162de34-e575-4253-b43a-ab22102a6493.csv
3722;1;2020-09-08;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;336532.1; ; ;pagamentos_016b59dd-879b-4e22-a5b6-d6a287d90fa7.csv
5107;1;2020-08-13;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1021.09; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
5107;1;2020-08-13;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;11392.2; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
6727;1;2020-09-01; ; ; ; ; ;196.89; ;retencoesPagamento_462b1420-e1eb-43a1-a9d2-414c8919909a.csv;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
6727;1;2020-10-19;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1082.88; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
6727;1;2020-10-14;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;18409.02; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
6737;1;2020-09-01; ; ; ; ; ;122.33; ;retencoesPagamento_7c77215b-4dd3-487d-b837-685c6f647370.csv;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
6737;1;2020-10-19;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;672.82; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
6737;1;2020-10-07;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;11437.85; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
7048;1;2020-09-30; ; ; ; ; ;655.65; ;retencoesPagamento_8d5a0e58-642a-4881-8083-6e10a4b2e9dd.csv;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
7048;1;2020-11-18;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;3606.09; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
7048;1;2020-10-14;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;61303.45; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
8600;1;2020-10-30; ; ; ; ; ;887.07; ;retencoesPagamento_96eda889-e20e-4210-864e-4d0e021e99a8.csv;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
8600;1;2020-12-17;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;3323.01; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
8600;1;2020-11-26;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;84496.5; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
10067;1;2020-11-30; ; ; ; ; ;212.68; ;retencoesPagamento_40a8ac4e-8202-45e6-bdf2-58868e0f789a.csv;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
10067;1;2020-12-17;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;825.87; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
10067;1;2020-12-17;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;20229.84; ; ;pagamentos_016c4460-5a6c-4860-b247-0b1c4af4dcaf.csv
9592;1;2020-11-25; ; ; ; ; ;88.31; ;retencoesPagamento_94ebffd5-7c80-474d-b4a7-7778878cbfe0.csv;pagamentos_01722fcf-e29b-403f-a93c-dec115ad224a.csv
9592;1;2020-12-22;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;2141.68; ; ;pagamentos_01722fcf-e29b-403f-a93c-dec115ad224a.csv
3868;1;2020-10-05;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;6369.6; ; ;pagamentos_01731e86-6b85-48fb-ab92-b7d8a794b48a.csv
9009;1;2020-12-16;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.836-X; ;102.6; ; ;pagamentos_0178cdc8-2757-4b25-ab70-b9153ee78791.csv
