idLiquidacao;data;parcela;valor;valorRestosNaoProcessados;anulacoesLiquidacao;retencoesLiquidacao;origem_arquivo
5996;2020-08-31;1;54629.75;0; ;retencoesLiquidacao_9e168f53-3970-4c97-a5d3-8b8ffa967819.csv;liquidacoes_004d3e6f-dc5f-475d-b19f-781ab8982b39.csv
7546;2020-10-07;1;54629.75;0; ;retencoesLiquidacao_32e8f85d-cd2d-4eb9-96c4-e37d10aa425d.csv;liquidacoes_004d3e6f-dc5f-475d-b19f-781ab8982b39.csv
8100;2020-10-30;1;54347.79;0; ;retencoesLiquidacao_d9d9d684-6795-4e1d-9d1a-962028a82f1b.csv;liquidacoes_004d3e6f-dc5f-475d-b19f-781ab8982b39.csv
9716;2020-11-30;1;54277.3;0; ;retencoesLiquidacao_eec72e28-acbe-487c-b5ec-07ccd9af4311.csv;liquidacoes_004d3e6f-dc5f-475d-b19f-781ab8982b39.csv
10407;2020-12-30;1;53854.36;0; ; ;liquidacoes_004d3e6f-dc5f-475d-b19f-781ab8982b39.csv
10517;2020-12-30;1;562.92;0; ;retencoesLiquidacao_607560ff-f6c7-4b12-a8f9-65ecc6fe4147.csv;liquidacoes_004d3e6f-dc5f-475d-b19f-781ab8982b39.csv
10519;2020-12-30;1;422.94;0; ;retencoesLiquidacao_576266cb-e4c5-45ed-afc3-b1ac25092581.csv;liquidacoes_004d3e6f-dc5f-475d-b19f-781ab8982b39.csv
10520;2020-12-30;1;634.41;0; ;retencoesLiquidacao_f37ae728-42ab-4d1a-a65b-befef4fa4249.csv;liquidacoes_004d3e6f-dc5f-475d-b19f-781ab8982b39.csv
6153;2020-11-23;1;135;0; ; ;liquidacoes_00544f96-2d0e-4d99-a3bd-b3600614469f.csv
5358;2020-08-07;1;1259.7;0; ; ;liquidacoes_005580ad-d004-438e-9b1d-a41a5332ce49.csv
3374;2020-08-14;1;720000;0; ; ;liquidacoes_00560b05-7eb6-478d-be27-bf2169e39555.csv
1778;2020-03-30;1;55050.16;0; ;retencoesLiquidacao_a4842acc-6896-48c4-9fea-91220294e8de.csv;liquidacoes_00577a53-7d57-4c5d-adc0-1796d1b236a2.csv
8496;2020-11-17;1;7640;0; ; ;liquidacoes_00580cba-d091-4260-b780-a2be156519f1.csv
5718;2020-11-25;1;162.12;0; ;retencoesLiquidacao_b5d64055-b09d-4458-871e-d0d676c35d4d.csv;liquidacoes_005fe7f3-fb3d-4e07-a182-d56d29452d2e.csv
6394;2020-12-17;1;460;0; ;retencoesLiquidacao_744fc2f9-7138-4497-8dc9-ebeef112ad82.csv;liquidacoes_005fe7f3-fb3d-4e07-a182-d56d29452d2e.csv
6789;2020-12-30;1;480;0; ;retencoesLiquidacao_b32dbdde-5aa1-4cfa-8f6b-c78e80d560cc.csv;liquidacoes_005fe7f3-fb3d-4e07-a182-d56d29452d2e.csv
6859;2020-12-30;1;416.88;0; ;retencoesLiquidacao_1a869e5a-b974-42cc-b7e5-d9e9aa94c020.csv;liquidacoes_005fe7f3-fb3d-4e07-a182-d56d29452d2e.csv
478;2020-05-29;1;4287.88;0; ; ;liquidacoes_005ff945-c1f6-4df6-b369-ddfe3503bc2c.csv
9063;2020-11-12;1;6062;0; ;retencoesLiquidacao_6671441f-1514-4ddd-9922-115dfa73470b.csv;liquidacoes_00671269-b3e4-4c09-a6fd-809e69f2af39.csv
2893;2020-05-12;1;840;0; ; ;liquidacoes_0079f7de-9fa7-4d64-873e-59abc4a245d1.csv
310;2020-01-30;1;111445.88;0; ; ;liquidacoes_007ef733-180a-466c-8bdd-76b31d3e63a6.csv
1244;2020-03-04;1;114319.31;0; ; ;liquidacoes_00917475-7009-41cc-84ba-f59f95ab3293.csv
1245;2020-03-04;1;323717.23;0; ; ;liquidacoes_00917475-7009-41cc-84ba-f59f95ab3293.csv
9158;2020-11-27;1;2063;0; ; ;liquidacoes_00917475-7009-41cc-84ba-f59f95ab3293.csv
127;2020-01-30;1;88154.56;0; ;retencoesLiquidacao_90dbab65-7e17-469e-80e0-621c7eabe294.csv;liquidacoes_0092adff-8ab3-4582-9456-ee3886203da6.csv
6001;2020-11-27;1;54036.19;0; ;retencoesLiquidacao_1ced58b5-020e-4bd5-955b-59018bb99f8b.csv;liquidacoes_009b3241-8d1f-4bda-aeea-0ce914932a72.csv
267;2020-01-30;1;2373.38;0; ; ;liquidacoes_009c7155-408b-410e-919d-0fc5acb1704e.csv
9640;2020-11-30;1;18828.27;0; ;retencoesLiquidacao_49be57b9-03b4-417d-9577-0a0a83fb5f18.csv;liquidacoes_009de8a9-6e4b-430d-8207-276b7c16ef13.csv
10176;2020-12-21;1;4322.51;0; ; ;liquidacoes_00acc151-b163-4ac2-af8f-820328384a82.csv
135;2020-01-30;1;2000;0; ; ;liquidacoes_00afb843-aced-4d91-9945-eba529ae0719.csv
1104;2020-04-09;1;658.26;0; ; ;liquidacoes_00b04c4d-18f4-4839-ab3b-9403b00213e7.csv
964;2020-02-18;1;12865;0; ; ;liquidacoes_00b42856-677c-4a52-b220-10930b4164d0.csv
2317;2020-04-23;1;10385;0; ; ;liquidacoes_00b42856-677c-4a52-b220-10930b4164d0.csv
5242;2020-07-30;1;2520;0; ; ;liquidacoes_00b6a971-e7c5-48eb-8842-6bdcda99cb6d.csv
1297;2020-04-07;1;31460;0; ; ;liquidacoes_00bb61e6-0788-4ced-bbe2-54f9d848b4fb.csv
6178;2020-11-27;1;2887.5;0; ; ;liquidacoes_00c087b0-efed-46bf-96f2-e41ff343262f.csv
519;2020-02-27;1;100000;0; ; ;liquidacoes_00c9c177-a0d7-458e-b6d4-b3decb73b8f5.csv
2437;2020-04-30;1;114.51;0; ; ;liquidacoes_00ca8025-bcd6-47cf-b57f-3e80643f7eba.csv
1117;2020-10-29;1;2100;0; ; ;liquidacoes_00cbd5c9-2fff-424e-8dfd-f3b59892195b.csv
8700;2020-11-06;1;48.8;0; ;retencoesLiquidacao_910ecfc8-7ea5-4c89-bca9-d5a93e7aaebc.csv;liquidacoes_00ce5742-8dfc-4b7f-806e-346b45e30624.csv
3107;2020-07-20;1;3780;0; ; ;liquidacoes_00db21a3-8f10-49e1-b291-a9a7decf461d.csv
3479;2020-08-24;1;75.11;0; ; ;liquidacoes_00dcaf9b-cc8f-4def-b584-b262dffd65bd.csv
5848;2020-08-28;1;29166.67;0; ; ;liquidacoes_00df2f64-7b80-4ca0-ac58-6758125bc520.csv
6319;2020-12-09;1;70;0; ; ;liquidacoes_00eacf63-e1e0-402f-8a19-3b380be982c5.csv
10157;2020-12-21;1;66937.09;0; ; ;liquidacoes_00f8f2b9-01ca-418c-8dd4-d0a952d670b9.csv
8222;2020-10-27;1;6078.18;0; ; ;liquidacoes_00fa8187-ac46-4e61-aacc-04878dc17287.csv
2794;2020-04-30;1;46500.89;0; ; ;liquidacoes_010a939d-31a6-4a77-8ca6-9d062d0defa5.csv
3899;2020-09-10;1;186.28;0; ; ;liquidacoes_010c4e4e-5d4d-4f41-8bfc-cc652c14fda8.csv
4472;2020-10-01;1;237.24;0; ; ;liquidacoes_010c4e4e-5d4d-4f41-8bfc-cc652c14fda8.csv
4460;2020-09-28;1;220.05;0; ; ;liquidacoes_010c4e4e-5d4d-4f41-8bfc-cc652c14fda8.csv
4461;2020-09-22;1;214.84;0; ; ;liquidacoes_010c4e4e-5d4d-4f41-8bfc-cc652c14fda8.csv
4463;2020-09-10;1;203;0; ; ;liquidacoes_010c4e4e-5d4d-4f41-8bfc-cc652c14fda8.csv
5347;2020-10-19;1;237.24;0; ; ;liquidacoes_010c4e4e-5d4d-4f41-8bfc-cc652c14fda8.csv
5406;2020-10-29;1;306.1;0; ; ;liquidacoes_010c4e4e-5d4d-4f41-8bfc-cc652c14fda8.csv
6156;2020-11-30;1;562.16;0; ; ;liquidacoes_010c4e4e-5d4d-4f41-8bfc-cc652c14fda8.csv
99;2020-01-16;1;234.78;0; ; ;liquidacoes_0120e48f-3d86-4bc3-b4aa-d74adaad586c.csv
10240;2020-12-21;1;140648.83;0; ;retencoesLiquidacao_11a864a0-1da7-4690-ad53-8b3f353a1722.csv;liquidacoes_01228b5e-6972-4021-95d3-619ad333cbc9.csv
5989;2020-11-27;1;200;0; ; ;liquidacoes_012f0d91-13d7-4747-b900-8afadeaae1d9.csv
6523;2020-12-22;1;51046.59;0; ;retencoesLiquidacao_88c76aeb-40b5-47e0-a5b3-67f16cb83702.csv;liquidacoes_01338cc6-ce8d-4929-b319-2d326816a92e.csv
9553;2020-11-19;1;9310;0; ;retencoesLiquidacao_a396dab6-9593-4c7d-9ba3-c903c89f1b03.csv;liquidacoes_0134ebe1-0176-4d6a-8597-1b349f244c72.csv
10469;2020-12-30;1;79110.16;0; ; ;liquidacoes_013d0e49-23d5-4b06-8dfc-93fb0cc97586.csv
5932;2020-08-31;1;2612.5;0; ;retencoesLiquidacao_5dc0c4be-978a-4c32-840e-161185cd0c28.csv;liquidacoes_0144eaa6-2b30-4449-aee4-d055559cfbd8.csv
5514;2020-11-18;1;79.79;0; ; ;liquidacoes_0157c5be-a3a6-4344-8ddb-2ca7eedd5487.csv
6625;2020-12-30;1;550328.37;0; ;retencoesLiquidacao_c825ef18-6aa3-4df7-ab78-46c78282e834.csv;liquidacoes_0157f992-f793-44ca-b80d-91f02e3071ea.csv
586;2020-02-03;1;1307.02;0; ;retencoesLiquidacao_20cac0f0-f1b6-41c1-8fc2-de524507973c.csv;liquidacoes_0158f951-57e8-49fb-acfd-e9a4aaea052f.csv
924;2020-03-30;1;1189.76;0; ;retencoesLiquidacao_114c3133-24c8-4236-a670-5469667460b9.csv;liquidacoes_0158f951-57e8-49fb-acfd-e9a4aaea052f.csv
1472;2020-04-30;1;766.48;0; ;retencoesLiquidacao_1375cfd7-53ee-44bb-b76a-bf3df8256054.csv;liquidacoes_0158f951-57e8-49fb-acfd-e9a4aaea052f.csv
1994;2020-05-29;1;374.66;0; ;retencoesLiquidacao_45ca367a-fb32-4006-a69d-50a4f2be0d39.csv;liquidacoes_0158f951-57e8-49fb-acfd-e9a4aaea052f.csv
2494;2020-06-24;1;869.44;0; ;retencoesLiquidacao_c31f4ecc-db18-462a-b205-21aba8bcdd4d.csv;liquidacoes_0158f951-57e8-49fb-acfd-e9a4aaea052f.csv
2957;2020-07-31;1;1152.58;0; ;retencoesLiquidacao_e9e7affb-df82-4784-ad67-c1085989b8e8.csv;liquidacoes_0158f951-57e8-49fb-acfd-e9a4aaea052f.csv
3511;2020-08-28;1;1032.46;0; ;retencoesLiquidacao_6f0f60f2-6f5a-4a65-a1bf-553340cb0439.csv;liquidacoes_0158f951-57e8-49fb-acfd-e9a4aaea052f.csv
891;2020-01-23;1;15400;0; ; ;liquidacoes_015cf5c2-b08f-420e-b3ca-ef40cba274e5.csv
1847;2020-05-01;1;7663.39;0; ;retencoesLiquidacao_79633862-157c-4890-9d4c-bc93031b3d7f.csv;liquidacoes_01607b40-7e06-4e4e-8e67-b5df7afb1d53.csv
2832;2020-06-30;1;7663.39;0; ;retencoesLiquidacao_ff4d758d-6e4b-4834-b024-dcc806bafa4f.csv;liquidacoes_01607b40-7e06-4e4e-8e67-b5df7afb1d53.csv
3350;2020-07-31;1;7663.39;0; ;retencoesLiquidacao_b76109bc-8d1d-4295-839a-2c4583048784.csv;liquidacoes_01607b40-7e06-4e4e-8e67-b5df7afb1d53.csv
3781;2020-08-31;1;7663.39;0; ;retencoesLiquidacao_124ec1e3-7087-4ff1-a3c3-814f663b74a2.csv;liquidacoes_01607b40-7e06-4e4e-8e67-b5df7afb1d53.csv
4533;2020-09-30;1;7663.39;0; ;retencoesLiquidacao_327386cf-8308-4492-8f26-61582caea04b.csv;liquidacoes_01607b40-7e06-4e4e-8e67-b5df7afb1d53.csv
5259;2020-10-30;1;7663.39;0; ;retencoesLiquidacao_eb8451b1-f45e-4359-ae10-aae4f58f5ada.csv;liquidacoes_01607b40-7e06-4e4e-8e67-b5df7afb1d53.csv
6162;2020-11-30;1;7663.39;0; ;retencoesLiquidacao_e7bc0846-3349-4522-81d5-6c03fe9ef0cd.csv;liquidacoes_01607b40-7e06-4e4e-8e67-b5df7afb1d53.csv
6648;2020-12-30;1;7663.39;0; ;retencoesLiquidacao_de88e8a5-c2e0-4353-8be7-e1b20e59d13e.csv;liquidacoes_01607b40-7e06-4e4e-8e67-b5df7afb1d53.csv
768;2020-02-12;1;1740;0; ; ;liquidacoes_01626b89-11e3-4339-8a2e-c30696ac26ba.csv
3952;2020-06-19;1;6024.06;0; ; ;liquidacoes_01631bc1-3d68-41d5-b8f7-7f790b4ae127.csv
4002;2020-06-18;1;48.85;0; ; ;liquidacoes_01631bc1-3d68-41d5-b8f7-7f790b4ae127.csv
4384;2020-07-02;1;7195.07;0; ; ;liquidacoes_01631bc1-3d68-41d5-b8f7-7f790b4ae127.csv
6062;2020-11-03;1;3245;0; ;retencoesLiquidacao_125e3d4c-d7f1-4405-842f-75537e8693a8.csv;liquidacoes_0166855b-f072-4310-81ee-986bb97fa0eb.csv
9840;2020-11-20;1;16950.08;0; ; ;liquidacoes_0176505a-f459-4565-998c-d2a7925d0e79.csv
5282;2020-11-06;1;6268;0; ; ;liquidacoes_01777666-ec04-4921-b05c-a61a5d1f99da.csv
12;2020-09-08;1;1928.57;0; ; ;liquidacoes_017816c3-699e-4b2d-92de-be2699014b1c.csv
10499;2020-12-31;1;270924.47;0; ; ;liquidacoes_017ac72d-cc6e-426d-9366-681966f6a1c1.csv
10055;2020-11-30;1;3025.26;0; ; ;liquidacoes_017f6e10-16e3-464a-9ed5-e37420cbff32.csv
7943;2020-10-29;1;2193.33;0; ; ;liquidacoes_018cef76-383e-4854-b957-52ba8bede05e.csv
6667;2020-09-01;1;158640.22;0; ; ;liquidacoes_018dd29d-6859-4069-967a-8d200f7e0bb1.csv
7401;2020-09-02;1;179835.65;0; ; ;liquidacoes_018dd29d-6859-4069-967a-8d200f7e0bb1.csv
9006;2020-11-02;1;186614.65;0; ; ;liquidacoes_018dd29d-6859-4069-967a-8d200f7e0bb1.csv
9007;2020-11-02;1;189985.46;0; ; ;liquidacoes_018dd29d-6859-4069-967a-8d200f7e0bb1.csv
9798;2020-12-05;1;473776.09;0; ; ;liquidacoes_018dd29d-6859-4069-967a-8d200f7e0bb1.csv
4592;2020-06-30;1;85641.38;0; ; ;liquidacoes_018eae09-9f02-492b-abde-d92a44749dc5.csv
1444;2020-03-11;1;30037.6;0;anulacoesLiquidacao_e05d3606-1f6f-46c6-9f64-c46432617eac.csv; ;liquidacoes_01a3847d-986d-4e19-9735-6e86c40db28e.csv
5182;2020-08-07;1;70932.5;0; ; ;liquidacoes_01a3847d-986d-4e19-9735-6e86c40db28e.csv
8103;2020-11-04;1;1945.11;0; ; ;liquidacoes_01a3847d-986d-4e19-9735-6e86c40db28e.csv
9719;2020-11-27;1;1510.4;0; ; ;liquidacoes_01af7628-e92b-45ca-b35e-27f2ad08fcfa.csv
1112;2020-10-29;1;11422.16;0; ;retencoesLiquidacao_216b785c-7971-428e-8f63-4fea575de0be.csv;liquidacoes_01c31332-301e-4bc3-b09f-70c669925609.csv
3040;2020-07-31;1;405;0; ;retencoesLiquidacao_269e6930-7a3e-42c1-8538-b5ea1a51b064.csv;liquidacoes_01c56008-d02f-41b8-9750-80f305b42a07.csv
5781;2020-08-28;1;7466.66;0; ; ;liquidacoes_01cc3bd5-cec6-41b0-8563-47e7230fbb29.csv
5133;2020-10-26;1;5666;0; ; ;liquidacoes_01cc523c-d328-4d5c-b449-acbecaa7baaf.csv
3350;2020-05-29;1;189.24;0; ; ;liquidacoes_01d06368-3d36-4313-8cfb-94956d00a6b6.csv
4174;2020-09-29;1;12460.32;0; ;retencoesLiquidacao_33fbce5a-4b37-425c-a3a6-aefdfc4ae839.csv;liquidacoes_01d39cb8-7ae3-47ff-a032-34c6e7ffc3fd.csv
4770;2020-10-23;1;10320;0; ;retencoesLiquidacao_24a0f672-20ab-49cb-9304-45d46138ff73.csv;liquidacoes_01d39cb8-7ae3-47ff-a032-34c6e7ffc3fd.csv
5703;2020-11-25;1;19264;0; ;retencoesLiquidacao_a8a536b7-de0f-42b3-8343-130f1185e72f.csv;liquidacoes_01d39cb8-7ae3-47ff-a032-34c6e7ffc3fd.csv
6383;2020-12-17;1;8944;0; ;retencoesLiquidacao_05cb2932-d0a7-4d55-81a7-dcfd531e33bd.csv;liquidacoes_01d39cb8-7ae3-47ff-a032-34c6e7ffc3fd.csv
6779;2020-12-30;1;13760;0; ;retencoesLiquidacao_87c35db5-d89b-4748-bc6e-110a145e2220.csv;liquidacoes_01d39cb8-7ae3-47ff-a032-34c6e7ffc3fd.csv
5648;2020-08-07;1;2880;0; ; ;liquidacoes_01df5182-28fa-4bff-86f7-52372397e21b.csv
6295;2020-09-10;1;419.26;0; ; ;liquidacoes_01e05085-c187-46fb-b2d1-39a8cc383b4d.csv
2910;2020-04-27;1;3000;0; ; ;liquidacoes_01e2ed4e-c9fc-4fa6-9d9c-88ed5318b0f9.csv
6129;2020-08-24;1;504.6;0; ; ;liquidacoes_01e31b4e-f7f9-4504-b7f6-011a5c85c321.csv
7467;2020-10-15;1;88.78;0; ; ;liquidacoes_01e34a7a-ddf4-40c6-98b0-c7907a87dc85.csv
8713;2020-10-30;1;4992.12;0; ;retencoesLiquidacao_fe41e840-e2a9-4e03-8af7-c45580205c5c.csv;liquidacoes_01eaa4b2-d796-47df-aa32-250cada59ca0.csv
9498;2020-11-24;1;7.88;0; ; ;liquidacoes_01eaa4b2-d796-47df-aa32-250cada59ca0.csv
8064;2020-10-16;1;1085;0; ;retencoesLiquidacao_8c7abe87-be4a-49be-a798-5098f3152a99.csv;liquidacoes_01f7d5f9-834e-465b-af74-63def41b14b6.csv
1780;2020-05-18;1;3050;0; ; ;liquidacoes_01f87924-02c2-473b-9eee-27a887fa118b.csv
1977;2020-05-29;1;1128.5;0; ; ;liquidacoes_01f87924-02c2-473b-9eee-27a887fa118b.csv
2134;2020-06-08;1;4575;0; ; ;liquidacoes_01f87924-02c2-473b-9eee-27a887fa118b.csv
2412;2020-06-17;1;6100;0; ; ;liquidacoes_01f87924-02c2-473b-9eee-27a887fa118b.csv
2737;2020-06-30;1;6100;0; ; ;liquidacoes_01f87924-02c2-473b-9eee-27a887fa118b.csv
2942;2020-07-28;1;18300;0; ; ;liquidacoes_01f87924-02c2-473b-9eee-27a887fa118b.csv
3119;2020-07-10;1;3050;0; ; ;liquidacoes_01f87924-02c2-473b-9eee-27a887fa118b.csv
3169;2020-07-14;1;1525;0; ; ;liquidacoes_01f87924-02c2-473b-9eee-27a887fa118b.csv
6497;2020-09-14;1;161.6;0; ; ;liquidacoes_01f92bbf-7b4b-4685-8ab5-fc9455c6bd15.csv
5558;2020-08-11;1;4207.5;0; ; ;liquidacoes_0202f340-b9cd-408b-8603-14e1435e590c.csv
6897;2020-09-30;1;695.27;0; ; ;liquidacoes_020a11e3-0adc-4178-82e2-6e278fd3b560.csv
2758;2020-04-30;1;3083.89;0; ; ;liquidacoes_02121546-1630-44ec-9c96-7bdd1941796e.csv
560;2020-02-05;1;16740;0; ; ;liquidacoes_02146dec-6f9d-48f8-846e-76098e2dfad5.csv
1354;2020-03-30;1;65615.79;0; ;retencoesLiquidacao_d6b3c5d2-962e-44a6-b334-c307ce0286fb.csv;liquidacoes_02275e5b-fcd3-4639-b3c6-5d08660f3c43.csv
1710;2020-04-30;1;7384.21;0; ;retencoesLiquidacao_1b02a02e-9efd-4301-8c3e-a27431d67dcc.csv;liquidacoes_02275e5b-fcd3-4639-b3c6-5d08660f3c43.csv
6111;2020-11-30;1;716.34;0; ; ;liquidacoes_022bcbe1-8048-4336-9317-a3da69046b2e.csv
410;2020-01-30;1;398.8;0; ; ;liquidacoes_0235d044-a544-483b-91d0-c52d69d8bba7.csv
542;2020-01-30;1;192771.24;0; ;retencoesLiquidacao_ff2090d3-821a-4bfa-8cf7-d0ae22035647.csv;liquidacoes_023a1ea4-2743-4af3-9988-98dd246b6cb0.csv
1082;2020-02-27;1;3762.5;0; ; ;liquidacoes_02466175-689a-4853-82d5-7a5f6c34bd29.csv
9751;2020-11-27;1;7769.94;0; ; ;liquidacoes_0246b674-b6d1-4357-8590-2997de04b85c.csv
3189;2020-05-29;1;5284.54;0; ; ;liquidacoes_0247ffac-1142-4add-88da-b0c02e211ff9.csv
9418;2020-11-27;1;208133.88;0; ;retencoesLiquidacao_71da57ba-9186-4a45-8936-3135d087f6ea.csv;liquidacoes_0249d62a-b1a0-4d09-9f39-b5811fed1494.csv
2018;2020-04-07;1;2484.75;0; ; ;liquidacoes_0265640d-ac73-4829-bb4c-95121d834b2c.csv
2428;2020-06-16;1;645;0; ; ;liquidacoes_0269068a-39f0-4e51-8357-b0fd8ed870f6.csv
4582;2020-07-15;1;1609.47;0; ; ;liquidacoes_026a496b-8a3a-4c4e-9c67-6570cf23cd7b.csv
1949;2020-03-27;1;3125.2;0; ; ;liquidacoes_026cb5a9-9cc3-47d5-8eb6-784c124f8133.csv
6404;2020-09-09;1;550.36;0; ; ;liquidacoes_02743ef4-763f-4d31-917d-d38d31bf5ff2.csv
3147;2020-05-01;1;3351.51;0; ; ;liquidacoes_02760484-f567-472a-8411-4d492d0ff45f.csv
8091;2020-11-04;1;2156.8;0; ; ;liquidacoes_027ad618-0793-427f-a90e-2c1c7478ee1f.csv
2361;2020-06-15;1;36;0; ;retencoesLiquidacao_c9ed32d1-dcc7-431b-a16c-8736ea1bd015.csv;liquidacoes_027d7ba7-fb79-4683-8cdb-786a42025fdb.csv
4783;2020-07-14;1;83324.79;0; ; ;liquidacoes_02816449-5594-48db-9f24-c2bbd14a0fa1.csv
3578;2020-05-29;1;8900;0; ;retencoesLiquidacao_c454f0c1-718e-4d4e-8e19-8038bfade847.csv;liquidacoes_028cdf04-078c-45e7-8a8d-1b4fa2f244e4.csv
229;2020-12-11;1;400;0; ; ;liquidacoes_028ceb69-a526-4cfa-84f4-3d205b4dcfd9.csv
198;2020-11-17;1;400;0; ; ;liquidacoes_028ceb69-a526-4cfa-84f4-3d205b4dcfd9.csv
5077;2020-07-31;1;12201.41;0; ; ;liquidacoes_0296426b-9a6a-4251-ac38-ee6df6cefbf2.csv
10211;2020-12-21;1;49062.46;0; ;retencoesLiquidacao_91bdef0f-7646-425b-829a-48fd5016a9d9.csv;liquidacoes_029ce193-82a4-404f-aa3a-e304d4b8119b.csv
6592;2020-09-01;1;132398.73;0; ; ;liquidacoes_029fa1b8-2ff5-41a0-9460-749ce3190be1.csv
6657;2020-09-28;1;153692;0; ; ;liquidacoes_029fa1b8-2ff5-41a0-9460-749ce3190be1.csv
7085;2020-10-08;1;21909.27;0; ; ;liquidacoes_029fa1b8-2ff5-41a0-9460-749ce3190be1.csv
10064;2020-11-30;1;25607;0; ;retencoesLiquidacao_c4b1ba76-042e-4e13-b2c2-0860b779ed6c.csv;liquidacoes_02a458c1-7029-45e9-845c-1f09356570f4.csv
4446;2020-06-30;1;5225;0; ;retencoesLiquidacao_3a3c7048-522b-4c56-869f-3feed6d9801f.csv;liquidacoes_02af8a29-1811-4108-8182-0f53f49e8c9f.csv
4450;2020-06-30;1;65763.7;0; ; ;liquidacoes_02b121c6-5334-468c-be7e-1e2a6cd02f94.csv
10025;2020-11-30;1;1553.76;0; ; ;liquidacoes_02b62402-b68b-471e-b666-2897528499a4.csv
666;2020-01-31;1;1418.44;0; ; ;liquidacoes_02bff0e3-67c4-4eac-a3bb-82946c91f47d.csv
6546;2020-12-21;1;27412.5;0; ;retencoesLiquidacao_fa56f525-4f05-4233-98f9-84e334223019.csv;liquidacoes_02c01d8f-dafc-438b-8c93-46e758c5052a.csv
6547;2020-12-21;1;12212.18;0; ;retencoesLiquidacao_45068d5b-c2d3-4bd7-ab70-9f447b9572b1.csv;liquidacoes_02c01d8f-dafc-438b-8c93-46e758c5052a.csv
6548;2020-12-21;1;3471.3;0; ;retencoesLiquidacao_cfdfc5dd-2b0d-4827-81fa-c8bbcbf928c2.csv;liquidacoes_02c01d8f-dafc-438b-8c93-46e758c5052a.csv
6549;2020-12-21;1;63000;0; ;retencoesLiquidacao_df760476-df37-46f2-ad60-3de6a9770969.csv;liquidacoes_02c01d8f-dafc-438b-8c93-46e758c5052a.csv
6550;2020-12-21;1;12296.91;0; ;retencoesLiquidacao_086fec2c-801d-43e9-bbd1-28d9b533067f.csv;liquidacoes_02c01d8f-dafc-438b-8c93-46e758c5052a.csv
1577;2020-04-30;1;44618.9;0;anulacoesLiquidacao_3eaf0ebf-f4ff-4479-b1a4-7862d480413e.csv;retencoesLiquidacao_158226ae-e246-423c-9c50-ff8899687439.csv;liquidacoes_02c5ff8a-c2e5-4651-b1dc-cf9a63e0978b.csv
4975;2020-07-22;1;935.68;0; ; ;liquidacoes_02c66173-6a1c-48db-add3-22116fb63aa4.csv
