uuidDespesa;numeroDespesa;descricaoDespesa;dataDespesa;origem_arquivo
despesa_orcamentaria_29_2019_221;221;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_60b961f7-6290-4cb1-8d98-08bb0952849c.csv
despesa_orcamentaria_191_2020_17;17;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2020-01-02;dotacaoOrcamentaria_60fd4824-f480-4625-9bf0-7b6d14bdee17.csv
despesa_orcamentaria_181_2018_1;1;Coleta e tranporte de Residuos SÃ³lidos;2018-01-02;dotacaoOrcamentaria_61307d2d-6090-4811-b339-84e804da2f18.csv
despesa_orcamentaria_178_2020_21;21;Manut. PSF e ESF;2020-01-02;dotacaoOrcamentaria_62713284-795f-4421-a380-e3607c58c1cb.csv
despesa_orcamentaria_29_2019_248;248;EdificaÃ§Ãµes Publicas;2019-01-02;dotacaoOrcamentaria_62b65568-e1d0-4511-a2fc-4c80c28a1e5f.csv
despesa_orcamentaria_29_2020_119;119;Manut. do ConvÃªnio Policia Militar;2020-01-02;dotacaoOrcamentaria_6352a706-9eec-46e5-b886-4cc1584caf37.csv
despesa_orcamentaria_178_2019_108;108;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2019-01-02;dotacaoOrcamentaria_64e8a04b-6260-446a-979e-1582e43a3947.csv
despesa_orcamentaria_191_2019_28;28;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_67eecb33-7729-4267-85c1-d70efa477bd2.csv
despesa_orcamentaria_191_2020_30;30;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2020-01-02;dotacaoOrcamentaria_690996f3-1ae5-4561-b8d9-00c8f6c66c0c.csv
despesa_orcamentaria_181_2020_5;5;Limpeza de vias e logradouro pÃºblicos;2020-01-02;dotacaoOrcamentaria_6919cdbd-4389-4c0f-8b41-193d3fb9559d.csv
despesa_orcamentaria_178_2020_132;132;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2020-06-10;dotacaoOrcamentaria_6a5704d5-f0cf-4c8d-b275-87d552071e1a.csv
despesa_orcamentaria_178_2017_1;1;Fundo Mun. de SaÃºde;2017-01-02;dotacaoOrcamentaria_6aa9986e-0b3c-4fea-a80c-0452960620a2.csv
despesa_orcamentaria_29_2019_219;219;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_6ab8e347-97d0-4e13-b0ae-b25bc0c91e23.csv
391670;41;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2020-01-01;dotacaoOrcamentaria_6abc74a7-1073-4647-a611-6797eaba7844.csv
391690;39;ConvÃªnio Rio de Manut. Manejo de Rios;2020-01-01;dotacaoOrcamentaria_6c32f338-5226-43d1-908b-470d8036fc99.csv
despesa_orcamentaria_29_2018_273;273;Oficinas e Garagens;2018-01-02;dotacaoOrcamentaria_6c9b917e-c119-44a1-bb71-e827248cd9a7.csv
despesa_orcamentaria_29_2020_104;104;Manut. da ArrecadaÃ§Ã£o, FiscalizaÃ§Ã£o, Cadastro Imobiliario;2020-01-02;dotacaoOrcamentaria_6da86172-f748-4147-996b-610ad0f8ec0a.csv
despesa_orcamentaria_181_2020_8;8;manut. dos sitemas de Ã¡gua e esgoto do Municpio, com recursos do Contrato CASAN/FUNSAB;2020-01-02;dotacaoOrcamentaria_6e54d82d-98e5-48b0-9585-63de16e34907.csv
despesa_orcamentaria_29_2014_124;124;Financeiro;2014-01-02;dotacaoOrcamentaria_70a57596-e013-4c66-80bf-6e30ed9f6aea.csv
despesa_orcamentaria_191_2019_15;15;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_73704059-8d18-4cd2-9dbb-e37d84a148b9.csv
despesa_orcamentaria_178_2017_15;15;Hospital Santa Catarina / Banco de Olhos;2017-01-02;dotacaoOrcamentaria_73bec724-f774-4641-b2e3-38cfe14c7af4.csv
despesa_orcamentaria_178_2020_23;23;Manut. do PACs;2020-01-02;dotacaoOrcamentaria_74154589-834a-46fb-847e-85ecbff61edb.csv
despesa_orcamentaria_29_2019_82;82;Manut. da Tesouraria e Contabilidade - Financeiro;2019-01-02;dotacaoOrcamentaria_74b68c58-fd68-4ffa-92f2-e9c66e1ba3cb.csv
despesa_orcamentaria_29_2013_216;216;ConvÃªnio Rio CriciÃºma;2013-01-02;dotacaoOrcamentaria_75eb7069-d9df-431c-824c-e2340991c6af.csv
despesa_orcamentaria_29_2020_169;169;ConvÃªnios com Entidades Educacionais;2020-01-02;dotacaoOrcamentaria_764dd448-3cd5-4afb-ac03-b9541c5fa53b.csv
despesa_orcamentaria_178_2017_62;62;Centro de EspecializaÃ§Ã£o Odontologica-CEO;2017-01-02;dotacaoOrcamentaria_76bc440d-124f-47c6-bc41-8221a7225a1e.csv
despesa_orcamentaria_178_2020_115;115;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2020-01-02;dotacaoOrcamentaria_77bb8267-641d-41cc-a827-6caecd2a2620.csv
392385;9;Manut. da Saude Bucal-ESF;2020-01-01;dotacaoOrcamentaria_79a9b937-03a0-49b1-a51c-3566a688b40f.csv
392392;6;Manut. CAPs;2020-01-01;dotacaoOrcamentaria_7a950ae6-e4fd-4aea-b0ae-c5a9267dd11d.csv
despesa_orcamentaria_29_2019_286;286;IluminaÃ§Ã£o Publica;2019-01-02;dotacaoOrcamentaria_7b597a6a-8f6f-4c19-b952-12d93668f99c.csv
despesa_orcamentaria_191_2019_24;24;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_7d8d1fd6-affa-445e-b4b5-ab99d2b88340.csv
391695;43;Parques/PraÃ§as/Jardins;2020-01-01;dotacaoOrcamentaria_7f118524-1d27-4de4-b2dd-18d33f310e4b.csv
despesa_orcamentaria_29_2018_57;57;Manut. do PROCON;2018-01-02;dotacaoOrcamentaria_7fad99f4-d6e8-4fa5-9d87-d9ceb31dc7e7.csv
despesa_orcamentaria_178_2017_19;19;Unidades de Saude/ 24Hs / Policlinica;2017-01-02;dotacaoOrcamentaria_7fd59051-fa0c-4788-855e-1b044bd543ef.csv
despesa_orcamentaria_29_2020_43;43;Coord. Mun. de ProteÃ§Ã£o Defesa Civil;2020-01-02;dotacaoOrcamentaria_7ff86ad7-78d6-4435-a81d-c111048ef77f.csv
despesa_orcamentaria_178_2018_125;125;Manut. do Hospital Santa Catarina e Banco de Olhos;2018-06-06;dotacaoOrcamentaria_80da1781-6509-44ae-b038-c935b08373ea.csv
despesa_orcamentaria_29_2019_257;257;CanalizaÃ§Ãµes e Drenagens;2019-01-02;dotacaoOrcamentaria_82d0c6cf-4063-4b2a-87c4-3ab7be753f70.csv
despesa_orcamentaria_29_2019_60;60;Manut. do PROCON;2019-01-02;dotacaoOrcamentaria_8365be3f-65df-441f-b08a-fd243691a576.csv
despesa_orcamentaria_29_2019_175;175;Funcional do FUNDEB (Folha Pagamanento);2019-01-02;dotacaoOrcamentaria_838165b2-b355-4b38-a008-abd796bc8fa1.csv
despesa_orcamentaria_29_2019_276;276;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2019-01-02;dotacaoOrcamentaria_83c756ca-86d1-43ea-a3c4-2ec36e149e07.csv
despesa_orcamentaria_29_2019_76;76;Manut. do Recurso Humanos, AdmissÃµes por Concursos, CapacitaÃ§Ã£o Profis.;2019-01-02;dotacaoOrcamentaria_8486716d-9542-415a-bf68-634175183ad4.csv
despesa_orcamentaria_29_2020_151;151;Unidades Escolares - Ensino Fundamental;2020-01-02;dotacaoOrcamentaria_85515a67-3b79-4eb8-be97-fb973e6c9fd9.csv
despesa_orcamentaria_29_2017_274;274;ImplantaÃ§Ã£o do Anel ViÃ¡rio;2017-01-02;dotacaoOrcamentaria_8691ad53-7582-4cdc-b2d7-18762c0e789b.csv
despesa_orcamentaria_29_2013_74;74;Fundo de Manut. do Desev. da EducaÃ§Ã£o BÃ¡sica-FUNDEB;2013-01-02;dotacaoOrcamentaria_86fa9904-d2b1-44e5-a4c2-1cd2f768ecb7.csv
despesa_orcamentaria_29_2020_291;291;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2020-01-02;dotacaoOrcamentaria_8bd09735-2682-460a-bf32-c8e61b748c94.csv
despesa_orcamentaria_29_2014_190;190;Obras;2014-01-02;dotacaoOrcamentaria_8c784d6d-06e0-48ed-9f8b-e274be56d8ab.csv
despesa_orcamentaria_191_2019_9;9;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_8cb2f688-905f-4d3d-94f6-e9bcafeef681.csv
despesa_orcamentaria_191_2019_8;8;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_8e1b92fb-cfba-46cd-9445-e85ef4b9446c.csv
despesa_orcamentaria_29_2019_289;289;Oficinas e Garagens;2019-01-02;dotacaoOrcamentaria_9579d3f0-22cf-4bc8-9f38-6cf1bdd8f0b1.csv
despesa_orcamentaria_29_2019_216;216;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_95d910b1-bb18-4210-bd66-75950d35ee4b.csv
despesa_orcamentaria_29_2020_32;32;Manut. do Fundo do Idoso - ProteÃ§Ã£o ao Idoso;2020-01-02;dotacaoOrcamentaria_9662100b-4e2d-4faf-899c-e82539196c90.csv
despesa_orcamentaria_29_2020_82;82;Manut. do Patrimonio;2020-01-02;dotacaoOrcamentaria_9667eeb8-185b-491f-977a-efebc54bb61a.csv
despesa_orcamentaria_191_2020_35;35;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2020-01-02;dotacaoOrcamentaria_9682c54b-b7b1-4627-8681-b53194d6f5bb.csv
despesa_orcamentaria_191_2020_22;22;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2020-01-02;dotacaoOrcamentaria_99c5f842-bade-4693-970e-18ea89023864.csv
despesa_orcamentaria_29_2020_170;170;ConvÃªnios com Entidades Educacionais;2020-01-02;dotacaoOrcamentaria_9b30a45d-6854-4c29-a3b7-c1871d311d04.csv
despesa_orcamentaria_29_2020_115;115;Manut. da Agricultura;2020-01-02;dotacaoOrcamentaria_9b94a658-ad8b-4dea-9d4d-f93724441435.csv
despesa_orcamentaria_29_2020_8;8;Manut. do ComitÃª Gestor e da Assessoria de Gabinete;2020-01-02;dotacaoOrcamentaria_9e7d0ba5-d08d-472b-af20-193e4ddf63cb.csv
despesa_orcamentaria_29_2016_114;114;Financeiro;2016-01-02;dotacaoOrcamentaria_9ff8ed0c-317c-4a24-8472-785588c5bf84.csv
despesa_orcamentaria_178_2019_87;87;Manut. Vigilancia Sanitaria;2019-01-02;dotacaoOrcamentaria_a09dee66-cd68-4faf-97ab-be107e3b20ac.csv
despesa_orcamentaria_191_2018_28;28;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2018-01-02;dotacaoOrcamentaria_a18f1251-3d8e-4cfd-a590-4eba01eb7a35.csv
despesa_orcamentaria_29_2015_93;93;Apoio Administrativo;2015-01-02;dotacaoOrcamentaria_a2d8d204-ac2f-4711-9ee0-4cb1f087649a.csv
despesa_orcamentaria_29_2020_74;74;Manut. do Gabinete do Secretario da Fazenda;2020-01-02;dotacaoOrcamentaria_a76c6b74-9372-4017-ab80-a66136d1231d.csv
despesa_orcamentaria_178_2020_125;125;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2020-06-02;dotacaoOrcamentaria_a7824aab-eb75-459c-946b-4c52051e241d.csv
despesa_orcamentaria_29_2020_258;258;Manut. das Intendencias do Rio Maina/Santa Luzia/Prospera/Quarta Linha;2020-01-02;dotacaoOrcamentaria_a7b39a19-035f-49c0-a025-317b7b24e221.csv
despesa_orcamentaria_29_2020_175;175;ConvÃªnios com Entidades Educacionais;2020-01-02;dotacaoOrcamentaria_a88ca8cb-e268-43e9-8ca1-bfea32e1589d.csv
despesa_orcamentaria_178_2017_26;26;Vigilancia Sanitaria;2017-01-02;dotacaoOrcamentaria_a8f4c759-d16d-4ed9-bcf1-e363fe86d9b6.csv
despesa_orcamentaria_191_2016_41;41;ProteÃ§Ã£o Social Especial;2016-04-18;dotacaoOrcamentaria_abab533a-db19-43a1-8d34-3424adc36446.csv
despesa_orcamentaria_29_2020_344;344;Unidades Escolares - Ensino Fundamental;2020-10-19;dotacaoOrcamentaria_acd0e1cc-12c4-4bd2-8a05-71c0c6d16195.csv
despesa_orcamentaria_29_2019_42;42;Coord. Mun. de ProteÃ§Ã£o Defesa Civil;2019-01-02;dotacaoOrcamentaria_afcc947a-c4a1-47c5-9dcc-8d0dabe11332.csv
despesa_orcamentaria_178_2020_65;65;Manut. da Saude Bucal-ESF;2020-01-02;dotacaoOrcamentaria_b2968a93-ae7e-472e-8570-2b0154fb4a51.csv
despesa_orcamentaria_29_2014_210;210;PavimentaÃ§Ã£o de Vias Publicas-ConvÃªnio Estado;2014-01-02;dotacaoOrcamentaria_b30bdc92-0353-4884-9ad9-74081131b4b8.csv
despesa_orcamentaria_29_2019_131;131;Creches e PrÃ©-Escolares - EducaÃ§Ã£o Infantil;2019-01-02;dotacaoOrcamentaria_b310913b-c407-49e7-9c24-a34804bfbe18.csv
392144;1;Coleta e tranporte de Residuos SÃ³lidos;2020-01-01;dotacaoOrcamentaria_b4dbe853-f9f3-4fec-94e8-1780490c7116.csv
despesa_orcamentaria_29_2017_239;239;Obras;2017-01-02;dotacaoOrcamentaria_b6b72a53-be81-442e-9dce-56a5b5e24b18.csv
despesa_orcamentaria_178_2017_28;28;Programa de SaÃºde da Familia-PSF / NASF;2017-01-02;dotacaoOrcamentaria_b6ef831b-e020-4e75-a3c7-2c7eacd6d8c4.csv
despesa_orcamentaria_29_2019_190;190;Central de Merenda;2019-01-02;dotacaoOrcamentaria_b7bfd26c-0d1c-4234-91a6-b3c0484b1d5c.csv
despesa_orcamentaria_29_2019_136;136;Creches e PrÃ©-Escolares - EducaÃ§Ã£o Infantil;2019-01-02;dotacaoOrcamentaria_b93e42ec-25b5-46ef-b418-5dbbcbeec41d.csv
despesa_orcamentaria_29_2020_293;293;Coleta de Materiais em Comunidades;2020-01-02;dotacaoOrcamentaria_bae0179a-e2b1-44be-a2f3-c081b2f3687e.csv
despesa_orcamentaria_191_2019_27;27;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_bb2f8c13-142c-4f19-8879-b80602935761.csv
despesa_orcamentaria_191_2019_34;34;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_bb4476ab-07bd-4ed0-ae94-4c8e081c7733.csv
despesa_orcamentaria_178_2019_7;7;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-02;dotacaoOrcamentaria_bb86c0d4-093e-4566-984f-1a50f56811dc.csv
despesa_orcamentaria_178_2020_110;110;ManutenÃ§Ã£o do Centro de Zoonoses - CCZ;2020-01-02;dotacaoOrcamentaria_bc406aaf-1d41-4eb5-b2fb-98583a2f9158.csv
despesa_orcamentaria_178_2020_88;88;ManutenÃ§Ã£o do Hospital Santa Catarina e Banco de Olhos;2020-01-02;dotacaoOrcamentaria_c0b29ed3-6053-4737-a9d6-5cca1ba1ba84.csv
despesa_orcamentaria_181_2020_10;10;RecuperaÃ§Ã£o de pavimentaÃ§Ã£o asfÃ¡ltica de Obras de Infraestrutura - ConvÃªnio/Casan;2020-06-25;dotacaoOrcamentaria_c10d7530-e5cb-4f39-9f63-80e44633c4ea.csv
despesa_orcamentaria_29_2019_83;83;Manut. da Tesouraria e Contabilidade - Financeiro;2019-01-02;dotacaoOrcamentaria_c11faf8a-ae91-4d50-a696-57ae51195903.csv
despesa_orcamentaria_178_2017_42;42;Epidemiologia;2017-01-02;dotacaoOrcamentaria_c1884777-13ac-4aaf-8f1b-91944c300066.csv
despesa_orcamentaria_181_2019_7;7;manut. dos sitemas de Ã¡gua e esgoto do Municpio, com recursos do Contrato CASAN/FUNSAB;2019-01-02;dotacaoOrcamentaria_c1e965b8-76fc-4e43-b00c-f82401fd5cae.csv
despesa_orcamentaria_29_2019_165;165;ConvÃªnios com Entidades Educacionais;2019-01-02;dotacaoOrcamentaria_c2a73e64-ff83-4430-a27b-10cd0eed0461.csv
despesa_orcamentaria_29_2020_3;3;Manut. Funcional do Gabinete do Prefeito;2020-01-02;dotacaoOrcamentaria_c5133fb1-0062-43b3-bc6e-16c00ff07eeb.csv
despesa_orcamentaria_29_2019_123;123;Manut. do Gabinete da Secretaria de EducaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_c7601d93-92d5-44aa-8b87-62e04b15d375.csv
despesa_orcamentaria_178_2019_2;2;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-02;dotacaoOrcamentaria_c7864449-9fb3-4d06-b562-46726c3d2a5d.csv
despesa_orcamentaria_29_2020_5;5;Manut. da Secretaria Geral;2020-01-02;dotacaoOrcamentaria_c9d5dd8d-cfc6-4599-9186-fae6bbeb7f49.csv
despesa_orcamentaria_29_2020_313;313;Funcional do FUNDEB (Folha Pagamanento);2020-02-05;dotacaoOrcamentaria_cbb4d072-665e-470b-b2ac-c755e881b651.csv
despesa_orcamentaria_178_2019_51;51;Manut. da UPA da PrÃ³spera;2019-01-02;dotacaoOrcamentaria_cc9504eb-7ef9-4df9-a0ca-8c02087c1f1c.csv
despesa_orcamentaria_178_2018_7;7;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2018-01-02;dotacaoOrcamentaria_cfce7100-c42b-4f89-90a7-927d9e246161.csv
despesa_orcamentaria_29_2017_147;147;SentenÃ§as / AÃ§Ãµes Judiciais;2017-01-02;dotacaoOrcamentaria_d05e3ade-b9ab-43f9-a0fe-deee8c7df4f9.csv
despesa_orcamentaria_178_2020_97;97;Manut. Vigilancia Sanitaria;2020-01-02;dotacaoOrcamentaria_d08b26af-d1f8-4760-b54f-055698f4c3ff.csv
despesa_orcamentaria_29_2019_74;74;Manut. do Recurso Humanos, AdmissÃµes por Concursos, CapacitaÃ§Ã£o Profis.;2019-01-02;dotacaoOrcamentaria_d2b8540a-dc76-493e-acbb-c1fa899399aa.csv
despesa_orcamentaria_29_2016_105;105;GestÃ£o de Pessoas;2016-01-02;dotacaoOrcamentaria_d2e0edd5-65d0-4f2f-9500-c114a59871a1.csv
despesa_orcamentaria_29_2020_260;260;EdificaÃ§Ãµes Publicas;2020-01-02;dotacaoOrcamentaria_d6e62c16-7a8a-410c-938f-c9d3aa44b92f.csv
despesa_orcamentaria_186_2018_4;4;Manut. de Projetos Habitacionais e de Interesse Social;2018-01-02;dotacaoOrcamentaria_db05cdb2-5545-47f6-a0e8-ea7827083d38.csv
despesa_orcamentaria_178_2018_78;78;Manut. da UPA da PrÃ³spera;2018-01-02;dotacaoOrcamentaria_dc1cd292-f83a-48a9-a3a8-3b30ae3eb613.csv
despesa_orcamentaria_29_2020_338;338;Parques/PraÃ§as/Jardins;2020-09-21;dotacaoOrcamentaria_de4ecae8-7f3f-41db-aa43-04402220cae8.csv
despesa_orcamentaria_29_2020_314;314;Manut. do ConvÃªnio Policia Militar;2020-02-05;dotacaoOrcamentaria_df169042-b6da-4a22-b291-6338020dbc91.csv
despesa_orcamentaria_181_2020_2;2;Coleta e tranporte de Residuos SÃ³lidos;2020-01-02;dotacaoOrcamentaria_e04e7ccb-19b4-4a21-b4b6-da09179f8a5f.csv
despesa_orcamentaria_29_2019_233;233;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_e140db1e-0594-4db4-b14f-6b94f3b1c3d1.csv
despesa_orcamentaria_178_2017_44;44;DST/HIV/AIDS;2017-01-02;dotacaoOrcamentaria_e16c4ac6-6de4-4e3b-b027-e31e520e9ea5.csv
despesa_orcamentaria_29_2013_64;64;Creches e PrÃ©-Escolares;2013-01-02;dotacaoOrcamentaria_e1a4491c-9b3b-46a2-88a8-c103748638b8.csv
despesa_orcamentaria_29_2020_286;286;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2020-01-02;dotacaoOrcamentaria_e2f54b72-5103-453b-a929-cb8457ff3624.csv
despesa_orcamentaria_29_2019_79;79;Manut. do Patrimonio;2019-01-02;dotacaoOrcamentaria_e3e53e72-f2f3-4191-9aee-0255526a3f97.csv
despesa_orcamentaria_178_2019_49;49;Manut. da UPA da PrÃ³spera;2019-01-02;dotacaoOrcamentaria_e441823b-7a01-4b34-aae9-505c5d453dc3.csv
despesa_orcamentaria_178_2020_6;6;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2020-01-02;dotacaoOrcamentaria_e4a73f2e-72ab-416a-9eca-8bb1cd821b43.csv
despesa_orcamentaria_178_2020_105;105;ManutenÃ§Ã£o DST/HIV/AIDS;2020-01-02;dotacaoOrcamentaria_e55046bd-af53-440a-bd99-af6d3429e658.csv
despesa_orcamentaria_186_2019_9;9;Manut. da GestÃ£o da HabitaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_e617aeb7-36ad-402b-ad31-1d020c64df81.csv
392145;3;manut. dos sitemas de Ã¡gua e esgoto do Municpio, com recursos do Contrato CASAN/FUNSAB;2020-01-01;dotacaoOrcamentaria_e67717cd-8e35-4d12-a8bc-3aaeb5861d70.csv
392391;3;Manut. Vigilancia Sanitaria;2020-01-01;dotacaoOrcamentaria_e90b8919-e6cc-4dc4-ae94-6f2436f5b223.csv
despesa_orcamentaria_29_2019_10;10;Manut. da Diretoria de Logistica;2019-01-02;dotacaoOrcamentaria_e9359406-c03f-4557-93e2-004948cdd72c.csv
despesa_orcamentaria_178_2020_58;58;Manut. da UPA da PrÃ³spera;2020-01-02;dotacaoOrcamentaria_ebf6a4c3-fa89-4730-b2d2-a03661e3cff9.csv
despesa_orcamentaria_29_2018_266;266;Parques/PraÃ§as/Jardins;2018-01-02;dotacaoOrcamentaria_ec22136d-38d8-4620-857a-eda8ebdf7a99.csv
despesa_orcamentaria_29_2019_170;170;Funcional do FUNDEB (Folha Pagamanento);2019-01-02;dotacaoOrcamentaria_ef1f08de-efb3-4555-b890-7fdf6ba2ddf2.csv
despesa_orcamentaria_29_2020_173;173;ConvÃªnios com Entidades Educacionais;2020-01-02;dotacaoOrcamentaria_ef70361c-6071-4bf8-b401-d90c0c34f172.csv
despesa_orcamentaria_186_2019_5;5;Manut. de Projetos Habitacionais e de Interesse Social;2019-01-02;dotacaoOrcamentaria_ef8b89e6-df44-4b66-953d-ef60ff0f192c.csv
despesa_orcamentaria_29_2020_325;325;Manut. depto de Obras;2020-07-01;dotacaoOrcamentaria_f09d2c5f-e6da-4383-9d95-42663ad01538.csv
392380;15;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2020-01-01;dotacaoOrcamentaria_f0c5856d-1a67-4768-9ce7-4ba30c8bf1cd.csv
despesa_orcamentaria_29_2020_232;232;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2020-01-02;dotacaoOrcamentaria_f2662a43-fb83-4045-8ce8-b26b45506cd9.csv
despesa_orcamentaria_29_2020_301;301;IluminaÃ§Ã£o Publica;2020-01-02;dotacaoOrcamentaria_f2d1c272-848f-469e-ac1e-911f3e1121ea.csv
despesa_orcamentaria_29_2019_57;57;Manut. da Procuradoria Geral;2019-01-02;dotacaoOrcamentaria_f4a4d6bf-e125-44b8-b91e-a4bce675ddb2.csv
despesa_orcamentaria_178_2020_42;42;Manut. CEOs;2020-01-02;dotacaoOrcamentaria_f561d6fd-f0b8-406a-9fd1-b5d479dbc5dd.csv
despesa_orcamentaria_29_2020_326;326;Manut. depto de Obras;2020-07-01;dotacaoOrcamentaria_f5e66ca4-0146-4600-bb7e-e533e40449ef.csv
despesa_orcamentaria_29_2020_317;317;Coord. Mun. de ProteÃ§Ã£o Defesa Civil;2020-05-01;dotacaoOrcamentaria_f765a711-26b2-4dea-a0b7-562cfd653807.csv
despesa_orcamentaria_29_2019_283;283;Parques/PraÃ§as/Jardins;2019-01-02;dotacaoOrcamentaria_f8cbc202-3701-4893-8f6b-a0d9ae4cda10.csv
despesa_orcamentaria_191_2019_22;22;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_fd886a2c-e253-45af-b203-933c8a293a33.csv
despesa_orcamentaria_29_2020_332;332;Manut. do ConvÃªnio Policia Militar;2020-08-24;dotacaoOrcamentaria_feea72a4-8388-4b49-83d1-7cd91f96bb40.csv
despesa_orcamentaria_29_2017_115;115;Financeiro;2017-01-02;dotacaoOrcamentaria_ffb90f0f-8158-4c26-a0e7-d25a2ea9efd0.csv
