descricao;id;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
Saco de  de lixo domÃ©stico de polietileno , com capacidade d;4399214;250;VENCEU;PCT;1225;4.9;itensProposta_00b15f1f-492c-49a1-812b-d320eac3faef.csv
TermÃ´metro clÃ­nico digital de testa sem contato com PILHA.;4399215;188;PERDEU;UND;15829.6;84.2;itensProposta_00b15f1f-492c-49a1-812b-d320eac3faef.csv
TermÃ´metro clÃ­nico digital de testa sem contato com PILHA.;4399216;566;PERDEU;UND;41601;73.5;itensProposta_00b15f1f-492c-49a1-812b-d320eac3faef.csv
Avental de PVC;4445353;12;VENCEU;UN;114;9.5;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
ESPONJA DE ACO;4445360;20;DESCLASSIFICADO;PCT;54;2.7;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
Esponja Dupla-face;4445361;600;DESCLASSIFICADO;UN;1440;2.4;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
DETERGENTE;4445362;400;PERDEU;UN;712;1.78;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
Caixa de fÃ³sforos;4445363;200;DESCLASSIFICADO;UN;940;4.7;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
Bandeja descartÃ¡vel de Isopor com 4 DivisÃ³rias com tampa (ca;4445374;270;VENCEU;PCT;38259;141.7;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
Pote TIPO MARMITEX TÃ©rmico Isopor com tampa;4445375;25500;INABILITADO;PCT;11220;0.44;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
COLHER DESCARTÃVEL;4445376;520;DESCLASSIFICADO;PCT;2288;4.4;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
FACA DESCARTAVEL;4445377;520;DESCLASSIFICADO;PCT;1976;3.8;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
GARFO DESCARTÃVEL;4445378;880;VENCEU;PCT;2728;3.1;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
Copo plÃ¡stico descartÃ¡vel de 180ml;4445379;340;VENCEU;EM;1156;3.4;itensProposta_00ca6863-d65c-4f66-b761-7d04505b5062.csv
ARMÃRIO ALTO DE 02 PORTAS;4399567;412;PERDEU;UND;374920;910;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CADEIRA ESTOFADA FIXA;4399568;165;INABILITADO;UND;25575;155;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CAMINHAS EMPILHÃVEIS;4399569;450;INABILITADO;UND;134550;299;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CONJUNTO FDE/FNDE FUNDAMENTAL;4399570;1000;PERDEU;CJ;463100;463.1;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CONJUNTO PRÃ ESCOLAR COLETIVO DE QUATRO LUGARES, MODELO TREV;4399571;80;PERDEU;CJ;71200;890;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CONJUNTO REFEITÃRIO PARA FUNDAMENTAL COMPOSTO DE MESA COM 02;4399572;100;DESCLASSIFICADO;CJ;122000;1220;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CONJUNTO REFEITÃRIO PARA PRÃ ESCOLA, COMPOSTO DE MESA COM 02;4399573;20;DESCLASSIFICADO;CJ;23840;1192;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
MESA REDONDA PARA BIBILIOTECA, COM 04 CADEIRAS;4399574;100;PERDEU;CJ;111000;1110;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
MESA DO PROFESSOR-  PÃ METAL PASSA CABOS MED. APROX. 1300x73;4399575;130;PERDEU;UND;80600;620;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
MESA BIBLIOTECA TRAPÃZIO- PÃ METAL MED. APROX. 1400/710x620x;4399576;200;PERDEU;UND;169400;847;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
ESTANTE 4 PRATELEIRAS - MED. APRO. 900x1786x450mm;4399577;126;VENCEU;UND;114660;910;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CADEIRA FIXA APROXIMAÃÃO PÃ PALITO;4399578;200;VENCEU;UND;58000;290;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CADEIRA FIXA UNIVERSITÃRIA PU C/ GRADE;4399579;150;PERDEU;UND;44850;299;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
CADEIRA GIRATÃRIA SECRETÃRIA;4399580;1000;PERDEU;UND;220000;220;itensProposta_011d1f29-b5ce-49e8-9b4d-185a0cfd2272.csv
ContrataÃ§Ã£o de empresa para PrestaÃ§Ã£o de serviÃ§o de corte de;0;120000;PERDEU; ;23760;0.198;itensProposta_01283fbf-a69e-4b33-906a-994667915390.csv
FILTRO LUBRIFICANTE VA32G4001100;0;12;PERDEU; ;2832;236;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL LS21P01013R100;0;12;PERDEU; ;1464;122;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR VA32G6200100;0;12;PERDEU; ;4512;376;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO YY11P00008S003;0;6;PERDEU; ;1806;301;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	YY11P00008S002;0;6;PERDEU; ;1008;168;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO RETORNO	YN52V010011P1;0;4;PERDEU; ;700;175;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SUCÃÃO	YN50V00025FF2;0;4;PERDEU; ;1892;473;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO RESPIRO	YN57V00004S002;0;4;PERDEU; ;624;156;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR CONDICIONADO	YN50V01015P3;0;4;PERDEU; ;440;110;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR CONDICIONADO	YN50V01014P1;0;4;PERDEU; ;380;95;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE 	87803260;0;12;PERDEU; ;1020;85;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL 	87435525;0;12;PERDEU; ;1056;88;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR 	87803192;0;12;PERDEU; ;1140;95;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO	87577657;0;8;PERDEU; ;2024;253;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	87577656;0;8;PERDEU; ;1344;168;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	YN52V01013P1;0;8;PERDEU; ;2240;280;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SUCÃÃO	YN50V00002S001;0;6;PERDEU; ;1866;311;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO RESPIRO	YW57V00002S010;0;6;PERDEU; ;444;74;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR CONDICIONADO	YN50V01014P1;0;4;PERDEU; ;384;96;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO 	7W2327;0;10;PERDEU; ;920;92;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	1106326;0;8;PERDEU; ;1632;204;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	1106331;0;8;PERDEU; ;760;95;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	2230713;0;8;PERDEU; ;944;118;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	1596102;0;8;PERDEU; ;1248;156;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	1919784;0;8;PERDEU; ;1792;224;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO 	1G8878;0;8;PERDEU; ;2080;260;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE 	2Y8096;0;10;PERDEU; ;740;74;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR 	9M2341;0;10;PERDEU; ;660;66;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO	4M8047;0;8;PERDEU; ;760;95;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	2S1285;0;8;PERDEU; ;536;67;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL	2Y8670;0;10;PERDEU; ;460;46;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO TRANSMISSÃO	9M9740;0;6;PERDEU; ;390;65;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE 	71101955;0;16;PERDEU; ;1760;110;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL	71101915;0;16;PERDEU; ;736;46;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR 	71101919;0;16;PERDEU; ;864;54;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO	71102720;0;10;PERDEU; ;1810;181;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	71102719;0;10;PERDEU; ;1150;115;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DÃGUA 	9672301;0;10;PERDEU; ;880;88;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	1930836;0;8;PERDEU; ;688;86;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIFERENCIAL	75310446;0;6;PERDEU; ;1026;171;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SUCÃÃO	73161153;0;6;PERDEU; ;1224;204;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	75289018;0;8;PERDEU; ;864;108;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO TRANSMISSÃO	73162722;0;10;PERDEU; ;3720;372;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR CONDICIONADO	75254545;0;6;PERDEU; ;804;134;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	75325672;0;8;PERDEU; ;992;124;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	71101957;0;10;PERDEU; ;850;85;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	75312820;0;6;PERDEU; ;2016;336;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	73125853;0;8;PERDEU; ;704;88;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	79107317;0;6;PERDEU; ;444;74;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	2526831;0;6;PERDEU; ;636;106;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	3340046;0;8;PERDEU; ;536;67;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO	3340045;0;8;PERDEU; ;888;111;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE 	3339238;0;10;PERDEU; ;460;46;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO TRANSMISSÃO	247052;0;6;PERDEU; ;522;87;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL	12709444;0;10;PERDEU; ;390;39;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE 	76194572;0;12;PERDEU; ;1056;88;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL PRIMÃRIO	87400496;0;12;PERDEU; ;1020;85;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL SECUNDÃRIO	86990957;0;12;PERDEU; ;1272;106;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR 	84993233;0;12;PERDEU; ;900;75;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO	87682990;0;12;PERDEU; ;1236;103;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	87683000;0;12;PERDEU; ;852;71;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	87409662;0;8;PERDEU; ;1912;239;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO TRANSMISSÃO	87519452;0;8;PERDEU; ;2064;258;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR CONDICIONADO	330014A1;0;6;PERDEU; ;1302;217;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL	84403847;0;12;PERDEU; ;792;66;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR CONDICIONADO	87314367;0;6;PERDEU; ;690;115;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	84217229;0;10;PERDEU; ;950;95;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO	87682999;0;10;PERDEU; ;1150;115;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	84226272;0;10;PERDEU; ;2690;269;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR 	87803444;0;12;PERDEU; ;1368;114;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL	84171692;0;12;PERDEU; ;1116;93;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO TRANSMISSÃO	86982180;0;10;PERDEU; ;2530;253;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DE TELA 	278534A1;0;4;PERDEU; ;556;139;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	71102625;0;24;PERDEU; ;1920;80;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO	71102626;0;24;PERDEU; ;2760;115;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR 	84993233;0;24;PERDEU; ;2208;92;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL	86990957;0;24;PERDEU; ;1968;82;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE 	71101726;0;24;PERDEU; ;1200;50;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO TRANSMISSÃO	85817004;0;10;PERDEU; ;2410;241;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO COMBUSTÃVEL	75241002;0;24;PERDEU; ;2040;85;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	73124631;0;10;PERDEU; ;2050;205;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO	499510;0;6;PERDEU; ;660;110;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO	499511;0;6;PERDEU; ;318;53;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	3356657;0;6;PERDEU; ;684;114;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL 	498852;0;10;PERDEU; ;590;59;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE 	497771;0;10;PERDEU; ;660;66;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	69302107-95;0;6;PERDEU; ;786;131;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO 	4012271;0;6;PERDEU; ;228;38;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	Z92060037;0;10;PERDEU; ;430;43;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	Z92060081;0;10;PERDEU; ;820;82;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	Z92060080;0;10;PERDEU; ;870;87;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	87803197;0;12;PERDEU; ;1104;92;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	87400496;0;12;PERDEU; ;516;43;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	R57888;0;6;PERDEU; ;138;23;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO RESPIRO	2992447;0;6;PERDEU; ;978;163;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	47131182;0;6;PERDEU; ;642;107;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	254353A1;0;4;PERDEU; ;1072;268;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO	87346332;0;6;PERDEU; ;2208;368;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO TELA	426784A1;0;6;PERDEU; ;1974;329;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR PRIMÃRIO 	87577657;0;4;PERDEU; ;1200;300;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR SECUNDÃRIO 	87577656;0;3;PERDEU; ;2355;785;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR INTERNO	219001058;0;10;PERDEU; ;520;52;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR EXTERNO	219001057;0;10;PERDEU; ;810;81;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	936974Q;0;6;PERDEU; ;2562;427;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL	219001068;0;20;PERDEU; ;420;21;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE 	219000397;0;10;PERDEU; ;560;56;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO TRANSMISSÃO	219000751;0;6;PERDEU; ;960;160;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
LUBRIFICANTE 	65055105028A;0;10;PERDEU; ;800;80;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL	65125035016B;0;10;PERDEU; ;950;95;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR 	K1006530;0;10;PERDEU; ;2040;204;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR INTERNO	47400039;0;6;PERDEU; ;858;143;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR  EXTERNO	47400040;0;6;PERDEU; ;1446;241;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SUCÃÃO	24749016A;0;4;PERDEU; ;700;175;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO HIDRÃULICO	47400055;0;4;PERDEU; ;760;190;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO PILOTO	24711154;0;4;PERDEU; ;340;85;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR CONDICIONADO	K1002210;0;4;PERDEU; ;428;107;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR EXTERNO	4700394686;0;6;PERDEU; ;1638;273;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR INTERNO	4700394687;0;6;PERDEU; ;864;144;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO AR CONDICONADO	7,89339E+12;0;4;PERDEU; ;224;56;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO LUBRIFICANTE	4700878032;0;10;PERDEU; ;880;88;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO DIESEL 	4700878031;0;10;PERDEU; ;810;81;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
FILTRO SEPARADOR 	4700873561;0;10;PERDEU; ;1430;143;itensProposta_017801b6-3db3-49ab-a8d2-6dc85e01f7ec.csv
