descricao;id;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
SAPATA 75248931;0;6;PERDEU; ;3226.98;537.83;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CALÃO DESGASTE 73125482;0;16;PERDEU; ;1549.92;96.87;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CALÃO DE AJUSTE 73125483;0;64;PERDEU; ;354.56;5.54;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BARRA 75266819;0;3;PERDEU; ;4389.39;1463.13;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BARRA 75266792;0;3;PERDEU; ;2593.23;864.41;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CHAPA 75248811;0;18;PERDEU; ;763.92;42.44;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CALÃO 75248809;0;40;PERDEU; ;110.8;2.77;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PLACA 75248810;0;20;PERDEU; ;498.2;24.91;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
SUPORTE  75243732;0;12;PERDEU; ;1273.08;106.09;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PLACA 75248807;0;18;PERDEU; ;913.32;50.74;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO 75220700;0;6;PERDEU; ;985.26;164.21;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO 75220797;0;3;PERDEU; ;434.52;144.84;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
INTERRUPTOR 73125891;0;2;PERDEU; ;1243.56;621.78;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
SENSOR VELOCIDADE 75252215;0;2;PERDEU; ;990.8;495.4;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
FAROL L.D. 75249995;0;6;PERDEU; ;1035.06;172.51;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
FAROL L.E. 75249994;0;6;PERDEU; ;1057.2;176.2;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ALARME DE RÃ 73131968;0;3;PERDEU; ;774.93;258.31;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PALHETA 75313348;0;6;PERDEU; ;891.18;148.53;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RESERVATÃRIO 75286906;0;2;PERDEU; ;1156.86;578.43;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BICO INJETOR 75207848;0;12;PERDEU; ;5535.12;461.26;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JUNTA 75206879;0;6;PERDEU; ;33.24;5.54;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
SILENCIOSO 73164453;0;3;PERDEU; ;2374.59;791.53;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
TUBO SAÃDA 75323452;0;3;PERDEU; ;650.37;216.79;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ABRAÃADEIRA A162896;0;6;PERDEU; ;221.4;36.9;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PROTETOR 75324192;0;3;PERDEU; ;592.26;197.42;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VALVULA 73124881;0;3;PERDEU; ;2158.71;719.57;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 73125404;0;6;PERDEU; ;354.24;59.04;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 73125400;0;8;PERDEU; ;250.96;31.37;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 75252844;0;3;PERDEU; ;478.8;159.6;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO 75288868;0;6;PERDEU; ;481.56;80.26;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO 75288901;0;6;PERDEU; ;431.76;71.96;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CHICOTE ELÃTRICO 75249884;0;2;PERDEU; ;1677.16;838.58;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CHAVE 73117176;0;3;PERDEU; ;1032.3;344.1;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO 75254363;0;2;PERDEU; ;2431.78;1215.89;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO 75311329;0;2;PERDEU; ;1180.84;590.42;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BORRACHA 75310347;0;8;PERDEU; ;1033.2;129.15;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
COLETOR ESCAPE 75206828;0;2;PERDEU; ;1145.78;572.89;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CHICOTE ELÃTRICO MOTOR 75327635;0;3;PERDEU; ;578.43;192.81;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CHICOTE ELÃTRICO TRANSMISSÃO 87682623;0;3;PERDEU; ;990.81;330.27;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
EIXO 75289394;0;3;PERDEU; ;1704.84;568.28;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM 75289381;0;6;PERDEU; ;2164.26;360.71;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PLACA DE ENCOSTO 75287707;0;6;PERDEU; ;1129.2;188.2;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLAMENTO 73124679;0;9;PERDEU; ;597.78;66.42;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RADIADOR DAGUA 73164343;0;1;PERDEU; ;3099.7;3099.7;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RASPADOR 73124672;0;24;PERDEU; ;199.2;8.3;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PARAFUSO 73125712;0;18;PERDEU; ;199.26;11.07;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PORCA 70913830;0;18;PERDEU; ;16.56;0.92;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
TERMINAL 75221276;0;6;PERDEU; ;863.46;143.91;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PONTEIRA 75219488;0;8;PERDEU; ;1143.92;142.99;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
COIFA 75221272;0;6;PERDEU; ;221.4;36.9;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLAMENTO DE RODA 70684817;0;6;PERDEU; ;1068.3;178.05;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CONTRAPINO 70901348;0;18;PERDEU; ;24.84;1.38;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLAMENTO DE RODA 73124684;0;6;PERDEU; ;1262.04;210.34;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VALVULA DE ALIVIO 75289439;0;2;PERDEU; ;2948.4;1474.2;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RETENTOR DE ÃLEO 75288881;0;3;PERDEU; ;1203.9;401.3;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ABRAÃADEIRA 79084753;0;12;PERDEU; ;66.48;5.54;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 75284007;0;6;PERDEU; ;1035.06;172.51;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PORCA 10902221;0;24;PERDEU; ;22.08;0.92;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PARAFUSO 11227721;0;24;PERDEU; ;99.6;4.15;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CONEXÃO 70923174;0;6;PERDEU; ;177.12;29.52;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ANEL VEDAÃÃO 75287752;0;6;PERDEU; ;492.66;82.11;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VALVULA REGULADORA 75312824;0;1;PERDEU; ;2742.68;2742.68;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
HASTE NIVELADORA 75261090;0;1;PERDEU; ;502.78;502.78;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CABO 87357574;0;3;PERDEU; ;561.81;187.27;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JUNTA ESFÃRICA 73125851;0;6;PERDEU; ;404.04;67.34;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
MANOPLA 75241795;0;6;PERDEU; ;348.72;58.12;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO ORBITROL 71100242;0;3;PERDEU; ;1948.38;649.46;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
MAO DE OBRA MECANICA;0;600;PERDEU; ;62550;104.25;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JUNTA LATERAL 65019010020;0;6;VENCEU; ;256.68;42.78;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RETENTOR 65015100101;0;2;VENCEU; ;262.64;131.32;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CREMALHEIRA MOTOR 65023100006;0;1;VENCEU; ;389.99;389.99;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JUNTA TAMPA VALVULA 65039050002;0;2;VENCEU; ;173.1;86.55;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JUNTA CABEÃOTE 65039010066;0;1;VENCEU; ;298.46;298.46;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
TAMPA OLEO MOTOR 65018105011;0;2;VENCEU; ;137.3;68.65;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VARETA NIVEL OLEO 65058055222A;0;2;VENCEU; ;204.94;102.47;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VALVULA TERMOSTATICA 65064025015;0;2;VENCEU; ;127.34;63.67;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BOMBA DAGUA 65065006144A;0;2;VENCEU; ;853.6;426.8;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CORREIA 65968010124A;0;4;VENCEU; ;557.12;139.28;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
HÃLICE 65066015070;0;1;VENCEU; ;1074.47;1074.47;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JUNTA ADMISSÃO 65089010028;0;2;VENCEU; ;284.54;142.27;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JUNTA ESCAPE 6508902A0034;0;2;VENCEU; ;250.72;125.36;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
TURBINA 65091007080A;0;1;VENCEU; ;3173.67;3173.67;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BOMBA INJETORA 65111017420A;0;1;VENCEU; ;5899.64;5899.64;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
MOTOR PARTIDA 65262017076B;0;1;VENCEU; ;2467.31;2467.31;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
COXIM 16100548;0;8;VENCEU; ;1050.56;131.32;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG DE JUNTAS 69996068020;0;1;VENCEU; ;697.41;697.41;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
MANGUEIRA RADIADOR INFERIOR K1006781;0;2;VENCEU; ;200.96;100.48;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
MANGUEIRA RADIADOR SUPERIOR K1006780;0;2;VENCEU; ;173.1;86.55;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RADIADOR DAGUA K1008126;0;1;VENCEU; ;3444.28;3444.28;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RADIADOR DE ÃLEOK1008128;0;1;VENCEU; ;1671.4;1671.4;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
SILENCIOSO K1012192B;0;1;VENCEU; ;756.11;756.11;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
TUBO ENTRADA K1045900;0;2;VENCEU; ;380.04;190.02;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ACOPLAMENTO DE BORRACHA 24747009;0;2;VENCEU; ;2357.86;1178.93;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BÃIA TANQUE 54700026;0;1;VENCEU; ;152.22;152.22;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
COXIM FRONTAL 16100010;0;2;VENCEU; ;238.78;119.39;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
COXIM TRASEIRO 16100011;0;2;VENCEU; ;258.66;129.33;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO L.D. 90300072A;0;1;VENCEU; ;644.68;644.68;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO L.E. TRASEIRO 90300073A;0;1;VENCEU; ;461.62;461.62;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO TRASEIRO 90300075;0;1;VENCEU; ;780.98;780.98;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO FRONTAL SUPERIOR K1033880;0;1;VENCEU; ;1086.41;1086.41;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO FRONTAL INFERIOR 90300074A;0;1;VENCEU; ;408.9;408.9;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO LATERAL SUPERIOR 90300071B;0;1;VENCEU; ;602.9;602.9;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
VIDRO LATERAL INFERIOR 90300069A;0;1;VENCEU; ;326.32;326.32;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ALTERNADOR K1010702;0;1;VENCEU; ;1028.71;1028.71;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ABRAÃADEIRA 21241509D1;0;16;VENCEU; ;143.2;8.95;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CORREIA AR CONDICIONADO 21061019D10;0;2;VENCEU; ;318.36;159.18;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RODA MOTRIZ K1000682;0;2;VENCEU; ;1756.96;878.48;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PARAFUSO RODA MOTRIZ 12000050B;0;90;VENCEU; ;1342.8;14.92;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
DUOCONE 21809020;0;4;VENCEU; ;752.12;188.03;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA K1036466;0;4;VENCEU; ;366.12;91.53;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
EIXO 22201013;0;2;VENCEU; ;581.02;290.51;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ANEL ORING S8010700;0;8;VENCEU; ;55.68;6.96;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
SUPORTE 27100026;0;4;VENCEU; ;1361;340.25;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
MOLA DA ESTEIRA 21291236;0;2;VENCEU; ;3153.78;1576.89;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLETE SUPERIOR K1037728;0;4;VENCEU; ;3382.6;845.65;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLETE INFERIOR K1037713A;0;18;VENCEU; ;12410.1;689.45;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
DUOCONE 21809005B;0;16;VENCEU; ;636.8;39.8;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
DUOCONE 21809098;0;16;VENCEU; ;692.48;43.28;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
KIT DE VEDAÃÃO K1038790KT;0;2;VENCEU; ;618.82;309.41;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO DA LANÃA 21232185G;0;1;VENCEU; ;758.1;758.1;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO  K1007253B;0;2;VENCEU; ;1774.86;887.43;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 21232180G;0;2;VENCEU; ;2129.04;1064.52;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 12300409A;0;4;VENCEU; ;1193.84;298.46;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 21232187E;0;2;VENCEU; ;557.14;278.57;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA K1037847A;0;8;VENCEU; ;1209.76;151.22;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RETENTOR 21801106BD24;0;34;VENCEU; ;371.96;10.94;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ARRUELA S5102903;0;14;VENCEU; ;278.6;19.9;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO K1046927;0;2;VENCEU; ;869.52;434.76;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO K1002130A;0;2;VENCEU; ;662.6;331.3;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 21232192E;0;2;VENCEU; ;1760.94;880.47;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO K1007255A;0;2;VENCEU; ;1181.92;590.96;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO K1007256A;0;2;VENCEU; ;1293.34;646.67;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA K1037848A;0;8;VENCEU; ;780;97.5;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA K1037850A;0;4;VENCEU; ;461.64;115.41;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA K1037849A;0;4;VENCEU; ;712.32;178.08;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA K1037852A;0;4;VENCEU; ;656.64;164.16;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA K1037851A;0;4;VENCEU; ;529.28;132.32;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
KIT DE VEDAÃÃO MOTOR DE GIRO K9001903;0;1;VENCEU; ;886.44;886.44;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM 10400049A;0;3;VENCEU; ;850.62;283.54;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM 10400047A;0;2;VENCEU; ;706.36;353.18;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM 10400050;0;4;VENCEU; ;2184.76;546.19;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM 10400048;0;2;VENCEU; ;791.92;395.96;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLAMENTO 10900174;0;2;VENCEU; ;1106.3;553.15;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RETENTOR 21801254;0;4;VENCEU; ;63.68;15.92;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ARRUELA K9007394;0;16;VENCEU; ;541.28;33.83;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLAMENTO 21099033;0;1;VENCEU; ;1424.67;1424.67;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINHÃO 21121248E;0;1;VENCEU; ;1412.73;1412.73;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG PISTÃES K9007406;0;1;VENCEU; ;1693.29;1693.29;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PLACA K9004447;0;2;VENCEU; ;1193.86;596.93;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
DISCO 41200013;0;2;VENCEU; ;706.36;353.18;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
SAPATA K1045478;0;49;VENCEU; ;8482.39;173.11;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO K9007388;0;8;VENCEU; ;811.84;101.48;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PLACA 35200014;0;2;VENCEU; ;397.96;198.98;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM K9007387;0;6;VENCEU; ;3665.16;610.86;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLAMENTO 121600017;0;6;VENCEU; ;752.16;125.36;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM K9007390;0;2;VENCEU; ;973;486.5;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ROLAMENTO K9007403;0;1;VENCEU; ;2322.05;2322.05;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM K9007391;0;2;VENCEU; ;907.34;453.67;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ENGRENAGEM K9007393;0;8;VENCEU; ;4640.16;580.02;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO K9007392;0;4;VENCEU; ;1611.72;402.93;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
HASTE CILINDRO LEVANTE K9007362;0;2;VENCEU; ;3038.36;1519.18;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO CILINDRO LEVANTE K9001878;0;4;VENCEU; ;2678.2;669.55;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA K1037853;0;6;VENCEU; ;877.5;146.25;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
HASTE CILINDRO PROFUNDIDADE K9001880;0;1;VENCEU; ;2735.92;2735.92;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO CILINDRO PROFUNDIDADE K9001901;0;2;VENCEU; ;1370.94;685.47;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
HASTE CILINDRO DA CONCHA K9001869A;0;1;VENCEU; ;1358.01;1358.01;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO CILINDRO DA CONCHA K9001892;0;2;VENCEU; ;921.26;460.63;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BOMBA PILOTO K1000410;0;1;VENCEU; ;856.59;856.59;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ARRUELA k9007389;0;12;VENCEU; ;298.44;24.87;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ARRUELA DS7752026;0;12;VENCEU; ;179.04;14.92;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
ARRUELA DS7752018;0;12;VENCEU; ;167.16;13.93;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CORREIA 21061019D18;0;2;VENCEU; ;208.92;104.46;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
POLIA BOMBA DAGUA 1070005;0;1;VENCEU; ;342.24;342.24;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
RODA GUIA 27000063B;0;2;VENCEU; ;4445.12;2222.56;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
JG REPARO ESTICADOR K9006882;0;4;VENCEU; ;378.04;94.51;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
MAO DE OBRA MECANICA;0;300;VENCEU; ;32832;109.44;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA INFERIOR 370060001;0;2;VENCEU; ;119.06;59.53;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA SUPERIOR 370060011;0;2;VENCEU; ;162.72;81.36;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060002;0;4;VENCEU; ;311.56;77.89;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060041;0;4;VENCEU; ;339.32;84.83;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PARAFUSO 210003900;0;16;VENCEU; ;134.88;8.43;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CALÃO 219000156;0;12;VENCEU; ;35.76;2.98;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
CALÃO 219000155;0;12;VENCEU; ;35.76;2.98;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
COXIM 218002035;0;16;VENCEU; ;285.76;17.86;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO SUPERIOR 370060180;0;4;VENCEU; ;646.92;161.73;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060543;0;10;VENCEU; ;426.7;42.67;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060544;0;4;VENCEU; ;162.72;40.68;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060546;0;4;VENCEU; ;269.88;67.47;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060547;0;4;VENCEU; ;182.56;45.64;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060570;0;4;VENCEU; ;101.2;25.3;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060571;0;4;VENCEU; ;154.8;38.7;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO SUPERIOR 370060009;0;2;VENCEU; ;380.02;190.01;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO INFERIOR 370060010;0;2;VENCEU; ;324.46;162.23;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO DA LANÃA 370060032;0;4;VENCEU; ;744.16;186.04;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 370060037;0;4;VENCEU; ;383;95.75;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 370060045;0;2;VENCEU; ;499.08;249.54;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO 370060495;0;2;VENCEU; ;386.96;193.48;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
PINO CENTRAL 370060047;0;2;VENCEU; ;265.92;132.96;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060548;0;4;VENCEU; ;182.56;45.64;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060122;0;4;VENCEU; ;111.12;27.78;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
BUCHA 370060123;0;4;VENCEU; ;156.76;39.19;itensProposta_19ab198b-4f15-4b60-bc05-c4c49d479263.csv
