ano;data;dataVencimento;itens;numero;ocorrencias;origem_arquivo
2020;2020-10-27;2021-11-03;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv; ; ;atasRegistroPrecos_04b055b1-b7c8-48b9-a4d2-2cd2e5d362b1.csv
2020;2020-02-27;2021-02-27;itens_49d7c4d4-80cb-422c-a12c-51d519f02035.csv;6; ;atasRegistroPrecos_083335f9-37e4-4bf4-9c29-4290f22362e0.csv
2020;2020-02-27;2021-02-27;itens_86f46be0-6043-490b-bbac-0d912d41bf62.csv;49; ;atasRegistroPrecos_083335f9-37e4-4bf4-9c29-4290f22362e0.csv
2020;2020-12-18;2021-12-18;itens_c06e62a4-6a54-49d1-8f5e-9cc2e2177c4d.csv; ; ;atasRegistroPrecos_0d2b50e2-8948-42e0-a99b-46e074230dbe.csv
2020;2020-02-12;2021-02-12;itens_7ae65fb8-2b67-4208-94fb-77994cf4b1c5.csv;4; ;atasRegistroPrecos_0f17c2b2-4ac1-43be-8938-ecd933c3958d.csv
2020;2020-02-12;2021-02-12;itens_4dc112a0-2e17-47fe-b7c9-c680ed453317.csv;47; ;atasRegistroPrecos_0f17c2b2-4ac1-43be-8938-ecd933c3958d.csv
2020;2020-02-12;2021-02-12;itens_126fceb2-c8ef-4146-acb9-6eb6374c3703.csv;48; ;atasRegistroPrecos_0f17c2b2-4ac1-43be-8938-ecd933c3958d.csv
2020;2020-05-05;2021-05-05;itens_4bd6b2ad-2dd1-4b91-9d6b-9baa2c2efb82.csv;24; ;atasRegistroPrecos_13f67498-7c43-4234-8733-913e717480d6.csv
2020;2020-05-05;2021-05-05;itens_cef9aadf-4387-4e48-b79a-4aafab00554b.csv;133; ;atasRegistroPrecos_13f67498-7c43-4234-8733-913e717480d6.csv
2020;2020-05-05;2021-05-05;itens_eb721304-6a7b-49d5-9fd5-a55a617c94cc.csv;132; ;atasRegistroPrecos_13f67498-7c43-4234-8733-913e717480d6.csv
2020;2020-05-05;2021-05-05;itens_21a57ff1-f414-41b4-9994-60b27ded0192.csv;131; ;atasRegistroPrecos_13f67498-7c43-4234-8733-913e717480d6.csv
2020;2020-07-27;2021-07-27;itens_622a4ff4-281c-4eb2-9e07-b5c04359c63f.csv;95; ;atasRegistroPrecos_14a7d4b9-dd58-44bb-8d66-feacf0fb822c.csv
2020;2020-07-27;2021-07-27;itens_fddc2bb7-807f-4a5c-be6b-020bd5ca86d8.csv;94; ;atasRegistroPrecos_14a7d4b9-dd58-44bb-8d66-feacf0fb822c.csv
2020;2020-07-27;2021-07-27;itens_b0f866a5-4dce-4374-b91e-ae3fe40de5e5.csv;93; ;atasRegistroPrecos_14a7d4b9-dd58-44bb-8d66-feacf0fb822c.csv
2020;2020-07-27;2021-07-27;itens_ff8733ca-eb83-4f7e-baa9-711dba654997.csv;18; ;atasRegistroPrecos_14a7d4b9-dd58-44bb-8d66-feacf0fb822c.csv
2020;2020-07-27;2021-07-27;itens_2ea4de7a-ff2b-413c-8496-08b34c97457e.csv;4; ;atasRegistroPrecos_16fe36fb-b3a9-4829-91d0-6ecfd620ec0b.csv
2020;2020-04-22;2021-04-22;itens_5b9db105-ab9d-49d8-8e24-969db216cfed.csv;118; ;atasRegistroPrecos_1c0f704c-eecc-40b2-9265-c6d0ff100c35.csv
2020;2020-04-22;2021-04-22;itens_b45f26d0-561d-45df-bae4-3b584ddd4db4.csv;119; ;atasRegistroPrecos_1c0f704c-eecc-40b2-9265-c6d0ff100c35.csv
2020;2020-04-22;2021-04-22;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv;22; ;atasRegistroPrecos_1c0f704c-eecc-40b2-9265-c6d0ff100c35.csv
2020;2020-04-22;2021-04-22;itens_56775ead-27d0-4797-860b-423e89bcabe4.csv;116; ;atasRegistroPrecos_1c0f704c-eecc-40b2-9265-c6d0ff100c35.csv
2020;2020-04-22;2021-04-22;itens_2b8656c9-e430-41e4-9909-c214ccc324cb.csv;120; ;atasRegistroPrecos_1c0f704c-eecc-40b2-9265-c6d0ff100c35.csv
2020;2020-04-22;2021-04-22;itens_f4f40fa5-7a43-4899-a070-a9ec18aa0240.csv;117; ;atasRegistroPrecos_1c0f704c-eecc-40b2-9265-c6d0ff100c35.csv
2020;2020-06-16;2021-06-16;itens_62671584-4a06-459a-85a2-95ffc7d27727.csv;14; ;atasRegistroPrecos_1e6f25bc-445d-4502-a160-de448a70b089.csv
2020;2020-06-16;2021-06-16;itens_29010280-7911-4567-a9b0-6ef72eb7b723.csv;81; ;atasRegistroPrecos_1e6f25bc-445d-4502-a160-de448a70b089.csv
2020;2020-06-16;2021-06-16;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv;83; ;atasRegistroPrecos_1e6f25bc-445d-4502-a160-de448a70b089.csv
2020;2020-06-16;2021-06-16;itens_d0624f97-0ffd-48cf-92ce-7ef10fdb1190.csv;82; ;atasRegistroPrecos_1e6f25bc-445d-4502-a160-de448a70b089.csv
2020;2020-06-18;2021-06-18;itens_1a9ca116-5d97-4649-bd3c-34f64c15a2a8.csv;15; ;atasRegistroPrecos_20453c84-ea27-48d4-8e1f-4f9a5eaf99db.csv
2020;2020-06-18;2021-06-18;itens_258b78e9-1542-4579-a1a8-c0a509a292b6.csv;87; ;atasRegistroPrecos_20453c84-ea27-48d4-8e1f-4f9a5eaf99db.csv
2020;2020-06-18;2021-06-18;itens_a627deeb-8c23-4064-9267-62556c5417f5.csv;88; ;atasRegistroPrecos_20453c84-ea27-48d4-8e1f-4f9a5eaf99db.csv
2020;2020-06-18;2021-06-18;itens_7916cf60-a81b-4fa1-9cc1-cafeed699b16.csv;84; ;atasRegistroPrecos_20453c84-ea27-48d4-8e1f-4f9a5eaf99db.csv
2020;2020-06-18;2021-06-18;itens_59418e97-6b0a-4ed2-a566-a1de295c194e.csv;89; ;atasRegistroPrecos_20453c84-ea27-48d4-8e1f-4f9a5eaf99db.csv
2020;2020-06-18;2021-06-18;itens_a6ab5028-7c68-405c-9ed5-caf485a522a7.csv;90; ;atasRegistroPrecos_20453c84-ea27-48d4-8e1f-4f9a5eaf99db.csv
2020;2020-06-18;2021-06-18;itens_e290fd1f-aad3-46b0-ae66-045140114655.csv;86; ;atasRegistroPrecos_20453c84-ea27-48d4-8e1f-4f9a5eaf99db.csv
2020;2020-06-18;2021-06-18;itens_7e4555e8-2e7f-4e88-9be6-ad6c9117ccca.csv;85; ;atasRegistroPrecos_20453c84-ea27-48d4-8e1f-4f9a5eaf99db.csv
2020;2020-09-07;2021-09-07;itens_bf28069c-1d43-4427-b368-20778ec6c204.csv;61; ;atasRegistroPrecos_2088e49c-dc2c-46ca-aa26-c957fb2de1eb.csv
2020;2020-06-22;2021-06-22;itens_ce0ec45e-e11d-4f97-ad04-79353dcbee41.csv;36; ;atasRegistroPrecos_221d85b2-ccfe-4f12-89cc-bf68a9889794.csv
2020;2020-02-17;2021-02-17;itens_260ae70f-ef28-4daa-858f-75169c2d4e3f.csv;96; ;atasRegistroPrecos_25c89b58-4a84-43f3-993d-b8ca541df58e.csv
2020;2020-02-17;2021-02-17;itens_1569dc67-4008-43df-a895-59337b4aa8ee.csv;11; ;atasRegistroPrecos_25c89b58-4a84-43f3-993d-b8ca541df58e.csv
2020;2020-08-18;2021-08-18;itens_ac0ed8b2-f88c-4cff-8dc1-c200c2dcf85a.csv;21; ;atasRegistroPrecos_32d0eca2-80b0-4887-a161-bae34067f2c5.csv
2020;2020-11-09;2021-11-09;itens_4ca5130d-5327-461d-ac2d-08fa4d19df30.csv;33; ;atasRegistroPrecos_35d85cee-0e57-42de-bc5c-a492212dfbb1.csv
