numeroParcela;valorParcela;dataVencimentoParcela;origem_arquivo
1;8034.72;2019-03-29;parcelas_02dd8caf-a255-46c5-ad0e-f68934f8dbfc.csv
1;75;2019-09-19;parcelas_02e0f5cb-4db8-4d5b-858c-eb57227fb0e0.csv
1;6106.16;2019-01-28;parcelas_02e138b3-daa2-4d48-a421-e982027dbc9e.csv
1;20922.19;2019-05-31;parcelas_02e47103-e2b3-4580-94ff-04944db93fdc.csv
1;26301.57;2019-08-01;parcelas_02ecf4fd-c2ce-47af-bc18-dd717431cbcb.csv
1;83795.8;2019-08-23;parcelas_02ed19df-582b-4e2f-8ad2-7c00a7d053c9.csv
1;250723.27;2019-03-29;parcelas_02ef9398-6acd-4566-b0df-0a27d13e48b8.csv
1;10539.17;2019-06-14;parcelas_02f04070-a05a-479d-ac2d-5072cc968208.csv
1;2622.8;2019-01-21;parcelas_02f2b54b-c59d-4804-a015-dba5744bbf22.csv
1;65;2019-09-11;parcelas_02f49e10-cde0-4350-a85a-dbec1cd12cae.csv
1;2975.18;2019-06-27;parcelas_0300b241-9155-4704-8385-8b5b5c4ad74f.csv
1;10251.2;2019-06-27;parcelas_03015634-d8cd-4823-95b3-9e7b3c767a05.csv
1;30082.5;2019-01-02;parcelas_030157b7-268d-45af-84d5-525c0f3cb68a.csv
1;79.79;2019-06-03;parcelas_0304aa3d-cdee-46cd-8955-ad57b63fcdbd.csv
1;65;2019-10-29;parcelas_0306161d-df9f-4c7c-8049-3dbcfecfdf81.csv
1;38817.13;2019-07-30;parcelas_030e7bc0-79b0-46cd-9cb3-aa14fc8f6c40.csv
1;1245.64;2019-11-29;parcelas_03113841-a4fd-444d-8cf0-2b23f4c60b73.csv
1;65;2019-08-19;parcelas_03122302-c333-43a4-964a-647327cb4beb.csv
1;11876.67;2019-08-30;parcelas_0321bf79-bdc4-4c0f-99d2-406c0bfd885f.csv
1;24267.9;2019-01-07;parcelas_0323af7e-be04-4399-98d2-907cfc19121f.csv
1;410.13;2019-09-17;parcelas_03287a2b-b806-4514-891a-4e96a000ac43.csv
1;65;2019-09-23;parcelas_032a7a88-356f-4f73-bdd9-8f51d8341be7.csv
1;6804.6;2019-04-29;parcelas_032ba58d-945c-4892-bd63-a1be722b3ba5.csv
1;1182.8;2019-10-21;parcelas_033129b8-56bb-4b0f-a6dd-ac3077f51555.csv
1;2250;2019-09-20;parcelas_033f96e1-abc7-4dac-8396-50dc80ab4e85.csv
1;2109.67;2018-12-28;parcelas_03419ea3-f636-4734-be18-37f8a5329230.csv
1;4870;2019-08-23;parcelas_03461c3a-a78f-443e-aacf-c3d15c61f0c5.csv
1;65;2019-05-02;parcelas_03488702-28f3-4afd-bd0b-eed02e87a2be.csv
1;90614.27;2019-08-30;parcelas_03492cd2-47d9-47de-85dc-ed9ebc6b84d8.csv
1;257;2019-05-14;parcelas_035a5012-17f8-4a55-b68d-b5a7fc8183e2.csv
1;2462.5;2019-02-28;parcelas_035bd722-9abd-440b-9558-44c9c6b7c778.csv
1;4143.06;2019-01-02;parcelas_035dd225-9f6e-44b3-bf5d-50136660dae4.csv
1;50000;2019-01-02;parcelas_035e3a40-fedb-4f26-a45d-5801c7e4d4f0.csv
1;79.79;2019-12-17;parcelas_035e5da6-aef4-4d26-9fae-e37d1a51a92f.csv
1;475443.81;2019-09-30;parcelas_035f91fa-c7db-4e64-9404-1a0ecfee4010.csv
1;48000;2019-08-02;parcelas_036a013e-6ec6-4867-86d1-1f1e08a3972d.csv
1;1000;2019-06-04;parcelas_036ed041-273b-4044-8a61-7c6f5491cbc2.csv
1;3273;2019-09-30;parcelas_037345c7-1377-4737-9e5e-cee51e8214b3.csv
1;5004.96;2019-04-08;parcelas_0373bb20-73fa-4ae8-b49c-9f555d6bd9c7.csv
1;18187.4;2019-07-08;parcelas_0375411c-7653-4504-9a7d-fe8782e4eb89.csv
1;1734.67;2019-05-31;parcelas_0376b9be-3423-4596-9479-f906e2e44579.csv
1;2281.97;2019-07-26;parcelas_037b112b-b4e3-4540-bdfd-87117f82c632.csv
1;844118.84;2019-09-25;parcelas_037c0390-adc7-4ec0-88ac-b8b2347d6c93.csv
1;140;2019-04-03;parcelas_0381c48d-1094-4301-9159-5216878ffe89.csv
1;19500;2019-01-02;parcelas_03826905-df14-4362-8292-184da0e00b1e.csv
1;4750;2019-02-25;parcelas_038f04cc-ad37-47cd-bc5e-fecab553aaea.csv
1;12158;2019-08-01;parcelas_03907201-f902-4a02-8bd5-765dae047a3e.csv
1;26863;2019-05-02;parcelas_03925161-128e-4aab-be0b-c26c5755738c.csv
1;47060.72;2016-11-18;parcelas_03a9c1e6-437d-4e99-abbe-0598fffc8b4e.csv
1;414.31;2019-07-29;parcelas_03aaac8e-174d-4082-ab16-589fa4f29b84.csv
1;301.05;2019-08-12;parcelas_03b0a035-8f7e-4a7a-b330-fcf989b87fde.csv
1;79612.03;2019-06-27;parcelas_03b2381d-db8d-49fc-b73c-87ab9e453658.csv
1;159.34;2019-05-31;parcelas_03be7460-9315-4123-8058-e74b7f521391.csv
1;144;2019-10-25;parcelas_03bef43c-f70f-4997-be41-d798457969f4.csv
1;9530.5;2019-11-04;parcelas_03c6efcb-1110-4d9f-b04b-9420e5d7a19f.csv
1;6510.61;2019-02-20;parcelas_03d23adb-3750-4177-90ea-3af0f8df3573.csv
1;1886.67;2019-04-23;parcelas_03d62a50-f375-4509-96f5-32c2a2910a0f.csv
1;217450;2019-05-28;parcelas_03e50ece-7819-420a-9ef1-eb44f79c4d61.csv
1;79.79;2019-10-25;parcelas_03e71ff1-3537-4f42-a088-8df19f42403f.csv
1;126384;2019-07-31;parcelas_03ed9d9a-d054-446d-801f-6f1f02127324.csv
1;6039.28;2018-12-28;parcelas_03f07690-c36b-44f8-acd7-0837fcf93673.csv
1;842.42;2018-12-31;parcelas_03f417ca-d452-4e26-877c-61a4817999dc.csv
1;1684.84;2018-12-28;parcelas_03f417ca-d452-4e26-877c-61a4817999dc.csv
1;161680.23;2019-09-30;parcelas_03fbdbe1-2375-4d62-ae2a-1c76e7f4e15f.csv
1;188453.2;2019-02-28;parcelas_040027a6-cc3a-4b1a-91a3-7008cdc51b23.csv
1;79.79;2019-03-19;parcelas_040073a1-d928-4864-9e50-cedbc945a7c5.csv
1;9130;2019-04-03;parcelas_04055a1d-93c0-471e-b69f-ff2678431e0a.csv
1;1500;2019-05-22;parcelas_040c9d6a-f33f-427f-9613-dbc00fa21ae2.csv
1;307.75;2019-03-13;parcelas_040dda14-8546-4b3c-a984-4a3e13c79811.csv
1;2091.76;2019-10-07;parcelas_0416d2cb-3c12-4f63-8bda-d13331e77d1e.csv
1;8600.48;2019-01-02;parcelas_04193c8b-e3da-42f3-b3bc-cb9e9a2721cf.csv
1;18846;2019-10-31;parcelas_041c20d3-590e-4fbf-811a-e15c59bd6370.csv
1;77830;2019-08-26;parcelas_041c2e0e-2269-4697-8118-1a8e93d8417c.csv
1;11495.23;2019-01-25;parcelas_041d90bb-5a09-45a7-83c3-94c2ee46b367.csv
1;65;2019-10-28;parcelas_0421a203-e9b8-4668-ade8-016200903e81.csv
1;8103.97;2019-08-30;parcelas_042a335d-6d38-4d9d-ab0a-4b015c8a2fe2.csv
1;132024.79;2019-06-27;parcelas_0430ee1a-7dbb-46d5-83e1-9eb3ae8a551c.csv
1;78.2;2019-05-29;parcelas_0432c7ad-477f-4c86-b81f-e60b34aa1f61.csv
1;150000;2019-01-02;parcelas_04388238-a116-4d06-9fcb-7a2835706bd6.csv
1;195.01;2019-01-10;parcelas_043d363b-034b-4240-8eeb-e3611ef52b11.csv
1;335.79;2019-05-28;parcelas_043d4fcf-d9bc-4c75-9d76-d5dd5454cc4e.csv
1;3925;2019-10-29;parcelas_044721b7-9ad5-4680-9e62-50ccc345dea7.csv
1;329;2019-04-16;parcelas_044f478d-c98e-49da-955f-e779248c4c28.csv
1;35878.27;2019-08-30;parcelas_045888fd-ef26-4a7c-84e7-a7597671cb33.csv
1;307.75;2019-10-02;parcelas_045b29db-c027-4a63-9c9b-56ec17cddf08.csv
1;200;2019-11-28;parcelas_046073bc-17b5-4144-8dcc-a753936f6c9d.csv
1;5929;2019-06-24;parcelas_04663e8e-e19c-455d-96ab-3d379139231e.csv
1;491359.8;2016-03-15;parcelas_04719491-cafe-478c-ba9c-d20e9c6e7f3c.csv
1;170.97;2019-06-25;parcelas_0471b9a9-d240-446b-a292-22395258738c.csv
1;7500.76;2019-06-17;parcelas_04735133-f964-4a77-a625-6fc21b14af1a.csv
1;398.41;2019-06-28;parcelas_0474e5f3-5403-4ec5-bd9d-5670fba415db.csv
1;806.48;2019-11-27;parcelas_04765000-d77c-4d47-b700-cedf307e485a.csv
1;452;2019-02-28;parcelas_047b31f7-a1c2-4b76-a378-b42c74ba4310.csv
1;4127.5;2019-06-03;parcelas_04822608-d7d4-4eee-a842-0d5d6db5b6c5.csv
1;3275;2019-11-25;parcelas_048ab366-c04b-4458-b2e1-289afad96661.csv
1;5133.35;2019-01-02;parcelas_048ba48e-359d-413a-b71e-d976b910cc65.csv
1;6314.6;2019-06-27;parcelas_048ba857-79d7-4988-b472-1591fee1bfe1.csv
1;50585.78;2019-03-29;parcelas_048f0ed1-76ed-4913-95d3-38ed4e6539b7.csv
1;4878.26;2019-02-28;parcelas_04905a74-9a69-445f-a978-739b48f5ced4.csv
1;38885.39;2019-12-19;parcelas_04954d21-9957-4d0e-bbd0-74b1c259f448.csv
1;16250;2019-11-18;parcelas_049d2588-5768-4174-9ee3-58d9cac34856.csv
1;2500;2019-03-06;parcelas_049fb803-3a77-42fb-93b5-87e09546943c.csv
1;15363.18;2019-11-25;parcelas_04a7e74c-0eff-4951-bf1e-1c3c8747e042.csv
1;1643.75;2019-05-24;parcelas_04a9f9b2-e644-4bb1-87a5-7461f507a13b.csv
1;12883.25;2019-07-31;parcelas_04ac192e-8242-4684-8512-c35e5ddb3f74.csv
1;257095.52;2019-03-22;parcelas_04b4f4ca-b197-4849-bea8-ef18cd24f3fa.csv
1;200000;2019-01-04;parcelas_04b82e5d-ba4a-4999-830f-27a8f3c1759c.csv
1;44.73;2019-03-29;parcelas_04bd8083-e9b9-482e-b60e-723d85a58acc.csv
1;59076.09;2019-05-31;parcelas_04c12650-2687-4bf3-9c15-5089887bea6d.csv
1;3500;2019-08-08;parcelas_04c17b4b-22a8-4d04-bf25-f71dde82c4a2.csv
1;613.46;2019-04-30;parcelas_04c7860c-f45c-47f7-83f6-41960621b30c.csv
1;1691920.64;2019-06-27;parcelas_04ccaca4-bc8e-429d-8252-d146d7036346.csv
1;307.8;2019-09-18;parcelas_04d08189-8af0-4409-b4b7-e02747554ee6.csv
1;10500;2019-07-25;parcelas_04d2af43-6fdb-44c9-9d30-0b477643923d.csv
1;56396.81;2019-03-29;parcelas_04db3a11-24d0-46d1-b936-2d0c8aa2ba0a.csv
1;6215.1;2019-09-09;parcelas_04db7cd8-50dd-47ca-a98d-ca863014817d.csv
1;2102.7;2019-01-28;parcelas_04e10db0-69fd-469b-a1a9-e8e27eda582c.csv
1;18139.41;2019-06-27;parcelas_04e6173d-f472-4610-9a5a-907e1e61f620.csv
1;124.53;2019-06-27;parcelas_04e8af65-2cad-4d32-85f9-cd610f59dc5d.csv
1;4479.65;2019-03-29;parcelas_04e98ffa-11c7-4e2a-a2f0-23cc0d69642f.csv
1;695.27;2019-11-27;parcelas_04ea01d8-f4cc-4ac3-b89b-1205f382c483.csv
1;59076.09;2019-08-30;parcelas_04ef75d7-4f91-4c40-b650-a49e655ad5f6.csv
1;31517.48;2019-02-28;parcelas_04fb940d-1a8d-43e2-80d0-ede48a104f32.csv
1;147;2019-05-16;parcelas_04fd5ecb-d58e-47dc-89fe-f8f70881aed1.csv
1;3200;2019-10-30;parcelas_05017ff4-91a2-4d81-b4c3-2f4534d467cd.csv
1;1759.32;2019-01-23;parcelas_050758dd-4a20-4684-8c0c-d360f13f4b78.csv
1;180;2019-01-25;parcelas_0507fc32-fa3c-48da-84f5-e6f31940c3fe.csv
1;91309.99;2019-02-28;parcelas_050bc211-4ede-4953-9207-f85cbd222dd1.csv
1;3020;2019-04-26;parcelas_050cde24-d9b8-4003-871f-e24fdfb6dddd.csv
1;2642.98;2019-03-12;parcelas_050dd213-764d-45ba-858d-fcccc0b2b391.csv
