idLiquidacao;parcelaEmpenho;dataPagamento;tipoPagamento;banco;agenciaBancaria;contaCorrente;historico;valorPagamento;anulacoesPagamento;retencoesPagamento;origem_arquivo
5848;1;2019-07-19;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7562; ; ;pagamentos_13c68457-6ed3-41b4-bdce-d02983adf311.csv
6765;1;2019-08-21;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7562; ; ;pagamentos_13c68457-6ed3-41b4-bdce-d02983adf311.csv
8012;1;2019-09-20;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7562; ; ;pagamentos_13c68457-6ed3-41b4-bdce-d02983adf311.csv
9229;1;2019-10-24;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7562; ; ;pagamentos_13c68457-6ed3-41b4-bdce-d02983adf311.csv
9895;1;2019-11-18;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7562; ; ;pagamentos_13c68457-6ed3-41b4-bdce-d02983adf311.csv
10967;1;2019-12-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7562; ; ;pagamentos_13c68457-6ed3-41b4-bdce-d02983adf311.csv
6788;1;2019-09-11;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.175-2; ;2352; ; ;pagamentos_13c8de4b-a710-4e82-aefb-46980674128b.csv
657;1;2019-02-28;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;5409.99; ; ;pagamentos_13cba1e3-b4a0-4dc4-ba68-2c2fc864f07f.csv
1098;1;2019-09-23;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;19.665-7; ;637; ; ;pagamentos_13cbaabb-75f3-4ed3-97b7-0fb441741c1d.csv
1108;1;2019-02-22; ; ; ; ; ;2466.92; ;retencoesPagamento_094d9885-626e-4775-98ab-8750cddf7e1a.csv;pagamentos_13cc61eb-d6b6-4a00-964f-c43eec7483b3.csv
1108;1;2019-02-28;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.683-0; ;3480.07; ; ;pagamentos_13cc61eb-d6b6-4a00-964f-c43eec7483b3.csv
6906;1;2019-08-21;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;102.58; ; ;pagamentos_13d4c781-f417-4748-adb1-2af4b0debaef.csv
3696;1;2019-07-24; ; ; ; ; ;111.48; ;retencoesPagamento_9813853e-8ebd-40de-bdd5-58219cdac0f4.csv;pagamentos_13d62757-7f72-4cbc-b193-14128f5771e4.csv
3696;1;2019-09-02;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;3073.52; ; ;pagamentos_13d62757-7f72-4cbc-b193-14128f5771e4.csv
5925;1;2019-07-24;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.683-0; ;218.76; ; ;pagamentos_13dc22a9-7043-4e8a-9318-e7da6d46249d.csv
11445;1;2019-12-27;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;20798.89; ; ;pagamentos_13e3cb2f-6ca8-44f7-b4c0-320093ffd050.csv
11446;1;2019-12-26;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;29068.01; ; ;pagamentos_13e3cb2f-6ca8-44f7-b4c0-320093ffd050.csv
8456;1;2019-10-07;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;672.010-8; ;15015.95; ; ;pagamentos_13e6506f-c001-4ea1-b546-14dc63208000.csv
2235;1;2019-04-02;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;100; ; ;pagamentos_13e8941c-8b1c-4218-b060-bc9347e7d5c4.csv
9472;1;2019-10-30;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.683-0; ;4083.43; ; ;pagamentos_13e89654-f71b-4bda-809e-f14474d5c146.csv
1256;1;2019-04-10;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;107.48; ; ;pagamentos_13e8ae3d-eab4-4087-8dc2-4b64388e09c2.csv
2889;1;2019-05-16;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.836-X; ;506.5; ; ;pagamentos_13ea760e-492a-46f0-a356-0d05717391b2.csv
8308;1;2019-10-14;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1217.78; ; ;pagamentos_13ef7436-c332-4f03-96bd-fae1ab78435c.csv
5090;1;2019-07-10;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;2985.26; ; ;pagamentos_13fc439e-78b9-44ed-b3bc-409841f8fcec.csv
3205;1;2019-07-31; ; ; ; ; ;20.11; ;retencoesPagamento_f5d071bf-a72a-4631-9757-a28b4772ed08.csv;pagamentos_140b5e8c-e13f-4a34-b2fb-4bfdebd39014.csv
3205;1;2019-08-05;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;906.53; ; ;pagamentos_140b5e8c-e13f-4a34-b2fb-4bfdebd39014.csv
5466;1;2019-12-09;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;3764.74; ; ;pagamentos_140fa445-541b-4051-af12-81b9b7b5fb3c.csv
5467;1;2019-12-09;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;127.09; ; ;pagamentos_140fa445-541b-4051-af12-81b9b7b5fb3c.csv
5468;1;2019-12-09;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;5747.64; ; ;pagamentos_140fa445-541b-4051-af12-81b9b7b5fb3c.csv
5538;1;2019-12-16;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;605.1; ; ;pagamentos_140fa445-541b-4051-af12-81b9b7b5fb3c.csv
5744;1;2019-12-16;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;1402.87; ; ;pagamentos_140fa445-541b-4051-af12-81b9b7b5fb3c.csv
1649;1;2019-04-04;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;135.75; ; ;pagamentos_1410ec6b-f64e-403c-a6ec-b7665f735835.csv
146;1;2019-01-23; ; ; ; ; ;596.79; ;retencoesPagamento_816bb537-2ee3-4837-9360-66543e64bf12.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
146;1;2019-02-04;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.003-3; ;16454.31; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
551;1;2019-01-31; ; ; ; ; ;469.09; ;retencoesPagamento_c74e6b4a-dddc-4eb0-8bd1-f3ecd35f0cc1.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
551;1;2019-02-27;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.003-3; ;12933.31; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
1016;1;2019-03-01; ; ; ; ; ;351.68; ;retencoesPagamento_ee005d23-4e0e-4cd1-b517-1246614248bf.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
1016;1;2019-04-02;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;9696.43; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
1476;1;2019-03-29; ; ; ; ; ;271.85; ;retencoesPagamento_f5236dcd-6088-4ad8-b2fd-14c0e2805c2b.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
1476;1;2019-04-26;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.003-3; ;7495.25; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
2071;1;2019-05-02; ; ; ; ; ;548.83; ;retencoesPagamento_570f2602-1e32-4b28-ba0f-2895ca37170d.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
2071;1;2019-05-28;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.003-3; ;15131.99; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
2549;1;2019-05-31; ; ; ; ; ;408.78; ;retencoesPagamento_719df740-1948-4a52-acf0-6e03db08e7a8.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
2549;1;2019-07-02;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.003-3; ;11270.47; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
3203;1;2019-07-31; ; ; ; ; ;380.87; ;retencoesPagamento_2451b606-3d16-453e-ab53-394655466101.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
3203;1;2019-08-01;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.003-3; ;10501.04; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
3649;1;2019-07-31; ; ; ; ; ;325.62; ;retencoesPagamento_0675c3ba-3823-4868-b0fd-8c9752733dac.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
3649;1;2019-08-28;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.003-3; ;8977.79; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
4789;1;2019-10-24; ; ; ; ; ;405.51; ;retencoesPagamento_f22fd9de-68c8-4aaf-9f7e-8c785a3f8900.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
4789;1;2019-11-04;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.003-3; ;11180.48; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
5367;1;2019-11-01; ; ; ; ; ;427.68; ;retencoesPagamento_f9952d17-d5d5-4260-8e34-09366e7179a0.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
5367;1;2019-12-06;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;11791.6; ; ;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
6112;1;2019-12-31; ; ; ; ; ;341.04; ;retencoesPagamento_08d123b9-e7cf-4644-a57d-157cbcbdc985.csv;pagamentos_14116089-7f34-4092-b52a-cdd17cdc2240.csv
295;1;2019-02-25;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;2884.79; ; ;pagamentos_14117a0d-a427-4f0b-b9a1-6b0748ee553b.csv
6517;1;2019-08-21;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;770.94; ; ;pagamentos_1419c2b2-0670-4f3b-8e3c-f9250ec73a2c.csv
6141;1;2019-07-30;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;2500; ; ;pagamentos_1421f225-df29-4b16-98d3-7dc9e9084761.csv
10516;1;2019-12-09;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;14278.23; ; ;pagamentos_1421f74d-a74c-41b2-8b9d-78fe524f1893.csv
7786;1;2019-09-25;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;390; ; ;pagamentos_1427ae20-203e-4161-91c5-722ea777871e.csv
3763;1;2019-08-30;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;3004.17; ; ;pagamentos_1434ef85-5e58-4d3a-8944-1fb487911b0c.csv
4579;1;2019-07-04;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.836-X; ;199.6; ; ;pagamentos_143c44ab-ced4-4f5f-b715-921f3ea17737.csv
2470;1;2019-04-17;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;485; ; ;pagamentos_1448e2f5-30d7-4a61-ac22-6d2c0adc8878.csv
452;1;2019-02-27;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.267-3; ;7174; ; ;pagamentos_144b3b7d-2510-4160-865d-a50053a14e7e.csv
5488;1;2019-08-08;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;19.175-2; ;315; ; ;pagamentos_144dca86-7390-4e51-9265-f74683bde181.csv
135;1;2019-11-26; ; ; ; ; ;217.35; ;retencoesPagamento_08eeaeb1-a5d1-44cf-ad8b-1fc744c2a0c5.csv;pagamentos_1451a61a-c3bf-45cf-8117-d33bc4fdd0a0.csv
135;1;2019-12-20;DÃ©bito em conta;001 - BRASIL;3226-3 - CENTRO;19.786-6; ;10282.65; ; ;pagamentos_1451a61a-c3bf-45cf-8117-d33bc4fdd0a0.csv
149;1;2019-12-16; ; ; ; ; ;217.35; ;retencoesPagamento_9bc7ff4e-ff6f-4440-bcaf-1690f522a964.csv;pagamentos_1451a61a-c3bf-45cf-8117-d33bc4fdd0a0.csv
149;1;2019-12-20;DÃ©bito em conta;001 - BRASIL;3226-3 - CENTRO;19.786-6; ;10282.65; ; ;pagamentos_1451a61a-c3bf-45cf-8117-d33bc4fdd0a0.csv
156;1;2019-12-30; ; ; ; ; ;217.35; ;retencoesPagamento_62bd116c-7c4e-4b7d-ae9d-ca622c9d00a3.csv;pagamentos_1451a61a-c3bf-45cf-8117-d33bc4fdd0a0.csv
3759;1;2019-08-30;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;11876.67; ; ;pagamentos_14523ce9-c9dc-4d6b-89db-f05f0b909394.csv
4902;1;2019-06-26;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;14090; ; ;pagamentos_145a353a-85c2-487f-9978-f58c4b06daeb.csv
302;1;2019-02-26;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.836-X; ;140.92; ; ;pagamentos_14605cbc-971c-4ac0-bf55-950de25202c0.csv
1901;1;2019-03-27;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;38961.42; ; ;pagamentos_1460637a-358e-4418-8848-f47c3036fb73.csv
2953;1;2019-05-02;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;6071.63; ; ;pagamentos_1460637a-358e-4418-8848-f47c3036fb73.csv
2954;1;2019-05-02;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;6758.01; ; ;pagamentos_1460637a-358e-4418-8848-f47c3036fb73.csv
2955;1;2019-05-02;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7705.53; ; ;pagamentos_1460637a-358e-4418-8848-f47c3036fb73.csv
2956;1;2019-05-02;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;11377.17; ; ;pagamentos_1460637a-358e-4418-8848-f47c3036fb73.csv
2957;1;2019-05-02;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7754.04; ; ;pagamentos_1460637a-358e-4418-8848-f47c3036fb73.csv
9937;1;2019-11-25;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1102.27; ; ;pagamentos_1463606e-238a-4f53-9a41-d3bd80397b02.csv
333;1;2019-02-11;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;35743.75; ; ;pagamentos_147114cb-fc22-47a8-8c45-54eaf0ae03e1.csv
2192;1;2019-03-22; ; ; ; ; ;56242.06; ;retencoesPagamento_e48f602c-5aa9-41c6-b098-60b2a3cf0d0b.csv;pagamentos_1473c350-ddc5-41ac-9e1d-66d03341bae1.csv
2192;1;2019-03-29;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;32-4      ; ;184269.72; ; ;pagamentos_1473c350-ddc5-41ac-9e1d-66d03341bae1.csv
66;1;2019-01-31;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;15.313-3; ;817.72; ; ;pagamentos_1473df61-dbc4-4ab5-bfe5-df4af1354757.csv
10620;1;2019-12-18;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;19879.09; ; ;pagamentos_147a0f93-036e-4de9-aba0-2afee535c3ea.csv
5370;1;2019-06-28;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;32-4      ; ;18762.64; ; ;pagamentos_1486463c-f0fc-4596-a46f-ef75ffd66bbd.csv
11475;1;2019-12-30;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;8.570-7   ; ;62998.29; ; ;pagamentos_1486a1fc-59b6-4b93-a898-d0a763b8e253.csv
6641;1;2019-08-14;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;39.89; ; ;pagamentos_148cb0ed-e5a8-4225-b545-03ece5c53caa.csv
5717;1;2019-12-16;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;19.850,1; ;9588; ; ;pagamentos_149049ab-21a0-4658-a919-fa4aabbb52c6.csv
3980;1;2019-06-19;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;1366; ; ;pagamentos_149ca386-be09-4d3b-9697-3d4f929470d6.csv
5780;1;2019-12-02; ; ; ; ; ;7.67; ;retencoesPagamento_0ccca21b-21d1-4b5b-8a36-687833357f54.csv;pagamentos_149e7f9f-f8ff-4c3b-8e3c-cc3c6ff3cf96.csv
5780;1;2019-12-20;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;208.33; ; ;pagamentos_149e7f9f-f8ff-4c3b-8e3c-cc3c6ff3cf96.csv
793;1;2019-07-09;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;15.313-3; ;18.57; ; ;pagamentos_14a61e07-bc29-4418-821f-3ebc71cf358c.csv
668;1;2019-02-28;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;6500; ; ;pagamentos_14ade298-0e11-482a-815a-03a1898c9848.csv
1157;1;2019-04-22;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;5304.6; ; ;pagamentos_14b1a529-93db-4da0-8809-2a0cf77dda45.csv
253;1;2019-02-18;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1705.48; ; ;pagamentos_14b3a14f-ee19-4fce-aee7-17ab7b16d891.csv
4602;1;2019-06-14;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;129345.64; ; ;pagamentos_14b3a649-def7-405f-bae4-ec5da1c1f528.csv
371;1;2019-04-22;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;15.313-3; ;268.78; ; ;pagamentos_14bce0d9-0b06-44df-9f08-fbcfdf5b9b03.csv
175;1;2019-11-07;DÃ©bito em conta;001 - BRASIL;3226-3 - CENTRO;671.376; ;503.33; ; ;pagamentos_14c7db3b-0d6f-4942-b49c-616a12d61e87.csv
8368;1;2019-10-17;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;33868.92; ; ;pagamentos_14c9d34b-09fd-4f82-9df0-53794d5c2491.csv
7104;1;2019-09-11;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.532-8; ;7215; ; ;pagamentos_14d477fb-a615-4625-8bd1-b1982f84b2c3.csv
3991;1;2019-05-16; ; ; ; ; ;790.15; ;retencoesPagamento_38bc4454-b59f-4274-a1f4-e27a050e312b.csv;pagamentos_14d8d55b-a3d0-480b-a7a0-85ec309ad687.csv
3991;1;2019-06-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;25548.25; ; ;pagamentos_14d8d55b-a3d0-480b-a7a0-85ec309ad687.csv
6538;1;2019-07-12; ; ; ; ; ;116.85; ;retencoesPagamento_25bcb359-e299-4a18-bb7c-a1db3983a3cd.csv;pagamentos_14d8d55b-a3d0-480b-a7a0-85ec309ad687.csv
6538;1;2019-08-14;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;3778.15; ; ;pagamentos_14d8d55b-a3d0-480b-a7a0-85ec309ad687.csv
8378;1;2019-10-01; ; ; ; ; ;105.29; ;retencoesPagamento_f9714e5e-53ff-47f3-9131-2154286ebd88.csv;pagamentos_14d8d55b-a3d0-480b-a7a0-85ec309ad687.csv
8378;1;2019-10-10;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;3404.31; ; ;pagamentos_14d8d55b-a3d0-480b-a7a0-85ec309ad687.csv
9450;1;2019-10-09; ; ; ; ; ;184.26; ;retencoesPagamento_1f52d910-1f8b-4e14-bf0f-1684949cb48c.csv;pagamentos_14d8d55b-a3d0-480b-a7a0-85ec309ad687.csv
9450;1;2019-11-07;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;5957.74; ; ;pagamentos_14d8d55b-a3d0-480b-a7a0-85ec309ad687.csv
2630;1;2019-06-27;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;34850; ; ;pagamentos_14d92964-a35d-413f-9eaf-f1ce8e57e2a0.csv
4726;1;2019-06-24;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.266-5; ;45.01; ; ;pagamentos_14dc7e85-284b-428c-97c2-b88774677e77.csv
5454;1;2019-08-07;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;37-5; ;5620.66; ; ;pagamentos_14e17831-8967-42f7-9d0c-fec009fc15cc.csv
5392;1;2019-06-28;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;32-4      ; ;32964.34; ; ;pagamentos_14e43115-dd73-489e-8dd1-035ff6cdca1a.csv
2971;1;2019-07-24;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;11558-4; ;132; ; ;pagamentos_14eb6aef-2c4e-4e3e-815c-43e9959d9af3.csv
7451;1;2019-08-27; ; ; ; ; ;65121.69; ;retencoesPagamento_147995ca-7b14-4e29-8f65-beb9c90e1eb4.csv;pagamentos_14ec8e68-0158-4a7a-86ca-e1765e5d704f.csv
7451;1;2019-08-30;DÃ©bito em conta;104 - CAIXA ECONOMICA FEDERAL S/A;0415-4 - CRICIUMA;32-4      ; ;418074.75; ; ;pagamentos_14ec8e68-0158-4a7a-86ca-e1765e5d704f.csv
561;1;2019-02-22;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;1123.05; ; ;pagamentos_14eef266-39f6-4cbd-b22e-262a3845e207.csv
1387;1;2019-05-08;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;2088.95; ; ;pagamentos_14f027b5-78fe-43a7-83aa-9f95c1276957.csv
7851;1;2019-09-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;135.77; ; ;pagamentos_1508e1f0-4ba0-45c9-bec1-8b3a8b17f712.csv
4822;1;2019-06-24;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;79.79; ; ;pagamentos_1509a519-d871-44bb-bba3-4b7d7ed9d451.csv
5943;1;2019-08-14;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;16.836-X; ;402.03; ; ;pagamentos_150abb7d-c107-489f-aeff-a1ac26b72c90.csv
1421;1;2019-03-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;170.97; ; ;pagamentos_150ad65f-e114-4279-80c3-984478e60e36.csv
1301;1;2019-03-07;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;636.97; ; ;pagamentos_150b79a9-b11e-4bab-9499-ce04d43a069f.csv
1628;1;2019-03-20;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;102.58; ; ;pagamentos_150ed4e5-69d1-4810-831d-d4fe00275f36.csv
11325;1;2019-12-11; ; ; ; ; ;18299.52; ;retencoesPagamento_acf0460b-47da-4161-95bd-8cf7383339b3.csv;pagamentos_1512f443-629c-4c42-8c49-9d535377e4cb.csv
11325;1;2019-12-12;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.683-0; ;30894.29; ; ;pagamentos_1512f443-629c-4c42-8c49-9d535377e4cb.csv
5767;1;2019-12-20;DÃ©bito em conta;104 - CAIXA ECONÃMICA FEDERAL - CEF;0415-4 - CRICIUMA;624.016-5; ;596.8; ; ;pagamentos_1518129c-3142-46db-99e5-af7eace9c3cf.csv
7963;1;2019-09-20;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;8.570-7   ; ;134754.22; ; ;pagamentos_151923d6-921e-4f49-b67c-ad98484f012b.csv
6340;1;2019-08-21;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;2706.39; ; ;pagamentos_151bbea8-64d8-4010-947b-1093145a68ae.csv
1556;1;2019-12-18;DÃ©bito em conta;001 - BANCO DO BRASIL S/A;3226-3 - CENTRO;15.313-3; ;1530.27; ; ;pagamentos_152361c6-7a52-4be2-923b-de413ed42b5b.csv
1862;1;2019-03-22; ; ; ; ; ;625.1; ;retencoesPagamento_28c3cf6a-bb3a-4a01-afdd-7a0c396ad727.csv;pagamentos_15323403-f0ce-4441-9dd4-eb90303a9b5b.csv
1862;1;2019-03-27;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;1700116-1; ;11876.9; ; ;pagamentos_15323403-f0ce-4441-9dd4-eb90303a9b5b.csv
273;1;2019-02-26;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;18.729-1; ;2469.17; ; ;pagamentos_153a287e-6b4f-479a-b432-7a197ed0734f.csv
8474;1;2019-09-30;DÃ©bito em conta;1 - BANCO DO BRASIL;3226-3 - CENTRO;20.683-0; ;7962.5; ; ;pagamentos_153a7397-2933-4193-8205-12ac30b296ae.csv
