anoRetencao;dataRetencao;valorRetencao;origem_arquivo
2019;2019-07-11;36;retencoesPagamento_0000be32-9765-4c6b-be5e-0085aede2a6e.csv
2019;2019-07-11;18;retencoesPagamento_0000be32-9765-4c6b-be5e-0085aede2a6e.csv
2019;2019-01-15;6398.56;retencoesPagamento_0018c95d-b657-4fde-99a6-c070dc3e8463.csv
2019;2019-02-25;1.87;retencoesPagamento_001b984d-a919-4b67-b03e-277d70ac3db0.csv
2019;2019-02-25;2.5;retencoesPagamento_001b984d-a919-4b67-b03e-277d70ac3db0.csv
2019;2019-06-26;465.15;retencoesPagamento_001bcba8-fa12-4d5a-b580-5d9cbc0dca2d.csv
2019;2019-06-26;348.86;retencoesPagamento_001bcba8-fa12-4d5a-b580-5d9cbc0dca2d.csv
2019;2019-12-06;6;retencoesPagamento_00246577-3c5d-433a-86d4-a2929388642c.csv
2019;2019-10-01;5666.66;retencoesPagamento_00341117-37ad-4141-a45e-df23f6e3f07f.csv
2019;2019-05-28;10622.36;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;8179.76;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;692.27;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;1006.75;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;2134.48;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;1189.32;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;3678.92;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;5;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;2207.35;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;337.31;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;8829.42;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-05-28;1011.08;retencoesPagamento_00377e92-a3f8-4c60-a4ae-ce0aba311980.csv
2019;2019-09-12;4.3;retencoesPagamento_004ca430-b6c3-49dc-9cbc-3affdc1a4801.csv
2019;2019-10-29;10;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;2503.24;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;1030.53;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;1353.37;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;319.21;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;1025.53;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;478.65;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;3196.62;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;660.65;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-29;1995.34;retencoesPagamento_0051be41-49f3-4592-9aa5-7eb88c22933e.csv
2019;2019-10-01;897.75;retencoesPagamento_00644557-fc02-4e10-a738-5f6de71538a1.csv
2019;2019-03-22;1378.02;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-03-22;95;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-03-22;30;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-03-22;846.34;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-03-22;1172.9;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-03-22;184.19;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-03-22;306.98;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-03-22;736.74;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-03-22;241.92;retencoesPagamento_0072df00-724b-4f57-b8ad-8294fb2c22cc.csv
2019;2019-07-31;43.31;retencoesPagamento_0089edb9-9852-40ad-b45c-0e5f607af411.csv
2019;2019-08-27;92.7;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;722.78;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;15;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;13961.95;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;300.2;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;13052.59;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;3167.49;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;232.73;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;124.8;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-27;3555.76;retencoesPagamento_00954cb7-bc36-4059-bba1-903038e851cd.csv
2019;2019-08-30;0.39;retencoesPagamento_009c93de-19bf-4884-b847-2e701553b3c9.csv
2019;2019-08-30;0.64;retencoesPagamento_009c93de-19bf-4884-b847-2e701553b3c9.csv
2019;2019-08-30;1.54;retencoesPagamento_009c93de-19bf-4884-b847-2e701553b3c9.csv
2019;2019-08-30;0.86;retencoesPagamento_009c93de-19bf-4884-b847-2e701553b3c9.csv
2019;2019-08-30;2.05;retencoesPagamento_009c93de-19bf-4884-b847-2e701553b3c9.csv
2019;2019-08-30;0.51;retencoesPagamento_009c93de-19bf-4884-b847-2e701553b3c9.csv
2019;2019-04-23;10.56;retencoesPagamento_009ea544-0250-4951-9c23-7d9d258c6cd4.csv
2019;2019-06-27;867.05;retencoesPagamento_00a668b4-00cc-4ec4-91a1-9d540c91e7c3.csv
2019;2019-06-27;1058.14;retencoesPagamento_00a668b4-00cc-4ec4-91a1-9d540c91e7c3.csv
2019;2019-06-27;1059.83;retencoesPagamento_00a668b4-00cc-4ec4-91a1-9d540c91e7c3.csv
2019;2019-05-31;496.78;retencoesPagamento_00a7c0e4-b432-4a21-bb14-729f287dc0da.csv
2019;2019-05-10;134.31;retencoesPagamento_00beb06c-f92d-4a9e-bc10-618dcb796b97.csv
2019;2019-05-10;55.97;retencoesPagamento_00beb06c-f92d-4a9e-bc10-618dcb796b97.csv
2019;2019-05-10;33.58;retencoesPagamento_00beb06c-f92d-4a9e-bc10-618dcb796b97.csv
2019;2019-08-26;9.26;retencoesPagamento_00c38483-15fd-4095-a0e6-1937a809ed00.csv
2019;2019-04-29;263.95;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;2692.45;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;534.26;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;166;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;3713.5;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;3074.86;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;361.48;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;574.89;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;1616.12;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;216.89;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;867.55;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;139.19;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-04-29;297.08;retencoesPagamento_00c8ea73-85d5-4254-880c-15535690755f.csv
2019;2019-05-31;141.83;retencoesPagamento_00f64a48-917f-41fd-a045-4a043d08d899.csv
2019;2019-05-31;189.11;retencoesPagamento_00f64a48-917f-41fd-a045-4a043d08d899.csv
2019;2019-03-22;1484.89;retencoesPagamento_00fc5ae6-117e-4a4a-80dd-7ef74624c80a.csv
2019;2019-03-22;371.22;retencoesPagamento_00fc5ae6-117e-4a4a-80dd-7ef74624c80a.csv
2019;2019-03-22;5;retencoesPagamento_00fc5ae6-117e-4a4a-80dd-7ef74624c80a.csv
2019;2019-03-22;2118.26;retencoesPagamento_00fc5ae6-117e-4a4a-80dd-7ef74624c80a.csv
2019;2019-03-22;1613.4;retencoesPagamento_00fc5ae6-117e-4a4a-80dd-7ef74624c80a.csv
2019;2019-03-22;47.5;retencoesPagamento_00fc5ae6-117e-4a4a-80dd-7ef74624c80a.csv
2019;2019-03-22;1851.7;retencoesPagamento_00fc5ae6-117e-4a4a-80dd-7ef74624c80a.csv
2019;2019-03-22;618.7;retencoesPagamento_00fc5ae6-117e-4a4a-80dd-7ef74624c80a.csv
2019;2019-07-01;34.96;retencoesPagamento_00fca98a-f3f6-4b1f-a14c-7c6729eb27f6.csv
2019;2019-07-01;20.97;retencoesPagamento_00fca98a-f3f6-4b1f-a14c-7c6729eb27f6.csv
2019;2019-07-01;83.89;retencoesPagamento_00fca98a-f3f6-4b1f-a14c-7c6729eb27f6.csv
2019;2019-07-22;2.53;retencoesPagamento_0100fd08-74a3-4772-9ed1-eacb705648f2.csv
2019;2019-07-22;1.05;retencoesPagamento_0100fd08-74a3-4772-9ed1-eacb705648f2.csv
2019;2019-07-22;0.63;retencoesPagamento_0100fd08-74a3-4772-9ed1-eacb705648f2.csv
2019;2019-06-28;35.84;retencoesPagamento_011cfc13-6bbf-4198-8563-df3814d8172f.csv
2019;2019-06-28;26.88;retencoesPagamento_011cfc13-6bbf-4198-8563-df3814d8172f.csv
2019;2019-04-18;304.5;retencoesPagamento_011dab48-1029-45b2-b4cc-90f2db3fab16.csv
2019;2019-11-25;6513.37;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;15468.79;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;10;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;109061.14;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;38;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;3117.19;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;10259.43;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;12249.76;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;499;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;153237.26;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;9680.21;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;5;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;37327.98;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;87056.16;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;64303.01;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;2214.5;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-11-25;2;retencoesPagamento_0132b6bc-78f0-45c1-a8f2-70893f784de2.csv
2019;2019-03-22;2189.53;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;1080.41;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;1459.86;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;675.13;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;15;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;20;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;559.99;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;933.32;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;2239.95;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-03-22;142.5;retencoesPagamento_014262b2-d62a-4e13-a451-bb0d0ae7dd28.csv
2019;2019-07-08;4.8;retencoesPagamento_014c3ea3-d5ce-4114-a7f5-c718839f4cc7.csv
2019;2019-07-08;2;retencoesPagamento_014c3ea3-d5ce-4114-a7f5-c718839f4cc7.csv
2019;2019-07-08;1.2;retencoesPagamento_014c3ea3-d5ce-4114-a7f5-c718839f4cc7.csv
2019;2019-11-28;40.7;retencoesPagamento_0150f69e-409a-4b8d-841b-0bca86f16d6d.csv
2019;2019-09-12;6.27;retencoesPagamento_017758d1-1fdd-4103-aec0-8f9424b947b3.csv
2019;2019-08-28;10;retencoesPagamento_01827abf-6ce5-4eab-b6ca-13b5a6c67851.csv
2019;2019-03-22;258.86;retencoesPagamento_018a73be-89e3-4b93-860c-fa337963fefe.csv
2019;2019-06-06;961.35;retencoesPagamento_018d92fc-1b7a-4b73-83ea-1d7c21cff1df.csv
2019;2019-03-22;105.82;retencoesPagamento_01a5e2e0-fe3b-4ac0-83b3-2679daebbbcf.csv
2019;2019-03-22;423.28;retencoesPagamento_01a5e2e0-fe3b-4ac0-83b3-2679daebbbcf.csv
2019;2019-03-22;176.37;retencoesPagamento_01a5e2e0-fe3b-4ac0-83b3-2679daebbbcf.csv
2019;2019-08-30;1635.49;retencoesPagamento_01d61743-43f3-4446-9cb3-ee451a032eb9.csv
2019;2019-08-30;327.1;retencoesPagamento_01d61743-43f3-4446-9cb3-ee451a032eb9.csv
2019;2019-10-28;5.11;retencoesPagamento_01e68c36-1bde-4588-98b1-6dcf8b5ce94b.csv
2019;2019-11-25;148.2;retencoesPagamento_01edae69-a05d-4289-a0b9-e1b20594bcde.csv
