anoAnulacao;dataAnulacao;valorAnulacao;valorAnuladoRestosProcessados;valorAnuladoRestosNaoProcessados;motivoAnulacao;categoriaAnulacao;origem_arquivo
2019;2019-03-19;24594.39;0;0;Pela anula̤̣o; ;anulacoesPagamento_e33d69e5-7999-48ba-9d63-07996a9108bb.csv
2019;2019-06-07;503;0;0;Pela anula̤̣o; ;anulacoesPagamento_e775e5f7-de1b-475f-9eb2-f3c2497ecb67.csv
2019;2019-08-16;79.79;0;0;Pela anula̤̣o; ;anulacoesPagamento_e9166b9a-7dc5-48b7-8a32-71b2f7f81568.csv
2019;2019-04-29;307.75;0;0;Pela anula̤̣o.; ;anulacoesPagamento_ea06752f-af68-4231-85ce-41fa282949ae.csv
2019;2019-03-29;465881.73;0;0;Pela anula̤̣o da OP 2529.; ;anulacoesPagamento_ec96f881-fe59-42c4-98c5-06d1204c7df3.csv
2019;2019-09-06;245.05;0;0;Pela anula̤̣o; ;anulacoesPagamento_ecfb4d72-30e5-4800-ae3f-a1169a40cec7.csv
2019;2019-09-13;167;0;0;Pela anula̤̣o; ;anulacoesPagamento_ecfb4d72-30e5-4800-ae3f-a1169a40cec7.csv
2019;2019-02-11;1262.21;0;0;Pela anula̤̣o; ;anulacoesPagamento_eed2a75e-9405-4d0a-8a17-86975e03ef48.csv
2019;2019-05-10;40;0;0;Pela anula̤̣o; ;anulacoesPagamento_eefecbbd-f191-413e-a164-e4819dd8e81c.csv
2019;2019-06-03;170.97;0;0;Pela anula̤̣o; ;anulacoesPagamento_f08ca32f-239f-45e3-ae6c-2d766d2f99c4.csv
2019;2019-10-21;60;0;0;Pela anula̤̣o; ;anulacoesPagamento_f1616107-96ad-4b78-9ae9-6bdb3f898beb.csv
2019;2019-05-23;141.98;0;0;Pela anula̤̣o; ;anulacoesPagamento_f1e2cc0c-b164-43cb-afc5-d477ea9bde8c.csv
2019;2019-05-30;142;0;0;Pela anula̤̣o; ;anulacoesPagamento_f1e2cc0c-b164-43cb-afc5-d477ea9bde8c.csv
2019;2019-03-29;18538.55;0;0;Pela anula̤̣o da OP 2048.; ;anulacoesPagamento_f32d9173-03d1-4258-b7ac-b88e9642c004.csv
2019;2019-10-02;131.04;0;0;Pela anula̤̣o; ;anulacoesPagamento_f4b0a040-e458-4067-a008-3a7326ebb498.csv
2019;2019-11-06;79.79;0;0;pela anula̤̣o; ;anulacoesPagamento_f691360e-5e06-4fae-91b0-2b7ac85a345e.csv
2019;2019-08-09;2000;0;0;Pela anula̤̣o; ;anulacoesPagamento_facc2da3-4afb-4a72-b7e5-01954a245983.csv
2019;2019-03-29;197525.95;0;0;Pela anula̤̣o; ;anulacoesPagamento_fcb3b0bf-f06d-400f-9576-f4f704e490d0.csv
2019;2019-09-30;45.8;0;0;Pela anula̤̣o da OP 178.; ;anulacoesPagamento_fda38d42-901e-4982-9e84-90841dde112b.csv
2019;2019-05-08;1000;0;0;Pela anula̤̣o; ;anulacoesPagamento_ff330476-0370-4b69-b95b-dec3711335fb.csv
2019;2019-12-30;38.09;0;0;Pela anula̤̣o; ;anulacoesPagamento_ffbe77ae-c114-4c46-a9d3-a8e99c4f23d1.csv
