anoProcesso;numeroLicitacao;origem_arquivo
2018;256;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2018;375;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2020;1;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2020;21;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2020;62;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2020;179;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2021;179;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2021;180;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2020;64;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2020;119;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2021;56;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2023;93;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2023;282;processos_009fce3d-cc2a-4cc0-be34-63a6cf0e78e5.csv
2013;78;processos_0252b56b-d265-4325-874a-82b52bb58998.csv
2016;210;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2016;68;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2018;6;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2018;58;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2018;71;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2018;82;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2019;45;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2019;62;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2019;73;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2020;69;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2020;90;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2020;91;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2021;29;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2021;79;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2022;21;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2023;19;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2024;2;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2024;31;processos_02c12983-932d-480d-869d-5421f3ee6994.csv
2014;30;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2014;34;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;23;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;24;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;8;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2014;262;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;67;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;96;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;237;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;67;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;87;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;130;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;175;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;89;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;168;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;171;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;225;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;230;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;239;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;30;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;31;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;105;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;126;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;164;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;168;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;172;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;178;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;198;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;207;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;221;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;230;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;245;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;259;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;328;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;329;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;351;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2019;82;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2019;94;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2019;121;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2019;123;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;174;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;284;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;285;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;295;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;304;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;310;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2014;23;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;8;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;9;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;10;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;11;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;12;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;16;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2015;41;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;3;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;18;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;19;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;24;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;36;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2016;40;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;21;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;35;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;61;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;63;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;68;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2017;69;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;1;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;46;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;62;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;64;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2019;10;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;55;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;57;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2020;108;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2021;17;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2018;3;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2019;1;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2021;316;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2022;162;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2024;32;processos_05dd55d0-dd26-41d8-a493-6f9c3d907252.csv
2019;303;processos_07542034-56a8-44a4-96bb-afe283bd0be5.csv
2016;70;processos_07542034-56a8-44a4-96bb-afe283bd0be5.csv
2022;1;processos_07542034-56a8-44a4-96bb-afe283bd0be5.csv
2022;6;processos_07542034-56a8-44a4-96bb-afe283bd0be5.csv
2023;2;processos_07542034-56a8-44a4-96bb-afe283bd0be5.csv
2021;136;processos_07542034-56a8-44a4-96bb-afe283bd0be5.csv
2023;10;processos_07542034-56a8-44a4-96bb-afe283bd0be5.csv
2024;1;processos_07542034-56a8-44a4-96bb-afe283bd0be5.csv
2018;11;processos_0f59ffdb-830a-45a8-a67f-3de77f3764e7.csv
2020;118;processos_0f59ffdb-830a-45a8-a67f-3de77f3764e7.csv
2020;5;processos_0f59ffdb-830a-45a8-a67f-3de77f3764e7.csv
2023;15;processos_0f59ffdb-830a-45a8-a67f-3de77f3764e7.csv
2023;25;processos_0f59ffdb-830a-45a8-a67f-3de77f3764e7.csv
2020;302;processos_122733c8-3a09-4ed1-9672-25a8b3dd1156.csv
2021;115;processos_122733c8-3a09-4ed1-9672-25a8b3dd1156.csv
2022;237;processos_122733c8-3a09-4ed1-9672-25a8b3dd1156.csv
2024;46;processos_122733c8-3a09-4ed1-9672-25a8b3dd1156.csv
2014;32;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2014;33;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;6;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;4;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;13;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;15;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2014;143;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;42;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;50;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;51;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;97;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;103;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;109;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;127;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;137;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;138;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;190;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;230;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;235;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;29;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;43;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;80;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;102;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;114;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;128;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;135;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;158;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;166;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;201;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;214;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;19;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;20;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;57;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;72;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;161;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;169;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;186;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;193;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;204;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2017;240;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;4;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;89;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;92;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;110;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;176;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;188;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;301;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;505;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2019;9;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2019;14;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2020;34;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2013;36;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2013;41;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2014;82;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;32;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;40;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;49;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;58;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2016;39;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;26;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;49;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2018;69;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;4;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;7;processos_171adbc1-2958-4e81-9889-e65c36b3f547.csv
2015;209;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2016;106;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2016;147;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2016;149;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2017;29;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2018;208;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2018;225;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2020;135;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2020;182;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2020;249;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2020;262;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2020;267;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2020;313;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2020;314;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2020;324;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2021;109;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2021;245;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2021;281;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2021;328;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2021;376;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2022;16;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2022;50;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2022;96;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2023;226;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2023;253;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2023;243;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2024;58;processos_18d68219-e750-418d-a72f-43b0f31889ae.csv
2021;236;processos_1918bfab-5411-4c74-aef3-ff5334460409.csv
2019;296;processos_1b742482-2b06-4afc-b1af-97f6ca913f75.csv
2020;216;processos_1b742482-2b06-4afc-b1af-97f6ca913f75.csv
2019;42;processos_1f742b60-a438-440a-ab56-00532998b390.csv
2019;60;processos_1f742b60-a438-440a-ab56-00532998b390.csv
2022;37;processos_1f742b60-a438-440a-ab56-00532998b390.csv
2023;8;processos_1f742b60-a438-440a-ab56-00532998b390.csv
2024;40;processos_1f742b60-a438-440a-ab56-00532998b390.csv
2015;165;processos_2377e6bd-b04f-4027-9665-ba4a49266ef4.csv
2015;173;processos_2377e6bd-b04f-4027-9665-ba4a49266ef4.csv
2015;221;processos_2377e6bd-b04f-4027-9665-ba4a49266ef4.csv
2018;234;processos_2377e6bd-b04f-4027-9665-ba4a49266ef4.csv
2018;370;processos_2377e6bd-b04f-4027-9665-ba4a49266ef4.csv
2018;371;processos_2377e6bd-b04f-4027-9665-ba4a49266ef4.csv
2018;10;processos_2377e6bd-b04f-4027-9665-ba4a49266ef4.csv
2012;90;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2015;43;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2015;60;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2015;62;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2016;11;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2016;50;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2017;26;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2017;27;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2017;44;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2017;52;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2018;35;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2018;38;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2018;56;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2018;67;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2018;68;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2018;74;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2018;94;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2019;44;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2020;114;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2021;53;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2021;88;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2024;34;processos_2875c7e7-be7a-4861-b8ba-d866792f73a3.csv
2010;185;processos_29f3f799-190f-4141-a25f-897ad5f960c9.csv
2014;45;processos_29f3f799-190f-4141-a25f-897ad5f960c9.csv
2016;8;processos_29f3f799-190f-4141-a25f-897ad5f960c9.csv
2020;4;processos_29f3f799-190f-4141-a25f-897ad5f960c9.csv
2016;54;processos_29f3f799-190f-4141-a25f-897ad5f960c9.csv
2016;16;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2016;45;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2016;46;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2017;102;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2020;88;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2020;206;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2021;142;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2015;65;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2016;51;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2016;64;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2018;15;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2019;56;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2020;44;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2020;78;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2020;94;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2021;84;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2023;3;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2023;288;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2024;6;processos_32ce3687-af6f-4c56-986e-d705362bc07e.csv
2015;25;processos_3529a339-c073-4553-8181-42f9cc7b96ec.csv
2016;33;processos_3529a339-c073-4553-8181-42f9cc7b96ec.csv
2021;44;processos_3529a339-c073-4553-8181-42f9cc7b96ec.csv
2018;171;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2019;272;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2020;170;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2020;207;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2021;175;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2021;238;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2020;53;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2021;28;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2021;298;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2022;263;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2024;158;processos_368750dc-ea7c-479d-ace7-806ed1f87bad.csv
2018;159;processos_38abb2d2-bab8-42b6-aba1-7ff3cf479335.csv
