anoProcesso;numeroLicitacao;origem_arquivo
2020;320;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2020;321;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2021;34;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2021;173;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2018;23;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2018;78;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2019;26;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2019;29;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2019;88;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2021;30;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2022;2;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2021;90;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2022;3;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;41;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;14;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;121;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;117;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;113;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;130;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;142;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;146;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;208;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;237;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;33;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;222;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;229;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;241;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;245;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;246;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;254;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;255;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;262;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;275;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2023;276;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2024;92;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2024;70;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2024;150;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2024;151;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2024;186;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2024;167;processos_744c80a8-9bbc-4174-aa31-645117e45e07.csv
2018;284;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2019;134;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2019;268;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2020;41;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2020;322;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2021;76;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2021;78;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2021;159;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2021;206;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2019;38;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2021;10;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2021;75;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2021;378;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;55;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;27;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;75;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;97;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;95;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;96;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;147;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;313;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;287;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;308;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2024;7;processos_74b25807-9295-4c8d-9b0c-9317e3bf608f.csv
2023;248;processos_84bbfb39-3c1d-4482-9b6c-03f07a7ffbc0.csv
2019;396;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2020;215;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2021;2;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2021;52;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2020;197;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2020;89;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2021;201;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2021;215;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2021;244;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2021;361;processos_865c5b7d-cdac-4012-bab3-d4962c29317a.csv
2018;354;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2018;364;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2019;47;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2019;230;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2019;267;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2020;144;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2021;217;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2019;48;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2020;70;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2022;140;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2023;47;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2023;233;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2024;4;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2024;3;processos_8dd0f3b0-9d53-4e6e-95ce-2436449f59f2.csv
2013;100;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2013;173;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2013;203;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2013;205;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2013;207;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2014;208;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2014;254;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2018;21;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2018;133;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2019;282;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2020;131;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2020;134;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2020;181;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2020;214;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2013;52;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2021;226;processos_97f90719-d482-45db-a41a-d6599ab915d0.csv
2019;238;processos_9b5e7ac5-0e01-4abb-9f15-60612d07bae3.csv
2023;34;processos_a84639b0-4e06-4de8-a110-ae60ed45aca6.csv
2023;12;processos_a84639b0-4e06-4de8-a110-ae60ed45aca6.csv
2024;14;processos_a84639b0-4e06-4de8-a110-ae60ed45aca6.csv
2024;13;processos_a84639b0-4e06-4de8-a110-ae60ed45aca6.csv
2024;27;processos_a84639b0-4e06-4de8-a110-ae60ed45aca6.csv
2025;2;processos_a84639b0-4e06-4de8-a110-ae60ed45aca6.csv
2015;218;processos_adeb6160-6601-4810-bb8b-aa8f54ed986d.csv
2020;254;processos_af26cdd2-939d-47df-bb47-455fd84291cf.csv
2022;156;processos_b30ffc33-1d03-43e0-a6fa-40983062a87c.csv
2018;132;processos_b3281dba-ea9a-4284-b9f5-6ed40070933b.csv
2021;93;processos_b3281dba-ea9a-4284-b9f5-6ed40070933b.csv
2024;201;processos_b3281dba-ea9a-4284-b9f5-6ed40070933b.csv
2023;98;processos_bbd9756e-6938-4cd4-a975-5ec947669dd2.csv
2016;212;processos_c0f84a7a-f11c-4837-9522-82191043e406.csv
2017;154;processos_c0f84a7a-f11c-4837-9522-82191043e406.csv
2017;175;processos_c0f84a7a-f11c-4837-9522-82191043e406.csv
2018;213;processos_c0f84a7a-f11c-4837-9522-82191043e406.csv
2018;340;processos_c0f84a7a-f11c-4837-9522-82191043e406.csv
2019;212;processos_c0f84a7a-f11c-4837-9522-82191043e406.csv
2018;86;processos_c0f84a7a-f11c-4837-9522-82191043e406.csv
2021;393;processos_cd4779d0-ae58-4f57-bc6d-4692cbbb3735.csv
2020;16;processos_df9c1296-b3cb-476e-8fb6-65825fb39523.csv
2016;6;processos_e005bb83-bcf9-4d6b-9995-e1941daebb87.csv
2023;242;processos_e005bb83-bcf9-4d6b-9995-e1941daebb87.csv
2015;177;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2017;139;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2017;176;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2017;219;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2018;7;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2018;177;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2018;224;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2018;361;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2019;15;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2019;95;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2019;161;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2019;234;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2020;155;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2021;96;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2015;30;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2019;68;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2018;20;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2022;164;processos_e3f9c41e-4f0c-4f9c-b6a5-e96f2f8b2242.csv
2017;135;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2018;43;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2018;152;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2018;265;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2019;102;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2021;26;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2023;52;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2023;73;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2023;280;processos_e5a49aa2-1af2-46e2-a0b9-205bf75495cc.csv
2018;195;processos_e801cd06-b557-46c3-92c0-efcf2791a4f5.csv
2023;4;processos_e801cd06-b557-46c3-92c0-efcf2791a4f5.csv
2024;97;processos_e801cd06-b557-46c3-92c0-efcf2791a4f5.csv
2014;246;processos_e81976a8-630e-4a13-b3c3-142586033343.csv
2014;279;processos_e81976a8-630e-4a13-b3c3-142586033343.csv
2020;221;processos_e81976a8-630e-4a13-b3c3-142586033343.csv
2017;43;processos_ea0c05c4-3b74-4c5f-8350-d5635b2bcde0.csv
2018;47;processos_ea0c05c4-3b74-4c5f-8350-d5635b2bcde0.csv
2025;24;processos_efaa7709-72e7-498a-90ce-48774792f714.csv
2019;345;processos_f5cc6997-0909-406b-a5aa-a7fa41314ee3.csv
2019;369;processos_f5cc6997-0909-406b-a5aa-a7fa41314ee3.csv
2019;370;processos_f5cc6997-0909-406b-a5aa-a7fa41314ee3.csv
2020;309;processos_f5cc6997-0909-406b-a5aa-a7fa41314ee3.csv
2017;62;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2017;218;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2018;28;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2018;128;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2018;180;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2019;5;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2019;85;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2019;99;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2017;88;processos_f5ee6400-1371-42d8-b495-e6387b521b6b.csv
2016;58;processos_f5fb6ed4-7774-4205-9c66-5f4ea34de2d9.csv
2021;39;processos_f5fb6ed4-7774-4205-9c66-5f4ea34de2d9.csv
2023;92;processos_f9d9df0d-a05b-4665-aa30-678a6c0ec2c9.csv
2016;5;processos_faeb2fc4-e502-4f4f-a92b-cafd764f26c2.csv
2016;81;processos_faeb2fc4-e502-4f4f-a92b-cafd764f26c2.csv
2018;169;processos_fcca68cd-19e2-489b-a2a7-799b209685c7.csv
2022;144;processos_fcca68cd-19e2-489b-a2a7-799b209685c7.csv
