ano;data;dataVencimento;itens;numero;ocorrencias;origem_arquivo
2019;2019-10-07;2020-10-07;itens_a3f886b2-b714-4c81-840e-342a2d390e0c.csv;157; ;atasRegistroPrecos_d24e5c30-1714-453a-859f-2d0ce6981e21.csv
2019;2019-10-07;2020-10-07;itens_ff998983-1082-4f6f-9431-8b01d8d3480c.csv;158; ;atasRegistroPrecos_d24e5c30-1714-453a-859f-2d0ce6981e21.csv
2019;2019-10-07;2020-10-07;itens_a7fc208e-566c-4e4b-ab50-037ffbf34ceb.csv;70; ;atasRegistroPrecos_d24e5c30-1714-453a-859f-2d0ce6981e21.csv
2019;2019-10-07;2020-10-07;itens_123bff90-b19a-4510-b772-806fb79536da.csv;159; ;atasRegistroPrecos_d24e5c30-1714-453a-859f-2d0ce6981e21.csv
2019;2019-08-22;2020-08-22;itens_c2028505-4115-4000-9e1a-b4aa03c92b22.csv;19; ;atasRegistroPrecos_d499210d-3eb6-4816-b8a0-d4225f47df3b.csv
2019;2019-09-30;2020-09-30;itens_33621573-cc8d-437e-b4bd-982b3222f62c.csv;66; ;atasRegistroPrecos_d54bc9f8-6873-48c2-8dbb-8564e0a24925.csv
2019;2019-04-02;2020-04-02;itens_7d4cfca8-02db-4019-b8d6-0784bb8b3bee.csv;9; ;atasRegistroPrecos_d8d83231-de59-455c-be5a-f16cbde7e023.csv
2019;2019-04-12;2020-04-12;itens_cfd4ac6c-0403-4272-adcb-b64cf264c9e5.csv;109; ;atasRegistroPrecos_d9bb1bc3-16c8-4f37-aec3-3adf96f5ac9a.csv
2019;2019-04-12;2020-04-12;itens_bac8de0f-d6d6-4604-a025-637d56580f81.csv;108; ;atasRegistroPrecos_d9bb1bc3-16c8-4f37-aec3-3adf96f5ac9a.csv
2019;2019-04-12;2020-04-12;itens_1775abcb-cd70-4672-a66b-b292fcff9eb0.csv;18; ;atasRegistroPrecos_d9bb1bc3-16c8-4f37-aec3-3adf96f5ac9a.csv
2019;2019-04-12;2020-04-12;itens_a8978756-991f-4fc0-ae13-ed54034c5d7e.csv;110; ;atasRegistroPrecos_d9bb1bc3-16c8-4f37-aec3-3adf96f5ac9a.csv
2019;2019-03-22;2020-03-22;itens_d8164619-7e0f-4901-b405-c6c05557db1b.csv;11; ;atasRegistroPrecos_e06e47dd-8a8e-4239-90fe-2f675b224271.csv
