cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
01.780.703/0001-42;0;;1072;TRATORMAX COMERCIO DE PECAS LTDA;8.0;;27.92;25.52;3.49;3.19;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1073;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;1.8;1.4;0.45;0.35;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1074;TRATORMAX COMERCIO DE PECAS LTDA;8.0;;100.72;87.6;12.59;10.95;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1075;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;181.8;164.92;45.45;41.23;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1076;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;246.12;223.08;246.12;223.08;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1077;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;406.38;366.48;203.19;183.24;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1078;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;4683.87;4244.48;4683.87;4244.48;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1079;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;489.52;444.17;489.52;444.17;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1080;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;358.0;324.66;179.0;162.33;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1081;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;589.47;533.8;589.47;533.8;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1082;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;1378.81;1249.84;1378.81;1249.84;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1083;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;222.8;202.16;111.4;101.08;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1084;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;162.04;147.4;40.51;36.85;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1085;TRATORMAX COMERCIO DE PECAS LTDA;6.0;;78.66;71.7;13.11;11.95;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1086;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;895.82;812.64;447.91;406.32;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1087;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;194.6;177.26;97.3;88.63;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1088;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;166.84;151.38;83.42;75.69;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1089;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;32.34;28.88;16.17;14.44;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1090;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;114.46;103.78;57.23;51.89;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1091;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;149.72;135.64;149.72;135.64;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1092;TRATORMAX COMERCIO DE PECAS LTDA;8.0;;205.76;186.4;25.72;23.3;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1093;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;28.04;25.48;7.01;6.37;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1094;TRATORMAX COMERCIO DE PECAS LTDA;8.0;;146.48;133.04;18.31;16.63;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1095;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;144.08;130.68;36.02;32.67;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1096;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;4900.88;4439.68;4900.88;4439.68;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1097;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;104.64;94.8;26.16;23.7;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1098;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;53.24;48.2;26.62;24.1;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1099;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;92.28;83.66;46.14;41.83;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1100;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;410.38;371.87;410.38;371.87;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1101;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;254.83;231.05;254.83;231.05;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1102;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;223.96;203.16;111.98;101.58;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1103;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;72.22;65.52;36.11;32.76;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1104;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;308.59;279.85;308.59;279.85;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1105;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;14.36;12.94;7.18;6.47;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1106;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;243.58;221.08;121.79;110.54;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1107;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;12.18;10.96;6.09;5.48;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1108;TRATORMAX COMERCIO DE PECAS LTDA;3.0;;50.76;46.02;16.92;15.34;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1109;TRATORMAX COMERCIO DE PECAS LTDA;3.0;;520.08;469.05;173.36;156.35;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1110;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;567.16;513.88;283.58;256.94;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1111;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;56.44;51.18;28.22;25.59;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1112;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;236.5;214.12;118.25;107.06;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1113;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;199.92;181.24;49.98;45.31;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1114;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;512.13;464.08;512.13;464.08;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1115;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;507.16;459.6;507.16;459.6;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1116;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;5.73;5.18;5.73;5.18;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1117;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;110.82;100.39;110.82;100.39;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1118;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;66.12;59.96;33.06;29.98;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1119;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;210.82;191.02;105.41;95.51;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1120;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;487.78;442.08;487.78;442.08;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1121;TRATORMAX COMERCIO DE PECAS LTDA;6.0;;85.92;77.7;14.32;12.95;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1122;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;258.35;234.13;258.35;234.13;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1123;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;253.16;229.46;126.58;114.73;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1124;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;378.69;343.18;378.69;343.18;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1125;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;22.64;20.72;5.66;5.18;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1126;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;397.64;360.52;198.82;180.26;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1127;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;62.06;56.16;31.03;28.08;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1128;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;533.82;483.8;533.82;483.8;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1129;TRATORMAX COMERCIO DE PECAS LTDA;8.0;;70.08;63.76;8.76;7.97;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1130;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;119.84;108.65;119.84;108.65;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1131;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;499.38;452.53;499.38;452.53;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1132;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;196.44;178.07;196.44;178.07;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1133;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;4821.06;4368.97;4821.06;4368.97;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1134;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;346.24;313.71;346.24;313.71;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1135;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;5819.48;5274.24;5819.48;5274.24;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1136;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;56.08;49.8;28.04;24.9;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1137;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;44.86;40.84;22.43;20.42;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1138;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;82.36;74.48;20.59;18.62;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1139;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;416.97;377.84;416.97;377.84;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1140;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;40.24;36.44;20.12;18.22;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1141;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;274.74;248.98;137.37;124.49;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1142;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;225.89;204.76;225.89;204.76;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1143;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;154.34;139.82;77.17;69.91;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1144;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;324.09;293.79;324.09;293.79;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1145;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;913.2;827.58;913.2;827.58;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1146;TRATORMAX COMERCIO DE PECAS LTDA;6.0;;53.04;47.82;8.84;7.97;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1147;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;69.84;63.34;69.84;63.34;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1148;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;559.12;506.91;559.12;506.91;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1149;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;630.64;571.64;315.32;285.82;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1150;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;11929.68;10811.39;11929.68;10811.39;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1151;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;10760.33;9751.76;10760.33;9751.76;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1152;TRATORMAX COMERCIO DE PECAS LTDA;8.0;;46.24;42.24;5.78;5.28;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1153;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;1447.64;1310.6;723.82;655.3;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1154;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;44.28;39.84;11.07;9.96;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1155;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;3120.2;2826.32;780.05;706.58;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1156;TRATORMAX COMERCIO DE PECAS LTDA;8.0;;21.52;19.12;2.69;2.39;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1157;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;2283.29;2068.46;2283.29;2068.46;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1158;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;2248.67;2037.59;2248.67;2037.59;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1159;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;519.7;470.06;259.85;235.03;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1160;TRATORMAX COMERCIO DE PECAS LTDA;3.0;;242.28;219.6;80.76;73.2;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1161;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;3760.86;3407.94;3760.86;3407.94;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1162;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;3648.12;3306.36;3648.12;3306.36;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1163;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;592.12;535.78;296.06;267.89;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1164;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;642.7;582.4;321.35;291.2;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1165;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;735.66;666.64;367.83;333.32;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1166;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;521.5;472.65;521.5;472.65;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1167;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;243.1;220.3;121.55;110.15;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1168;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;458.48;415.49;458.48;415.49;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1169;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;400.23;362.7;400.23;362.7;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1170;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;221.38;200.67;221.38;200.67;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1171;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;257.63;233.44;257.63;233.44;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1172;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;234.59;212.62;234.59;212.62;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1173;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;221.38;200.67;221.38;200.67;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1174;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;1019.13;923.59;1019.13;923.59;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1175;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;2756.03;2497.69;2756.03;2497.69;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1176;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;606.43;549.63;606.43;549.63;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1177;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;374.02;339.0;374.02;339.0;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1178;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;602.36;545.76;150.59;136.44;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1179;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;493.4;446.96;123.35;111.74;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1180;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;121.5;110.15;121.5;110.15;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1181;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;171.74;155.66;171.74;155.66;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1182;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;975.94;884.54;487.97;442.27;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1183;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;4465.89;4047.3;4465.89;4047.3;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1184;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;116.15;105.27;116.15;105.27;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1185;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;439.45;397.36;439.45;397.36;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1186;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;884.94;801.99;884.94;801.99;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1187;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;458.06;415.09;458.06;415.09;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1188;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;708.0;641.65;708.0;641.65;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1189;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;5.38;4.78;2.69;2.39;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1190;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;149.92;135.84;74.96;67.92;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1191;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;563.6;510.7;281.8;255.35;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1192;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;714.78;647.72;357.39;323.86;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1193;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;193.3;175.28;96.65;87.64;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1194;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;352.91;319.78;352.91;319.78;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1195;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;569.56;516.17;569.56;516.17;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1196;TRATORMAX COMERCIO DE PECAS LTDA;8.0;;124.48;113.12;15.56;14.14;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1197;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;24.7;22.3;12.35;11.15;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1198;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;71.42;64.74;35.71;32.37;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1199;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;167.46;151.78;83.73;75.89;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1200;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;260.16;235.84;65.04;58.96;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1201;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;391.36;354.52;97.84;88.63;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1202;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;167.52;151.78;83.76;75.89;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1203;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;41.56;37.64;20.78;18.82;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1204;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;1532.26;1388.67;1532.26;1388.67;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1205;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;116.2;105.36;58.1;52.68;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1206;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;1113.5;1009.04;556.75;504.52;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1207;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;4519.1;4095.5;2259.55;2047.75;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1208;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;796.77;722.12;796.77;722.12;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1209;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;84.76;76.78;84.76;76.78;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1210;TRATORMAX COMERCIO DE PECAS LTDA;1.0;;695.38;630.2;695.38;630.2;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1211;TRATORMAX COMERCIO DE PECAS LTDA;4.0;;835.04;756.88;208.76;189.22;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
01.780.703/0001-42;0;;1212;TRATORMAX COMERCIO DE PECAS LTDA;2.0;;1209.5;1096.08;604.75;548.04;itensVencedores_73cb4542-a39b-4988-9f4a-4bac6d216500.csv
