descricao;idItem;numero;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
CADEADO 60mm (MARCA PADO);1318752;436;10;ATIVO;UNIDADE;406.3;40.63;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
CADEADO 45mm (MARCA PADO);1318753;434;10;ATIVO;UNIDADE;241.4;24.14;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Chave de fenda 3/8x6 (polegadas);1318754;460;3;ATIVO;PEÃA;34.41;11.47;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Corda poliester/ seda tranÃ§ada 4mm;1318755;489;200;ATIVO;METRO;112.0;0.56;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Chave phillips 3/8x8 (polegadas);1318756;472;3;ATIVO;PEÃA;40.62;13.54;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Chave phillips 1/4x4 (polegadas).;1318757;464;3;ATIVO;PEÃA;16.26;5.42;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
BOTINA COM ELÃSTICO SOLADO PU (qualquer numeraÃ§Ã£o);1318758;395;20;ATIVO;PAR;686.2;34.31;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Arruela lisa 3/8.;1318759;387;10;ATIVO;CENTO;90.3;9.03;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Cabo p/ pÃ¡ de cavar;1318760;424;10;ATIVO;UNIDADE;54.2;5.42;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Cabo p/ lima 8 a 10;1318761;423;20;ATIVO;UNIDADE;90.2;4.51;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
BUCHA PLASTICA 8mm;1318762;416;10;ATIVO;CENTO;54.5;5.45;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Prego 18 x 24;1318763;573;10;ATIVO;kg;94.8;9.48;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Prego 17 x 27;1318764;572;10;ATIVO;kg;90.3;9.03;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
PÃ© de cabra 3/4x80cm;1318765;559;3;ATIVO;PACOTE;94.8;31.6;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Serra Copo 2 (7pÃ§s);1318766;593;10;ATIVO;UNIDADE;234.8;23.48;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Fechadura Interna Cromada;1318767;510;25;ATIVO;UNIDADE;654.75;26.19;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Parafuso 3,5mm x 30 philips bicromatizado;1318768;554;10;ATIVO;CENTO;49.7;4.97;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Oculos proteÃ§Ã£o incolor com haste;1318769;548;50;ATIVO;PACOTE;196.5;3.93;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
LUBRIFICANTE DESINGRIPANTE 300ML;1318770;537;36;ATIVO;LITRO;195.12;5.42;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
LIMA REDONDA MURÃA 8;1318771;531;3;ATIVO;UNIDADE;58.5;19.5;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Cal para pintura 8kg.;1318772;615;100;ATIVO;SACA;700.0;7.0;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
CABO (PP) PARA EXTENSÃO DE FIO 2X2,5mm;1318774;222;300;ATIVO;METRO;867.0;2.89;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Disjuntor 50A monofÃ¡sico preto;1318779;244;15;ATIVO;PEÃA;253.5;16.9;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
DISJUNTOR BRANCO MONOFASICO(CURVA C) 16A;1318780;246;30;ATIVO;PACOTE;160.2;5.34;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
PINO FEMEA 10A CINZA 2P;1318781;326;50;ATIVO;UNIDADE;133.5;2.67;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Passa Fio 20 Metros;1318782;324;5;ATIVO;UNIDADE;66.7;13.34;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
LUMINÃRIA COMPLETA C/LAMPADA LED 2X20WTS COMPRIMENTO 1,20MT;1318783;319;20;ATIVO;UNIDADE;978.2;48.91;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
PLAFON DUPLO;1318784;317;100;ATIVO;UNIDADE;800.0;8.0;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
LAMPADA TUBOLAR LED 1,20MT 20WTS;1318785;314;300;ATIVO;UNIDADE;6660.0;22.2;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Reator eletronico 2x20watts;1318786;336;150;ATIVO;UNIDADE;3067.5;20.45;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
AbraÃ§adeira em Nylon 110 mmÂ² (cor preta ou branca, comprimen;1318787;363;30;ATIVO;PACOTE;568.8;18.96;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
tomada (sistema X) 2p+t 10A c/placa e cx  branco;1318788;348;50;ATIVO;UNIDADE;355.5;7.11;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
TEMPORIZADOR ANALOGICO;1318789;347;3;ATIVO;UNIDADE;109.38;36.46;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
Disjuntor branco trifÃ¡sico 63A - Curva C;1318790;267;30;ATIVO;PACOTE;987.0;32.9;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
DISJUNTOR BRANCO MONOFÃSICO (CURVA C) 32A;1318791;249;30;ATIVO;PACOTE;160.2;5.34;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
interruptor embutir 3 tecla simples 10A c/placa branco;1318792;294;10;ATIVO;UNIDADE;115.6;11.56;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
FITA ISOLANTE AUTO FUSÃO 5mt;1318793;280;10;ATIVO;UNIDADE;80.0;8.0;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv
EmulsÃ£o AsfÃ¡ltica RR-1C;1302349;2;1000;ATIVO;kg;3086560.0;3086.56;itens_26bb8da1-6a69-427a-a1b5-04ef740eb812.csv
Pasta Polionda MÃ©dia;1300284;43;450;ATIVO;UNIDADE;643.5;1.43;itens_27ddbe04-5eb2-4c54-b0f7-f0d7117e762b.csv
Fita adesiva plastica transparente;1306450;20;1500;ATIVO;UNIDADE;2475.0;1.65;itens_27ddbe04-5eb2-4c54-b0f7-f0d7117e762b.csv
Caixa de arquivo morto.;1308443;8;1000;ATIVO;UNIDADE;2320.0;2.32;itens_27ddbe04-5eb2-4c54-b0f7-f0d7117e762b.csv
Massa de modelar macia;1312484;35;4000;ATIVO;CAIXA;4960.0;1.24;itens_27ddbe04-5eb2-4c54-b0f7-f0d7117e762b.csv
Apagador quadro negro escolar;1312487;2;300;ATIVO;UNIDADE;780.0;2.6;itens_27ddbe04-5eb2-4c54-b0f7-f0d7117e762b.csv
Caneta destaca texto.;1318712;10;50;ATIVO;CAIXA;440.5;8.81;itens_27ddbe04-5eb2-4c54-b0f7-f0d7117e762b.csv
IBUPROFENO 300 MG CPR;1266557;368;45000;ATIVO;COMPRIMIDO;5287.5;0.1175;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
QUETIAPINA 100MG CPR;1266558;561;73000;ATIVO;COMPRIMIDO;32485.0;0.445;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
EstrogÃªnios conjugados 0,625mg;1266559;293;22000;ATIVO;COMPRIMIDO;15070.0;0.685;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
ESCITALOPRAM, OXALATO 10MG CPR;1266560;281;100000;ATIVO;COMPRIMIDO;16500.0;0.165;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
DIOSMINA + HESPERIDINA 450MG+50MG CPR;1266561;253;16000;ATIVO;COMPRIMIDO;5208.0;0.3255;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
DIMENIDRATO + PIRIDOXINA 25+5 MG / ML- GOTAS;1266562;249;1200;ATIVO;FRASCO;3462.0;2.885;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
CUMARINA + TROXERRUTINA 15MG + 90MG CPR;1266563;221;9000;ATIVO;COMPRIMIDO;990.0;0.11;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
BROMETO DE N-BUTIL ESCOPOLAMINA + DIPIRONA 6,67MG+333,4MG/ML;1266564;112;15500;ATIVO;FRASCO;77500.0;5.0;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
BROMETO DE N-BUTIL ESCOPOLAMINA + DIPIRONA 10MG+250MG CPR;1266565;110;350000;ATIVO;COMPRIMIDO;124250.0;0.355;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
HIDROCLOROTIAZIDA 50MG;1266572;359;100000;ATIVO;COMPRIMIDO;4000.0;0.04;itens_29ec779c-00df-46f7-85b7-3ff3f8910591.csv
Forquilhinha;1264671;4;1;ATIVO;UNIDADE;47000.0;47000.0;itens_2a11a73e-6a2d-4007-8454-ccd7e6de67c2.csv
IÃ§ara;1264674;5;1;ATIVO;UNIDADE;60000.0;60000.0;itens_2a11a73e-6a2d-4007-8454-ccd7e6de67c2.csv
Sobrecoxa de frango;1298233;15;550;ATIVO;kg;4625.5;8.41;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
AGUA MINERAL COM GÃS;1304442;115;275;ATIVO;FARDO;508.75;1.85;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
CARNE SUÃNA LOMBO;1304449;8;825;ATIVO;kg;10758.0;13.04;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
OVOS CLASSE A;1306463;95;930;ATIVO;CAIXA;4166.4;4.48;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
REFRIGERANTE SABOR LIMÃO;1306466;100;55;ATIVO;GARRAFA;350.9;6.38;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
Agua Mineral sem gÃ¡s;1306467;116;275;ATIVO;FARDO;492.25;1.79;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
REFRIGERANTE SABOR GUARANÃ;1306468;99;55;ATIVO;GARRAFA;350.9;6.38;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
AÃUCAR EM SACHÃ;1306470;60;55;ATIVO;CAIXA;1014.2;18.44;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
FRANGO INTEIRO CAIPIRA;1306471;16;440;ATIVO;kg;3630.0;8.25;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
FILEZINHO DE PEITO DE FRANGO (SASSAMI);1306475;14;110;ATIVO;kg;1076.9;9.79;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
PALITO DE DENTE;1308465;119;275;ATIVO;CAIXA;684.75;2.49;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
MACARRÃO PARAFUSO;1310485;87;330;ATIVO;EMBALAGEM;920.7;2.79;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
Farinha de mandioca;1310486;75;360;ATIVO;kg;1778.4;4.94;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
REFRIGERANTE SABOR COLA;1310488;98;55;ATIVO;GARRAFA;350.9;6.38;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
REFRESCO EM PÃ;1310489;97;1375;ATIVO;EMBALAGEM;1911.25;1.39;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
Arroz parboilizado;1310491;63;825;ATIVO;kg;1666.5;2.02;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
Azeite de oliva tipo extra virgem;1310494;64;84;ATIVO;EMBALAGEM;1806.0;21.5;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
MACARRÃO ESPAGUETE;1312500;85;550;ATIVO;EMBALAGEM;1534.5;2.79;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
Gelatina em pÃ³;1312501;82;550;ATIVO;EMBALAGEM;885.5;1.61;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
PAPEL ALUMÃNIO;1312503;121;60;ATIVO;ROLO;394.2;6.57;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
CARNE BOVINA CORTE FRALDINHA;1312508;6;825;ATIVO;kg;11797.5;14.3;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
DOCE DE FRUTAS;1314647;70;165;ATIVO;POTE;693.0;4.2;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
CARNE BOVINA BIFE DE COXÃO MOLE;1314657;5;550;ATIVO;kg;10450.0;19.0;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
FEIJAO VERMELHO;1316709;80;300;ATIVO;kg;1941.0;6.47;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
SACO PLASTICO;1316712;120;60;ATIVO;ROLO;360.0;6.0;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
CARNE SUÃNA CARRÃ;1316718;7;550;ATIVO;kg;6017.0;10.94;itens_2a157756-d845-4daa-b922-9662aa0cd9a1.csv
Capa de TransferÃªncia.;1300722;6;5000;ATIVO;UNIDADE;2050.0;0.41;itens_2a19e484-c288-4bfd-83d9-d5d3f3231acd.csv
Caderno para baixa visÃ£o;1312867;5;100;ATIVO;UNIDADE;940.0;9.4;itens_2a19e484-c288-4bfd-83d9-d5d3f3231acd.csv
informativo;1319105;11;3000;ATIVO;UNIDADE;780.0;0.26;itens_2a19e484-c288-4bfd-83d9-d5d3f3231acd.csv
Giz colorido plastificado;1298664;43;1000;ATIVO;CAIXA;1940.0;1.94;itens_2c74ca12-2b01-46a5-a918-c930346605b5.csv
Pincel Marcador para Vidro;1308866;62;500;ATIVO;UNIDADE;525.0;1.05;itens_2c74ca12-2b01-46a5-a918-c930346605b5.csv
Papel Pardo Kraft  natura;1312883;58;200;ATIVO;ROLO;16000.0;80.0;itens_2c74ca12-2b01-46a5-a918-c930346605b5.csv
RÃ©gua escritÃ³rio, material acrÃ­lico/plÃ¡stico;1315062;68;300;ATIVO;UNIDADE;297.0;0.99;itens_2c74ca12-2b01-46a5-a918-c930346605b5.csv
Clips para papel 3/0 caixa com 50 unidades;1298320;29;950;ATIVO;CAIXA;921.5;0.97;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Calculadora de mesa 12 digitos;1298323;18;212;ATIVO;UNIDADE;1738.4;8.2;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Umidificafor de Dedos 12g;1298325;103;50;ATIVO;CAIXA;825.0;16.5;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Papel Sulfite Colorido (tonalidade Azul,) Tamanho A4;1298326;104;45;ATIVO;PACOTE;188.1;4.18;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Fita adesiva branca.;1300395;44;172;ATIVO;UNIDADE;378.4;2.2;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Clips para papel 8/0 caixa com 25 unidades.;1300398;31;424;ATIVO;CAIXA;508.8;1.2;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Grampo para grampeador galvanizado 26/6;1300400;55;415;ATIVO;CAIXA;1120.5;2.7;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pasta arquivo de A-Z  tamanho oficio;1300402;72;376;ATIVO;UNIDADE;2970.4;7.9;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Prancha de Madeira .;1300404;94;335;ATIVO;UNIDADE;938.0;2.8;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Livro Ata pautado com 100 folhas.;1302454;62;565;ATIVO;UNIDADE;4881.6;8.64;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Grafite de 0,5 MM.;1302455;50;16;ATIVO;CAIXA;69.6;4.35;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
CD-R regravavel 24 x midia prata 700 MB 80 mim;1302456;27;51;ATIVO;UNIDADE;109.65;2.15;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Bobina de saco plÃ¡stico transparente;1302457;8;1250;ATIVO;ROLO;4000.0;3.2;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Papel Sulfite Colorido (tonalidade Amarelo,) Tamanho A4;1302461;106;45;ATIVO;PACOTE;188.1;4.18;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
PlÃ¡stico autoadesivo de fÃ¡cil aplicaÃ§Ã£o estampado;1302462;91;21;ATIVO;UNIDADE;714.0;34.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
CORRETIVO LIQUIDO;1304530;37;95;ATIVO;CAIXA;1804.05;18.99;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
grampo trilho plastico (macho/Femea);1304533;57;316;ATIVO;PACOTE;1305.08;4.13;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
CD virgem, 700mb de capacidade sem capa.;1304534;26;260;ATIVO;UNIDADE;197.6;0.76;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Perfurador 2 furos para ate 20 folhas de papel 75g/mÂ²;1304536;84;114;ATIVO;UNIDADE;1368.0;12.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
PlÃ¡stico autoadesivo de fÃ¡cil aplicaÃ§Ã£o transparente;1304537;92;36;ATIVO;UNIDADE;1656.0;46.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Lapiseira, material plÃ¡stico,diamÃªtro de carga 0,7mm;1306559;61;55;ATIVO;UNIDADE;148.5;2.7;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Rolo de senha de papel de 2 (dois)digitos;1306565;99;145;ATIVO;UNIDADE;1798.0;12.4;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Papel Sulfite Colorido (tonalidade Rosa,) Tamanho A4;1306567;105;45;ATIVO;PACOTE;188.1;4.18;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Grafite de 0,7 MM.;1308549;51;22;ATIVO;CAIXA;103.4;4.7;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Papel tÃ©rmico para fax 30 mts x 21 cm;1308550;71;28;ATIVO;UNIDADE;225.96;8.07;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
APARELHO TELEFONICO SEM FIO.;1308551;3;40;ATIVO;UNIDADE;3320.0;83.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Cartolina tamanho ofÃ­cio -  cores variadas.;1308553;24;5664;ATIVO;Pacote;849.6;0.15;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Caixa em papelÃ£o para arquivo morto.;1308554;16;3750;ATIVO;UNIDADE;4312.5;1.15;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pilha Palito Comum (AAA);1308555;87;2910;ATIVO;CARTELA;6111.0;2.1;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pen drive de 8 Gb, USB 2.0;1308556;82;73;ATIVO;UNIDADE;1460.0;20.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Portas canetas;1308557;93;183;ATIVO;UNIDADE;1061.4;5.8;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Quadro branco confeccionado em mdf DimensÃµes 90x60cm.;1308558;96;22;ATIVO;UNIDADE;1097.8;49.9;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Rolo de senha de papel de 3 (tres) digitos;1308559;100;185;ATIVO;UNIDADE;2177.45;11.77;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Papel pardo kraft 40 mt .;1310584;70;245;ATIVO;ROLO;2670.5;10.9;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Papel Off-set, alcalino, formato A-4.;1310585;69;372;ATIVO;CAIXA;53940.0;145.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Livro Ata pautado com 200 folhas.;1310586;63;393;ATIVO;UNIDADE;6484.5;16.5;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Grampo para grampeador galvanizado 23/13;1310588;54;219;ATIVO;CAIXA;591.3;2.7;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Clips para papel 2/0 caixa com 100 unidades.;1310590;28;2070;ATIVO;CAIXA;3933.0;1.9;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
"Pilha pequena comum, na voltagem 1,5 V;";1310593;88;1625;ATIVO;CARTELA;4387.5;2.7;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Papel Sulfite Colorido (tonalidade Marfim,) Tamanho A4;1310595;107;45;ATIVO;PACOTE;188.1;4.18;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Papel Sulfite Colorido (tonalidade Verde,) Tamanho A4;1310596;108;45;ATIVO;PACOTE;188.1;4.18;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
"Grampo trilho encadernador;";1312590;56;181;ATIVO;CAIXA;1267.0;7.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Caixa para correspondencia .;1312592;17;75;ATIVO;UNIDADE;2550.0;34.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pasta catalogo para documentos;1312593;74;405;ATIVO;UNIDADE;3073.95;7.59;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pasta cartolina plastificada com elastico;1312594;73;494;ATIVO;UNIDADE;785.46;1.59;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Etiqueta carta para impressoras disk Jet e Laser ref;1314732;42;77;ATIVO;CAIXA;1925.0;25.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Livro fiscal ponto.;1314735;65;281;ATIVO;UNIDADE;1964.19;6.99;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pilha MÃ©dia: pilha comum, na voltagem de 1,5, 2650;1314737;86;1302;ATIVO;CARTELA;5598.6;4.3;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pilha grande: pilha comum, na voltagem de 1,5 V, 2650;1314738;85;90;ATIVO;CARTELA;711.0;7.9;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pasta L Transparente tamanho ofÃ­cio;1314739;75;270;ATIVO;PACOTE;1674.0;6.2;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Estilete recarregÃ¡vel.;1316805;41;208;ATIVO;UNIDADE;291.2;1.4;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Folhas de papel carbono;1316806;49;17;ATIVO;CAIXA;306.0;18.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Clips para papel 6/0 caixa com 50 unidades.;1316807;30;397;ATIVO;CAIXA;774.15;1.95;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Lapiseira, material plÃ¡stico,diamÃªtro de carga 0,5mm;1316808;60;70;ATIVO;UNIDADE;182.0;2.6;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Bateria 9 volts no tamanho padrÃ£o;1316810;5;415;ATIVO;CARTELA;1680.75;4.05;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Quadro branco confeccionado em mdf 120x90cm.;1316814;95;22;ATIVO;UNIDADE;1650.0;75.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Aparelho telefÃ´nico com fio.;1318811;2;125;ATIVO;UNIDADE;4750.0;38.0;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Pilhas de MercÃºrio;1318814;89;233;ATIVO;UNIDADE;1246.55;5.35;itens_2cb9d949-c86d-4bba-bad2-1968e6dcd977.csv
Caneta permanente;1298623;60;10;ATIVO;UNIDADE;33.0;3.3;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Caneta esferografica vermelha.;1298625;63;50;ATIVO;UNIDADE;41.5;0.83;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Tesoura mÃ©dia;1300698;102;4;ATIVO;UNIDADE;24.0;6.0;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Caneta esferografica preta.;1300700;64;100;ATIVO;UNIDADE;83.0;0.83;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Envelope Saco na cor parda 162 x 229;1300701;71;10;ATIVO;CAIXA;339.3;33.93;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
PlÃ¡stico autoadesivo transparente;1304792;99;3;ATIVO;ROLO;237.0;79.0;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Bobina Termica;1306821;58;40;ATIVO;UNIDADE;242.8;6.07;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
"Caneta esferogrÃ¡fica azul;";1306827;62;100;ATIVO;UNIDADE;83.0;0.83;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Blocos de recados pequeno;1310862;57;10;ATIVO;EMBALAGEM;38.4;3.84;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Clipes para papÃ©is n.Âº 3;1310868;67;10;ATIVO;CAIXA;95.0;9.5;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
COLA;1310869;70;10;ATIVO;UNIDADE;40.9;4.09;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Grampeador de mesa pequeno;1310872;91;5;ATIVO;UNIDADE;68.3;13.66;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Apagador para Quadro Branco.;1312837;54;2;ATIVO;UNIDADE;9.94;4.97;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Grampos para grampeador 26/6;1312846;92;10;ATIVO;CAIXA;35.5;3.55;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Pilhas alcalinas AAA;1315022;98;60;ATIVO;EMBALAGEM;420.0;7.0;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Clipes para papÃ©is n.Âº 8/0;1315024;68;10;ATIVO;CAIXA;95.0;9.5;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Caneta corretivo;1317066;61;10;ATIVO;UNIDADE;47.6;4.76;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Fita adesiva 45 MM;1317068;75;15;ATIVO;UNIDADE;39.9;2.66;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Pilhas alcalinas C;1319088;97;30;ATIVO;EMBALAGEM;395.1;13.17;itens_2d084d3d-5264-4ba3-aaac-ca5f29fb5b19.csv
Massa de modelar;1300743;54;5000;ATIVO;CAIXA;6600.0;1.32;itens_2d62dcc7-a6d8-4bc2-b086-da5ec2446aae.csv
Caixa organizadora de plÃ¡stico baixa 8,6 litros;1304824;22;200;ATIVO;UNIDADE;4546.0;22.73;itens_2d62dcc7-a6d8-4bc2-b086-da5ec2446aae.csv
Caneta para tecido;1306867;26;300;ATIVO;CAIXA;5232.0;17.44;itens_2d62dcc7-a6d8-4bc2-b086-da5ec2446aae.csv
Caixa de arquivo morto.;1306868;21;2000;ATIVO;UNIDADE;4800.0;2.4;itens_2d62dcc7-a6d8-4bc2-b086-da5ec2446aae.csv
