descricao;idItem;numero;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
84099914 VALVULA DE ESCAPE;1300643;1063;4;ATIVO;UNIDADE;171.28;42.82;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84099999 PULVERIZADOR DE ACO;1300644;1059;2;ATIVO;UNIDADE;113.14;56.57;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84136011 CJ.BOMBA INJETORA ACO P/MOTOR;1300645;1151;1;ATIVO;UNIDADE;9751.76;9751.76;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 ANEL O PLANETARIO DE BORRACHA;1300646;1230;6;ATIVO;UNIDADE;68.1;11.35;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40161010 KIT RETENTORES DE BORRACHA;1300647;1229;3;ATIVO;UNIDADE;2514.42;838.14;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181900 TAMPAO ACO CONICO M10 X 1 D;1300648;1259;2;ATIVO;UNIDADE;14.14;7.07;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84821010 ROLAMENTO DE ACO DE ESFERAS;1300649;1257;1;ATIVO;UNIDADE;215.11;215.11;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85122022 CJ.LANTERNA DIRECIONAL D.;1300650;1173;1;ATIVO;UNIDADE;200.67;200.67;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85123000 BUZINA 12 VOLTS;1300651;1167;2;ATIVO;UNIDADE;220.3;110.15;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85365090 INTERRUPTOR DE ALERTA ELETRONICO;1300652;1165;2;ATIVO;UNIDADE;666.64;333.32;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 ANEL TRAVA  DE ACO;1300653;1203;2;ATIVO;UNIDADE;37.64;18.82;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 DISCO DE ACO INTERMEDIARIO;1300654;1200;4;ATIVO;UNIDADE;235.84;58.96;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
39269090 ANEL VEDACAO EM PLASTICO;1300655;1198;2;ATIVO;UNIDADE;64.74;32.37;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40161010 ANEL DE BORRACHA - CJ. TRAN;1300656;1196;8;ATIVO;UNIDADE;113.12;14.14;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73043920 TUBO DE ACO;1300657;1186;1;ATIVO;UNIDADE;801.99;801.99;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
124573 ENGRENAGEM;1300665;801;6;ATIVO;UNIDADE;1928.76;321.46;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3304079 RODA  CJTO;1300666;797;1;ATIVO;UNIDADE;3673.22;3673.22;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3320141 KIT TRANSMISSAO;1300667;810;3;ATIVO;UNIDADE;2634.3;878.1;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
2538700 CAMISA;1300672;814;2;ATIVO;UNIDADE;2922.7;1461.35;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3118101 DISCO;1302479;2705;3;ATIVO;UNIDADE;328.35;109.45;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
5125062 SEMI EIXO;1302486;2692;1;ATIVO;UNIDADE;1237.84;1237.84;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
5127387 GARFO;1302487;2686;1;ATIVO;UNIDADE;1681.79;1681.79;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
5174202 GARFO;1302488;2685;1;ATIVO;UNIDADE;1788.57;1788.57;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
5138660 ROLAMENTO;1302489;2682;1;ATIVO;UNIDADE;298.67;298.67;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181500 PINO DE ACO;1302573;1348;1;ATIVO;UNIDADE;216.9;216.9;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84212300 FILTRO DA TRANSMISSAO;1302575;1376;4;ATIVO;UNIDADE;1079.56;269.89;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84129080 KIT RETENTORES DO CILINDRO;1302576;1301;1;ATIVO;UNIDADE;218.0;218.0;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182200 ANEL ESPACADOR DE ACO;1302577;1297;4;ATIVO;UNIDADE;176.08;44.02;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 BUCHA DE ACO CILINDRO HIDRA;1302578;1292;2;ATIVO;UNIDADE;184.44;92.22;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84814000 VALVULA DE ALIVIO P/DIST.;1302579;1286;1;ATIVO;UNIDADE;1568.53;1568.53;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40091100 MANGUEIRA FLEXIVEL DE BORRACHA;1302580;1278;1;ATIVO;UNIDADE;341.89;341.89;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314200 FACA DA CACAMBA 25MM;1302581;1331;2;ATIVO;UNIDADE;6351.78;3175.89;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 JUNTA ESFERICA;1302582;1328;4;ATIVO;UNIDADE;500.32;125.08;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181500 PARAFUSO DE ACO;1302583;1323;1;ATIVO;UNIDADE;32.37;32.37;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84841000 KIT DE REPARO CILINDRO HIDRAULICO;1302584;1306;1;ATIVO;UNIDADE;221.69;221.69;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
10659 ARRUELA;1302597;2103;4;ATIVO;UNIDADE;1.4;0.35;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
96145 ESPAÃADOR;1302598;2100;4;ATIVO;UNIDADE;68.6;17.15;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
200793 EIXO;1302599;2129;2;ATIVO;UNIDADE;897.14;448.57;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
10238 PARAFUSO;1302600;2124;6;ATIVO;UNIDADE;25.56;4.26;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
19732 ELEMENTO FILTRO;1302601;2118;5;ATIVO;UNIDADE;208.25;41.65;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
23719 ELEMENTO FILTRO;1302602;2115;10;ATIVO;UNIDADE;2682.4;268.24;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
128852 PINÃA DE FREIO;1302656;778;4;ATIVO;UNIDADE;6001.44;1500.36;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3319841 LUVA DO CARDAN;1302657;775;3;ATIVO;UNIDADE;847.62;282.54;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3339202 CARDAN;1302658;762;1;ATIVO;UNIDADE;602.21;602.21;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
117-7756 FLANGE;1302667;353;1;ATIVO;UNIDADE;1323.19;1323.19;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
155-5652 RETENTOR;1302668;350;5;ATIVO;UNIDADE;755.45;151.09;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
192-2613 SILENCIOSO;1302675;341;1;ATIVO;UNIDADE;884.21;884.21;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
110-6331 FILTRO;1302676;339;5;ATIVO;UNIDADE;532.0;106.4;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
237142 PLACA  CJTO;1302690;781;4;ATIVO;UNIDADE;421.72;105.43;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84219999 CORPO DE ACO FILTRO;1302691;1115;1;ATIVO;UNIDADE;459.6;459.6;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 JUNTA VEDACAO - BORRACHA;1302692;1113;4;ATIVO;UNIDADE;181.24;45.31;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40161010 RESPIRADOR;1302693;1112;2;ATIVO;UNIDADE;214.12;107.06;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 CJ TUBO DE ACO HIDRAULICO;1302694;1101;1;ATIVO;UNIDADE;231.05;231.05;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73079900 CJ CONECTOR DE ACO;1302695;1099;2;ATIVO;UNIDADE;83.66;41.83;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
90262010 CJ. INDICADOR NIVEL COMBUSTIVEL;1302696;1145;1;ATIVO;UNIDADE;827.58;827.58;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85365090 INTERRUPTOR PRESSAO OLEO;1302697;1143;2;ATIVO;UNIDADE;139.82;69.91;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40094290 MANGOTE DE BORRACHA P/RADIADOR;1302698;1134;1;ATIVO;UNIDADE;313.71;313.71;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40103900 CORREIA DE BORRACHA P/ MOTOR;1302699;1123;2;ATIVO;UNIDADE;229.46;114.73;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181600 PORCA DO PINHAO EIX.DIAN.;1302703;1242;2;ATIVO;UNIDADE;134.04;67.02;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 ANEL DE ACO P/EIXO DIANT.;1302704;1237;6;ATIVO;UNIDADE;164.94;27.49;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
87087090 JUNTA ESFERICA DO EIXO;1302705;1227;2;ATIVO;UNIDADE;669.24;334.62;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73209000 MOLA PRATO DE ACO;1302706;1225;6;ATIVO;UNIDADE;120.72;20.12;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181900 TAMPA DO EIXO DIANTEIRO;1302707;1224;6;ATIVO;UNIDADE;270.66;45.11;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182100 ARRUELA DE ACO DO EIXO DIANTEIRO;1302708;1219;10;ATIVO;UNIDADE;402.3;40.23;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 ANEL DE BORRACHA;1302709;1273;30;ATIVO;UNIDADE;30.0;1.0;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85122022 CJ.ALAVANCA MUDANCA DE DIRECAO;1302710;1174;1;ATIVO;UNIDADE;923.59;923.59;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85122022 CJ.LANTERNA DIRECIONAL E.;1302711;1170;1;ATIVO;UNIDADE;200.67;200.67;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
39269090 PAINEL DE INTRUM. DE PLASTICO;1302712;1168;1;ATIVO;UNIDADE;415.49;415.49;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
90328929 PLACA ELETRONICA;1302713;1161;1;ATIVO;UNIDADE;3407.94;3407.94;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85115010 ALTERNADOR;1302714;1158;1;ATIVO;UNIDADE;2037.59;2037.59;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84099969 BICO INJETOR DE ACO P/MOTOR;1302715;1155;4;ATIVO;UNIDADE;2826.32;706.58;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40161010 RETENTOR DE OLEO;1302716;1211;4;ATIVO;UNIDADE;756.88;189.22;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84812090 VALVULA HIDRAULICA DE ACO;1302717;1188;1;ATIVO;UNIDADE;641.65;641.65;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
239775 TURBINA;1302721;809;1;ATIVO;UNIDADE;795.6;795.6;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3320143 KIT CONVERSOR;1302723;811;3;ATIVO;UNIDADE;847.62;282.54;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
5166549 EIXO;1304556;2709;1;ATIVO;UNIDADE;2439.75;2439.75;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181500 CJ PINO FIXACAO SAPATA;1304631;1354;1;ATIVO;UNIDADE;254.25;254.25;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40161010 USE 87061147;1304632;1344;4;ATIVO;UNIDADE;170.88;42.72;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84219999 ELEMENTO FILTRO DE AR;1304635;1371;4;ATIVO;UNIDADE;501.92;125.48;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84849000 KIT REPARO RETENTORES;1304636;1302;1;ATIVO;UNIDADE;289.31;289.31;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181500 PARAFUSO ACO;1304637;1300;1;ATIVO;UNIDADE;546.64;546.64;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 HASTE DE ACO P/CILINDRO HIDRAULICO;1304638;1299;1;ATIVO;UNIDADE;760.06;760.06;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84819090 KIT DISTRIBUIDOR B90.B;1304639;1284;1;ATIVO;UNIDADE;1455.99;1455.99;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40161010 KIT VEDACAO VALVULA- BORRACHA;1304640;1283;1;ATIVO;UNIDADE;242.6;242.6;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 ANEL ORING DE BORRACHA 3/4;1304641;1279;20;ATIVO;UNIDADE;29.8;1.49;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 HASTE DE PLASTICO CONTROLE;1304642;1326;1;ATIVO;UNIDADE;430.03;430.03;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 PINO DE ACO;1304643;1321;4;ATIVO;UNIDADE;533.8;133.45;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
16606 ROLETE;1304660;2097;12;ATIVO;UNIDADE;2717.88;226.49;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
201864 ESTEIRA;1304662;2128;2;ATIVO;UNIDADE;8990.32;4495.16;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
19727 ELEMENTO FILTRO;1304663;2113;25;ATIVO;UNIDADE;2219.75;88.79;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3304103 CARDAN;1304713;761;1;ATIVO;UNIDADE;1095.41;1095.41;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
142-9193 REPARO;1304725;355;5;ATIVO;UNIDADE;877.5;175.5;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84148029 TURBO COMPRESSOR ACO P/MOTO;1304740;1096;1;ATIVO;UNIDADE;4439.68;4439.68;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84212300 FILTRO COMBUSTIVEL COM SEPA;1304741;1148;1;ATIVO;UNIDADE;506.91;506.91;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40094100 MANGUEIRA DE BORRACHA. COMBUSTIVEL;1304742;1147;1;ATIVO;UNIDADE;63.34;63.34;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84133090 BOMBA DE AGUA;1304743;1139;1;ATIVO;UNIDADE;377.84;377.84;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 ESPACADOR DE ACO P/MOTOR;1304744;1127;2;ATIVO;UNIDADE;56.16;28.08;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181500 PARAFUSO ACO CABECA SEXTAVA;1304745;1125;4;ATIVO;UNIDADE;20.72;5.18;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84814000 VALVULA ALIVIO;1304748;1089;2;ATIVO;UNIDADE;28.88;14.44;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84831020 RETENTOR BORRACH REVESTIDA;1304749;1080;2;ATIVO;UNIDADE;324.66;162.33;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 ANEL DE VEDACAO;1304750;1065;10;ATIVO;UNIDADE;232.0;23.2;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182200 ARRUELA ACO P/EIXO DIANT.;1304751;1235;18;ATIVO;UNIDADE;166.68;9.26;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 RETENTOR DE BORRACHA;1304752;1243;2;ATIVO;UNIDADE;146.4;73.2;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84822010 ROLAMENTO DE ROLOS CONICOS;1304753;1244;4;ATIVO;UNIDADE;894.72;223.68;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84136011 BOMBA HIDRAULICA;1304754;1270;1;ATIVO;UNIDADE;5066.09;5066.09;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 ANEL VEDACAO DE BORRACHA;1304755;1256;2;ATIVO;UNIDADE;2.2;1.1;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 PLACA-ACO P/FREIO DIFERENCIAL;1304756;1251;2;ATIVO;UNIDADE;975.38;487.69;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929PLACA DE ACO;1304757;1181;1;ATIVO;UNIDADE;155.66;155.66;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85059010 CJ. SOLENOIDE 12VOLTS  P/VA;1304758;1207;2;ATIVO;UNIDADE;4095.5;2047.75;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73079100 FLANGE-ACO/TRANSMISSAO 4WD;1304759;1204;1;ATIVO;UNIDADE;1388.67;1388.67;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40161010 ANEL DE BORRACHA P/VEDACAO;1304760;1192;2;ATIVO;UNIDADE;647.72;323.86;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84834010 CONVERSOR DE TORQUE DE ACO;1304761;1183;1;ATIVO;UNIDADE;4047.3;4047.3;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
MAO DE OBRA MECANICA;1304768;817;200;ATIVO;HORAS;21046.0;105.23;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
201410400 ROLAMENTO;1306592;2699;2;ATIVO;UNIDADE;706.8;353.4;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
24903460 ROLAMENTO;1306594;2688;1;ATIVO;UNIDADE;354.29;354.29;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73401126 DIFERENCIAL;1306595;2687;1;ATIVO;UNIDADE;2287.05;2287.05;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
87373914 CABO;1306596;2671;1;ATIVO;UNIDADE;376.76;376.76;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 CJ.PINO PIVOT.SUPERIOR;1306660;1364;2;ATIVO;UNIDADE;879.38;439.69;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 PINO DE ACO;1306661;1358;2;ATIVO;UNIDADE;398.36;199.18;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 BUCHA DE ACO;1306662;1340;4;ATIVO;UNIDADE;434.2;108.55;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
70071100 VIDRO LAMINADO TEMP. PARABRISA;1306663;1366;1;ATIVO;UNIDADE;2528.57;2528.57;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73209000 MOLA ESPIRAL DO CILINDRO;1306665;1296;4;ATIVO;UNIDADE;190.4;47.6;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
39269090 CJ VEDAC. CILINDRO PLAST/BORRACHA;1306666;1304;1;ATIVO;UNIDADE;482.31;482.31;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3319764 LUVA;1306725;774;4;ATIVO;UNIDADE;1130.16;282.54;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3319843 CRUZETA;1306726;767;4;ATIVO;UNIDADE;478.12;119.53;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
142-8865 HÃLICE;1306742;336;1;ATIVO;UNIDADE;613.32;613.32;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 CJ.SOLDADO TUBO DE ESCAPE;1306755;1104;1;ATIVO;UNIDADE;279.85;279.85;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 JUNTA DE PAPEL TRATADO P/EX;1306756;1103;2;ATIVO;UNIDADE;65.52;32.76;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40094290 MANGUEIRA BORRACHA ALTA PRE;1306757;1100;1;ATIVO;UNIDADE;371.87;371.87;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 JUNTA DE ACO DO COLETOR E T;1306758;1095;4;ATIVO;UNIDADE;130.68;32.67;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84841000 JUNTA METALOPLASTICA  P/MOT;1306760;1093;4;ATIVO;UNIDADE;25.48;6.37;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
48239099 JUNTA DE PAPEL;1306761;1119;2;ATIVO;UNIDADE;191.02;95.51;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
39269090 COLETOR POEIRA DE PLASTICO;1306762;1091;1;ATIVO;UNIDADE;135.64;135.64;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84835010 POLIA DE ACO DO VIRABREQUIM;1306763;1120;1;ATIVO;UNIDADE;442.08;442.08;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84099999 CARCACA DE ACO P/VOLANTE MT;1306766;1078;1;ATIVO;UNIDADE;4244.48;4244.48;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182200 ANEL ELASTICO DE ACO;1306767;1236;6;ATIVO;UNIDADE;30.48;5.08;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 BUCHA DE ACO DO CJ.EIXO;1306768;1222;6;ATIVO;UNIDADE;532.98;88.83;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181900 ENGRAXADEIRA DE ACO;1306769;1215;6;ATIVO;UNIDADE;25.68;4.28;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
85365090 CJ. INTERRUPTOR ELETRICO;1306770;1264;2;ATIVO;UNIDADE;133.44;66.72;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73181600 PORCA RODA M22X1.5 2/4WD;1306771;1263;40;ATIVO;UNIDADE;1888.4;47.21;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 ANEL DE BORRACHA;1306772;1253;4;ATIVO;UNIDADE;503.12;125.78;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 BUCHA DE ACO;1306773;1212;2;ATIVO;UNIDADE;1096.08;548.04;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 PLACA DE APOIO DE ACO;1306774;1180;1;ATIVO;UNIDADE;110.15;110.15;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169990 COXIM DE BORRACHA TRANSMISSAO;1306775;1178;4;ATIVO;UNIDADE;545.76;136.44;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
40169300 JUNTA DE BORRACHA P/MOTOR;1306776;1154;4;ATIVO;UNIDADE;39.84;9.96;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929CHAPA DE ACO;1306777;1182;2;ATIVO;UNIDADE;884.54;442.27;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84818092 CJ.VALVULA SOLENOIDE DA TRA;1306778;1210;1;ATIVO;UNIDADE;630.2;630.2;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
239774 ESTATOR;1306789;808;1;ATIVO;UNIDADE;512.96;512.96;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
235214 IMPULSOR;1306790;807;1;ATIVO;UNIDADE;999.71;999.71;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
237454 BOMBA;1306791;805;2;ATIVO;UNIDADE;3652.18;1826.09;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
234419 VALVULA;1306792;804;1;ATIVO;UNIDADE;3130.08;3130.08;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
840476 REPARO;1306793;786;6;ATIVO;UNIDADE;187.62;31.27;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
MAO DE OBRA MECANICA;1308581;2711;100;ATIVO;HORAS;10510.0;105.1;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
5166562 EIXO;1308582;2710;1;ATIVO;UNIDADE;2673.01;2673.01;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
5123982 ENGRENAGEM;1308587;2676;1;ATIVO;UNIDADE;1100.58;1100.58;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
5123466 LUVA;1308588;2675;1;ATIVO;UNIDADE;340.83;340.83;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
87536431 VARAO;1308589;2673;1;ATIVO;UNIDADE;182.98;182.98;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 BUCHA DO CHASSI OSCILANTE;1308664;1360;4;ATIVO;UNIDADE;615.08;153.77;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 CABO DE ACO FLEXIVEL ESTAB.;1308665;1352;2;ATIVO;UNIDADE;587.58;293.79;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73182900 BUCHA DE ACO P/CILI.HIDR.;1308667;1293;2;ATIVO;UNIDADE;632.2;316.1;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73269090 CONJUNTO DE JUNTAS;1308668;1291;2;ATIVO;UNIDADE;670.04;335.02;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73261900 ANEL RETENTOR DE ACO;1308669;1311;4;ATIVO;UNIDADE;159.36;39.84;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 BUCHA DE ACO;1308670;1310;8;ATIVO;UNIDADE;206.32;25.79;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
73261900 ANEL DE BORRACHA NITRILICA;1308671;1309;8;ATIVO;UNIDADE;73.28;9.16;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
84314929 CORPO DE ACO P/DIST.HIDR.;1308672;1308;1;ATIVO;UNIDADE;2228.8;2228.8;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
10594 ARRUELA;1308682;2093;4;ATIVO;UNIDADE;70.96;17.74;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
16112 CONTRAPINO;1308683;2092;2;ATIVO;UNIDADE;21.76;10.88;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
17507 PRESSOSTATO;1308686;2131;1;ATIVO;UNIDADE;548.24;548.24;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
10552 PORCA;1308687;2125;28;ATIVO;UNIDADE;19.32;0.69;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
25991 CARACOL;1308688;2122;7;ATIVO;UNIDADE;976.92;139.56;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
19729 ELEMENTO FILTRO;1308689;2117;5;ATIVO;UNIDADE;560.1;112.02;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
19728 ELEMENTO FILTRO;1308690;2116;15;ATIVO;UNIDADE;1468.65;97.91;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
12705699 CURVA;1308748;768;2;ATIVO;UNIDADE;91.34;45.67;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
3340047 CHAPEU;1308749;763;2;ATIVO;UNIDADE;195.78;97.89;itens_5e7b6522-7b16-4567-aadd-09da895015fb.csv
