ano;data;dataVencimento;itens;numero;ocorrencias;origem_arquivo
2019;2019-06-14;2020-06-14;itens_e67e6de4-1b4e-4a5c-8e3d-98b8e25377e4.csv;38; ;atasRegistroPrecos_003a389c-20ee-47e5-b865-339440de2c24.csv
2019;2019-05-20;2020-05-20;itens_24996c1d-174b-4b07-a1d0-3d210ed8399e.csv;31; ;atasRegistroPrecos_016b90cb-0c36-4848-9cca-e9cdb19194e4.csv
2019;2019-05-20;2020-05-20;itens_8c2f3d1e-2d23-4ac4-b6a2-3317aec2b6b8.csv;121; ;atasRegistroPrecos_016b90cb-0c36-4848-9cca-e9cdb19194e4.csv
2019;2019-11-08;2020-11-08;itens_97c7413a-41f9-4fd1-94d6-f554a787477d.csv;128; ;atasRegistroPrecos_01b2efcc-a3d2-481f-a60b-b8673ad9fd8c.csv
2019;2019-11-08;2020-11-08;itens_40b37a98-a01f-4ddc-be4c-2c6edacd0eeb.csv;27; ;atasRegistroPrecos_01b2efcc-a3d2-481f-a60b-b8673ad9fd8c.csv
2019;2019-11-08;2020-11-08;itens_3755b1c7-de42-40b1-a6bf-309b56b7de7d.csv;130; ;atasRegistroPrecos_01b2efcc-a3d2-481f-a60b-b8673ad9fd8c.csv
2019;2019-11-08;2020-11-08;itens_f314a5a3-235b-4e4b-b34e-15720c7db7b3.csv;129; ;atasRegistroPrecos_01b2efcc-a3d2-481f-a60b-b8673ad9fd8c.csv
2019;2019-12-20;2020-12-20;itens_d73962b2-0b17-45cc-9734-3ef146ccd10f.csv;82; ;atasRegistroPrecos_02d40c3e-f2aa-44be-8c46-b7c1f2e29f4e.csv
2019;2019-05-06;2020-05-06;itens_e5273b8e-e692-4afc-ae18-fc898f76e719.csv;27; ;atasRegistroPrecos_0502c862-1ab8-4a4c-a827-fd217af29fc8.csv
2019;2019-04-15;2020-04-15;itens_bdc6ec9c-c262-42ba-ba42-55d17042837e.csv;111; ;atasRegistroPrecos_060fb2cf-6fd0-4671-8f82-88737fe5acdb.csv
