dataEmissao;nomeDestinatario;nomeEmitente;cpfCnpjEmitente;municipioEmitente;numero;serie;valorTotal;naturezaOperacao;status;link;dataRecebimento;dataSaidaEntrada;tipo;modelo;subserie;tipoOperacao;itens;documentosRelacionados;origem_arquivo
2025-09-10T11:19:55Z;PREFEITURA MUNICIPAL DE CRICIUMA;SAFE COMERCIO DE ARTIGOS MILITARES EIRELI;42.716.386/0001-82;4204608 - Criciuma;8012;1;980.0;x.102 - Venda de mercadoria adquirida ou recebida de terceir;AUTORIZADA;http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=completa&nfe=42250942716386000182550010000080121063105478;2025-09-10T11:19:56Z;2025-09-10T11:19:55Z;NF-e;55;;SAÃDA;itens_40d7dab2-8c2d-48f2-93fc-16bb44e790a2.csv; ;27_notasfiscais-34868.csv
