descricao;id;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
Seringa 60ml, sem agulha;4444380;2500;VENCEU;UN;4050;1.62;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda aspiraÃ§Ã£o traqueal nÂº 06 em PVC, descartÃ¡vel;4444383;8000;DESCLASSIFICADO;UNI;4080;0.51;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda aspiraÃ§Ã£o traqueal nÂº 08 em PVC, descartÃ¡vel;4444384;20000;PERDEU;UNI;9600;0.48;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda aspiraÃ§Ã£o traqueal nÂº 14 em PVC, descartÃ¡vel;4444387;8000;DESCLASSIFICADO;UNI;4720;0.59;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda aspiraÃ§Ã£o traqueal nÂº 16 em PVC, descartÃ¡vel;4444388;1000;DESCLASSIFICADO;UNI;1090;1.09;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda de borracha tipo foley, 2 vias, calibre nÂº 10;4444389;7;DESCLASSIFICADO;CX;366.73;52.39;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda de borracha tipo foley, 2 vias, calibre nÂº 12;4444390;10;PERDEU;CX;324;32.4;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda de borracha tipo foley, 2 vias, calibre nÂº 14;4444391;10;PERDEU;CX;330;33;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda de borracha tipo foley, 2 vias, calibre nÂº 16;4444392;20;PERDEU;CX;660;33;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda de borracha tipo foley, 2 vias, calibre nÂº 18;4444393;20;PERDEU;CX;668;33.4;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda de borracha tipo foley, 2 vias, calibre nÂº22;4444395;10;DESCLASSIFICADO;CX;400;40;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda GÃ¡strica Longa nÂº 16, descartÃ¡vel;4444412;70;DESCLASSIFICADO;UNI;94.5;1.35;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda GÃ¡strica Longa nÂº 18, descartÃ¡vel;4444413;70;DESCLASSIFICADO;UN;102.2;1.46;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda nasal para alimentaÃ§Ã£o enteral nÂº 10;4444415;50;PERDEU;UNI;506;10.12;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda nasal para alimentaÃ§Ã£o enteral nÂº 12;4444416;300;PERDEU;UNI;3135;10.45;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda uretral nÂº 08, descartÃ¡vel;4444418;12000;PERDEU;UNI;5760;0.48;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda uretral nÂº 12 descartÃ¡vel;4444420;60000;PERDEU;UN;31200;0.52;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda uretral nÂº 14 descartÃ¡vel;4444421;10000;PERDEU;UN;6000;0.6;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Sonda uretral nÂº 16 descartÃ¡vel;4444422;2000;PERDEU;UN;1340;0.67;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Tampa Universal Luer Lock, estÃ©ril, epirogÃªnica;4444433;200;VENCEU;UN;62;0.31;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Teste rapido de gravidez;4444434;12000;VENCEU;UN;7920;0.66;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Vaselina;4444436;30;DESCLASSIFICADO;LIT;689.7;22.99;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
OxÃ­metro de pulso clipe de dedo, portÃ¡til;4444437;30;DESCLASSIFICADO;UN;6900;230;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
EsfigmomanÃ´metro Adulto;4444439;150;DESCLASSIFICADO;UND;12966;86.44;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Cuba rim, comprimento 26cm, largura 12cm, altura 6cm, capaci;4444440;100;DESCLASSIFICADO;UN;5995;59.95;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Cuba redonda para assepsia, profundidade 5cm, diÃ¢metro 10cm,;4444441;100;VENCEU;UN;1890;18.9;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
TermÃ´metro clÃ­nico digital.;4444442;150;DESCLASSIFICADO;UN;3105;20.7;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
TermÃ´metro clinico digital de testa sem contato.;4444443;50;DESCLASSIFICADO;UN;16250;325;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Punch DermatolÃ³gico estÃ©ril descartÃ¡vel 2mm;4444444;15;DESCLASSIFICADO;CX;1549.05;103.27;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Punch DermatolÃ³gico estÃ©ril descartÃ¡vel 3mm;4444445;15;DESCLASSIFICADO;CX;1549.05;103.27;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Punch DermatolÃ³gico estÃ©ril descartÃ¡vel 4mm;4444446;15;DESCLASSIFICADO;CX;1549.05;103.27;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Punch DermatolÃ³gico estÃ©ril descartÃ¡vel 5mm;4444447;15;DESCLASSIFICADO;CX;1549.05;103.27;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
Punch DermatolÃ³gico estÃ©ril descartÃ¡vel 6mm;4444448;15;DESCLASSIFICADO;CX;1549.05;103.27;itensProposta_41fa93a7-c659-467d-b303-a7e6c2b4577e.csv
RevitalizaÃ§Ã£o da PRAÃA JOÃO CONSTANTE MILIOLI - BAIRRO SANTA;0;1;PERDEU; ;327269.33;327269.33;itensProposta_421a7c92-5058-4eb7-9e30-d5d445823182.csv
HONDA XR 250 TORNADO 2005;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
HONDA CG 150 TITAN ES 2008;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
RENAULT LOGAN PRI 1616V 2008;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
RENAULT RENAULT CLIO AUT1016VH 2008;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
RENAULT SANDERO EXP 16 2008;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW PARATI 1.8 2008;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
GM BLAZER ADVANTAGE 2006;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
GM BLAZER ADVANTAGE 2009;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
RENAULT LOGAN PRI 1616V 2009;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW SAVEIRO 1.6 CS 2013;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW GOL 1.6 POWER 2013;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FORD	FORD TRANSIT 350L TA 2011;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FORD	FIESTA 1.6 FLEX	2012;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FIAT LINEA ESSENCE 1.8 2012;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FORD	FIESTA 1.6 FLEX	2014;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FIAT PALIO WK TREKK 1.6 2014;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FORD	KA SE 1.5 HÃ B 2018;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
NISSAN  VERSA 1.6 SV NISSAN 2018;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW UP MOVE MA 2015;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW GOLF HIGHLINE AB 2017;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW FOX TL MBV;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
CHEVROLET S10 LT 2013;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FORD	F250 2008;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FORD	RANGER XL 2018;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FIAT PALIO WK TREKK 1.6 2013;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
RENAULT LOGAN PRI 1616V 2007;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
NISSAN VERSA 1.6 SV NISSAN	2016;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW GOLF 2.0 2013;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
HYUNDAI HB20 1.0 M	2018;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
CITROEN C3 120M EXCLUSIV 2012;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW JETTA RL AF 2018;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
FORD	RANGER XLT 2020;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
VW UP CROSS MDV 2019;0;1;PERDEU; ;30;30;itensProposta_427e7152-1139-4847-9ea4-b838ef8f37b1.csv
Ãlcool etÃ­lico 70Â° antissÃ©ptico;4397877;5125;DESCLASSIFICADO;FRA;29622.5;5.78;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Ãlcool etÃ­lico 70Â° antissÃ©ptico;4397878;15375;DESCLASSIFICADO;FRA;88867.5;5.78;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Ãlcool gel 70% para higiene das mÃ£os;4397879;3875;PERDEU;FRA;22823.75;5.89;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Ãlcool gel 70% para higiene das mÃ£os;4397880;11625;PERDEU;FRA;68471.25;5.89;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Clorexidina aquosa;4397881;3500;DESCLASSIFICADO;UND;0;0;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Desinfetante de uso geral 5 Litros.;4397882;2124;DESCLASSIFICADO;GAL;16418.52;7.73;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Desinfetante de uso geral 5 Litros.;4397883;6375;DESCLASSIFICADO;GAL;49278.75;7.73;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Desodorizador sanitÃ¡rio em gel;4397884;1300;DESCLASSIFICADO;UND;11284;8.68;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Dispenser plÃ¡stico de parede para papel Toalha;4397885;400;DESCLASSIFICADO;UND;9308;23.27;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Dispenser plÃ¡stico de sabonete liquido;4397886;700;VENCEU;UND;11900;17;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Refil Mop seco 60 cm;4397895;500;DESCLASSIFICADO;UND;13785;27.57;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Refil Mop Ãmido com no mÃ­nimo 340 g;4397896;1200;DESCLASSIFICADO;UND;14424;12.02;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Saca de tecido 100 % alvejado;4397897;1600;VENCEU;UND;6480;4.05;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Saca de tecido crua;4397898;1600;DESCLASSIFICADO;PCT;5904;3.69;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Saco plÃ¡stico de lixo domÃ©stico 150 litros;4397899;400;DESCLASSIFICADO;PCT;22532;56.33;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Saco plÃ¡stico de lixo domÃ©stico 200 litros;4397900;100;DESCLASSIFICADO;PCT;6170;61.7;itensProposta_42ba5785-0728-464c-8cff-a57001a7f00c.csv
Bermuda  helanca masculina;0;11000;PERDEU; ;175780;15.98;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
Short saia;0;8000;PERDEU; ;111840;13.98;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
Camiseta manga;0;42000;PERDEU; ;414960;9.88;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
CalÃ§a helanca masculina;0;10500;PERDEU; ;234990;22.38;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
CalÃ§a helanca feminina;0;10500;PERDEU; ;199290;18.98;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
Bermuda  helanca feminina;0;3800;PERDEU; ;56924;14.98;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
bermuda masculina/feminina sem bolso e detalhes na lateral;0;2000;PERDEU; ;29960;14.98;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
Camisetas clube da matemÃ¡tica;0;1000;PERDEU; ;11980;11.98;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
camiseta manga longa;0;200;PERDEU; ;2596;12.98;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
Camisetas PROJAE;0;3000;PERDEU; ;34440;11.48;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
camisetas unissex;0;2000;PERDEU; ;22960;11.48;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
Camisas polos;0;2100;PERDEU; ;41958;19.98;itensProposta_433a1eac-7af2-464f-a3ce-9b473664e02d.csv
CESTA BÃSICA, COMPOSTA POR:;0;11000;DESCLASSIFICADO; ;488180;44.38;itensProposta_4362756e-f43a-4498-a067-97d8d7aed4ed.csv
Reforma de uma Ã¡rea de 627,30mÂ² do prÃ©dio do CENTRO COMUNITÃ;0;1;PERDEU; ;158705.79;158705.79;itensProposta_436ce5f1-7400-487e-9170-41c481c323e8.csv
BALAO nÂ°7;4397095;1790;PERDEU;PCT;7553.8;4.22;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Bateria 9 volts no tamanho padrÃ£o;4397098;437;DESCLASSIFICADO;CAR;3107.07;7.11;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Bloco de recado autoadesivo;4397101;520;DESCLASSIFICADO;PCT;1627.6;3.13;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Bobina de saco plÃ¡stico transparente;4397102;2480;PERDEU;RL;29884;12.05;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Borracha Amarradilha;4397105;950;PERDEU;PCT;1567.5;1.65;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Borracha apagadora escritas branca escolar - nÂº 40;4397106;160;PERDEU;CX;1000;6.25;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Borracha de vinil para grafite  de apagar;4397107;670;PERDEU;UND;448.9;0.67;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Caixa em papelÃ£o para arquivo morto.;4397112;10000;PERDEU;UND;13800;1.38;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Caneta esferografica azul ponta fina;4397119;650;PERDEU;CX;13877.5;21.35;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Caneta esferografica preta ponta fina;4397120;235;PERDEU;CX;5017.25;21.35;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Caneta esferografica vermelha ponta fina;4397122;117;PERDEU;CX;2497.95;21.35;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
CANETA hidrogrÃ¡fica jogo com 12;4397123;442;CANCELADO;CX;1105;2.5;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
CANETA PARA RETROPROJETOR;4397124;400;DESCLASSIFICADO;UND;828;2.07;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Clips para papel tamanho 2/0 caixa com 100 unidades.;4397132;3100;PERDEU;CX;3410;1.1;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Clips para papel tamanho 6/0 caixa com 50 unidades.;4397133;1520;PERDEU;CX;2021.6;1.33;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Clips para papel tamanho 8/0 caixa com 25 unidades.;4397134;2150;PERDEU;CX;2365;1.1;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Clips para papel tamanho 3/0 caixa com 50 unidades;4397135;3200;PERDEU;CX;3520;1.1;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Cola BastÃ£o nÃ£o tÃ³xica 40GR;4397136;900;DESCLASSIFICADO;UND;1755;1.95;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Cola BastÃ£o nÃ£o tÃ³xica 8gr;4397137;905;DESCLASSIFICADO;UND;724;0.8;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Cola instantÃ¢nea 20 g;4397139;395;DESCLASSIFICADO;UND;2283.1;5.78;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Cola instantÃ¢nea 2g;4397140;275;CANCELADO;UND;310.75;1.13;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
ESTILETE PROFISSIONAL;4397148;525;DESCLASSIFICADO;UND;5339.25;10.17;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Grampeador para papÃ©is 100 folhas;4397159;250;PERDEU;UND;12762.5;51.05;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Grampeador para papÃ©is 20 folhas;4397160;695;DESCLASSIFICADO;UND;11085.25;15.95;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Grampo para grampeador galvanizado 23/13 caixas com 1000;4397161;340;PERDEU;CX;1268.2;3.73;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Grampo para grampeador galvanizado 26/6 caixa com 5000;4397162;1030;DESCLASSIFICADO;CX;3687.4;3.58;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Grampo trilho encadernador aÃ§o NIQUELADO;4397163;405;DESCLASSIFICADO;CX;3240;8;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Marcador para quadro branco RECARREGÃVEL;4397174;2080;DESCLASSIFICADO;UND;4201.6;2.02;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Marcador permanente;4397175;437;PERDEU;UND;550.62;1.26;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
MASSA de modelar - atÃ³xica - caixa com 12 cores -180 gr;4397176;660;DESCLASSIFICADO;CX;2032.8;3.08;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
PAPEL carbono filme A4 - 29,7 cm x 21 cm;4397179;19;CANCELADO;CX;361;19;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
PASTA CATALOGO;4397192;655;CANCELADO;UND;3871.05;5.91;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Pincel atomico com pontas facetadas.;4397208;3470;DESCLASSIFICADO;UND;4406.9;1.27;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Quadro branco confeccionado em mdf, DimensÃµes 90x60cm.;4397212;50;DESCLASSIFICADO;UND;3236;64.72;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Quadro branco confeccionado em mdf 120x90cm.;4397213;48;DESCLASSIFICADO;UND;5248.8;109.35;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
TINTA PARA CARIMBO;4397219;169;PERDEU;UND;312.65;1.85;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Tinta Reabastecedora;4397220;369;PERDEU;UND;11265.57;30.53;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Umedecedor dedos 12g;4397225;156;CANCELADO;CX;195;1.25;itensProposta_43a4247e-ec5b-4b9a-8af7-b15f78790988.csv
Tablet com capa;4442942;225;PERDEU;UN;183825;817;itensProposta_43f58f37-f663-4160-bb9f-969b4e52ffec.csv
Tablet com capa;4442943;75;PERDEU;UN;61275;817;itensProposta_43f58f37-f663-4160-bb9f-969b4e52ffec.csv
Cama Hospitalar, fabricada em ferro pintado, Tubo 1.1/4, T;4443904;70;VENCEU;UN;42000;600;itensProposta_4406ac52-6d82-42f0-8fbe-ecc5103737f1.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 500 litro;0;210;DESCLASSIFICADO; ;21000;100;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 750 litros;0;16;DESCLASSIFICADO; ;1760;110;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 1.000 litros;0;286;DESCLASSIFICADO; ;34320;120;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 1.500 litros;0;18;DESCLASSIFICADO; ;2340;130;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 2.000 litros;0;20;DESCLASSIFICADO; ;2700;135;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 2.500 litros;0;4;DESCLASSIFICADO; ;560;140;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 3.000 litros;0;4;DESCLASSIFICADO; ;600;150;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 5.000 litros;0;48;DESCLASSIFICADO; ;9600;200;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 7.500 litros;0;2;DESCLASSIFICADO; ;500;250;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 10.000 litros;0;24;DESCLASSIFICADO; ;7200;300;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 15.000 litros;0;6;DESCLASSIFICADO; ;2100;350;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 20.000 litros;0;13;DESCLASSIFICADO; ;4810;370;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 30.000 litros;0;1;DESCLASSIFICADO; ;390;390;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
limpeza e desinfecÃ§Ã£o de Cisterna 125.000;0;2;DESCLASSIFICADO; ;1500;750;itensProposta_440f25ff-a2ac-4719-9fd4-899b68805c3b.csv
