descricao;id;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
GERADOR DE OZÃNIO COM COLUNA DE OZONIZAÃÃO DE ÃGUA;4446014;1;VENCEU;UN;15100;15100;itensProposta_0039eeca-c61f-4a2b-bc6e-3bb463e37937.csv
ConsultÃ³rio OdontolÃ³gico - Conjunto OdontolÃ³gico.;4446015;2;VENCEU;UN;29960;14980;itensProposta_0039eeca-c61f-4a2b-bc6e-3bb463e37937.csv
Kit acadÃªmico;4446017;130;VENCEU;UN;194870;1499;itensProposta_0039eeca-c61f-4a2b-bc6e-3bb463e37937.csv
Ãculos de seguranÃ§a;4443867;200;PERDEU;UND;900;4.5;itensProposta_0096c554-b5ec-4946-af5f-0320595f1c18.csv
Colhedora de forragens (ensiladeira);4399659;6;VENCEU;UND;149994;24999;itensProposta_00f5b43e-e36d-4998-a6d3-92a9b9aa8f7d.csv
Carreta caÃ§amba, com pneus novos de 11.0 L 16;4399660;5;PERDEU;UND;0;0;itensProposta_00f5b43e-e36d-4998-a6d3-92a9b9aa8f7d.csv
Arado subsolador 5 haste;4399661;5;PERDEU;UND;0;0;itensProposta_00f5b43e-e36d-4998-a6d3-92a9b9aa8f7d.csv
RoÃ§adeira com capacidade do tanque de combustÃ­vel;4399662;3;PERDEU;UND;0;0;itensProposta_00f5b43e-e36d-4998-a6d3-92a9b9aa8f7d.csv
Semeadora, adubadora hidrÃ¡ulica;4399663;2;PERDEU;UND;0;0;itensProposta_00f5b43e-e36d-4998-a6d3-92a9b9aa8f7d.csv
Raspadeira, modelo STA;4399664;1;PERDEU;UND;0;0;itensProposta_00f5b43e-e36d-4998-a6d3-92a9b9aa8f7d.csv
Grade hidrÃ¡ulica com 28 discos por 22 polegadas;4399665;1;PERDEU;UND;0;0;itensProposta_00f5b43e-e36d-4998-a6d3-92a9b9aa8f7d.csv
Distribuidor de adubo orgÃ¢nico;4399666;1;PERDEU;UND;0;0;itensProposta_00f5b43e-e36d-4998-a6d3-92a9b9aa8f7d.csv
Reforma (161,68mÂ²) e ampliaÃ§Ã£o (83,97mÂ²) do prÃ©dio do CENTRO;0;1;PERDEU; ;232770.69;232770.69;itensProposta_011e8a75-a944-40ef-a7f8-3e620c0cee18.csv
Televisor 32, LCD com conversor digital  integrado, com sup;4445350;37;PERDEU;UN;67808.42;1832.66;itensProposta_013e951a-3a48-4af7-a608-d8e4e434c9e8.csv
Escadinha hospitalar com 02 degraus;4445351;100;VENCEU;UN;26000;260;itensProposta_013e951a-3a48-4af7-a608-d8e4e434c9e8.csv
ArmÃ¡rio EscritÃ³rio 900X1800X500mm Local: VigilÃ¢ncia SanitÃ¡ri;0;12;PERDEU; ;7200;600;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
ArmÃ¡rio Pertences Pessoais 1450x1800x400mm Local: VigilÃ¢ncia;0;1;PERDEU; ;1300;1300;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Mesa de atendimento 800x700x780mm Local: VigilÃ¢ncia SanitÃ¡ri;0;4;PERDEU; ;1160;290;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Mesa de escritÃ³rio 1100x500x780mm Local: VigilÃ¢ncia SanitÃ¡ri;0;20;PERDEU; ;6600;330;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Mesa de escritÃ³rio 1380x800x1000mm Local: VigilÃ¢ncia SanitÃ¡r;0;4;PERDEU; ;2960;740;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Gaveterios com rodÃ­zios 400x700x400mm Local: VigilÃ¢ncia Sani;0;8;PERDEU; ;2240;280;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Mesas de apoio 1100X400X800mm Local: VigilÃ¢ncia SanitÃ¡ria;0;1;PERDEU; ;320;320;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
ArmÃ¡rios Pertences Pessoais 1200x1500x400mm Local: CCZ;0;1;PERDEU; ;800;800;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Mesa EscritÃ³rio 1500x1800x800x500mm Local: VigilÃ¢ncia SanitÃ¡;0;4;PERDEU; ;5600;1400;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
ArmÃ¡rio Arquivo Morto 920x1800x400mm Local: CCZ;0;4;PERDEU; ;2800;700;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
ArmÃ¡rio Arquivo 480x1500x500mm PAMDHA;0;3;PERDEU; ;1650;550;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Mesa ReuniÃ£o 2000x800x800mm Local: VigilÃ¢ncia SanitÃ¡ria;0;1;PERDEU; ;900;900;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Mesa Apoio 750x750x800mm Local: VigilÃ¢ncia SanitÃ¡ria;0;1;PERDEU; ;600;600;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Mesa Apoio: Biombo 800x1200x30 mm Local: VigilÃ¢ncia SanitÃ¡ri;0;24;PERDEU; ;6000;250;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
Arquivo para pastas suspensas 140x50x45 Local: VigilÃ¢ncia Ep;0;1;PERDEU; ;350;350;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
ArmÃ¡rio Organizador Multiuso 2 Portas com Chave Local: Vigil;0;1;PERDEU; ;260;260;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
BalcÃ£o de Apoio para Forno Microondas 750x400x800mm Local: V;0;2;PERDEU; ;560;280;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
BalcÃ£o estrutura em MDF 25 mm, com tampo em granito Local: C;0;1;PERDEU; ;800;800;itensProposta_014c23a0-e4b7-461f-95b3-9b587aa94cf2.csv
instalaÃ§Ã£o de entradas de energia de baixa e mÃ©dia tensÃ£o, e;0;1;PERDEU; ;1216040.8;1216040.8;itensProposta_01619b15-5076-431f-9ce5-f8c29323119f.csv
Aciclovir 200 mg cpr, em blister.;4445415;130000;PERDEU;COMP;28210;0.217;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Aciclovir 50 mg/g creme, bisnaga 10gr.;4445416;12000;DESCLASSIFICADO;BIS;31080;2.59;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ãcido fÃ³lico 5mg cpr, em blister.;4445419;600000;DESCLASSIFICADO;COMP;26400;0.044;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ãcido fÃ³lico 0,2mg/ml, soluÃ§Ã£o oral, frasco 30ml.;4445420;3000;DESCLASSIFICADO;FR.;17700;5.9;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ãcido Valproico 250mg capsula.;4445422;360000;DESCLASSIFICADO;CPLA;84600;0.235;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ãcido Valproico 500mg cpr.;4445423;500000;DESCLASSIFICADO;COMP;269000;0.538;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ãcido Valproico 50mg/mL, xarope, com copo-medida, frasco 100;4445424;7000;DESCLASSIFICADO;FR.;27930;3.99;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ãgua destilada 10mL ampola.;4445427;18000;VENCEU;AMP;4482;0.249;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Albendazol 400mg comprimido mastigÃ¡vel, em blister.;4445429;15000;PERDEU;COMP;5205;0.347;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Albendazol 400mg/mL suspensÃ£o oral, frasco 10ml.;4445430;18000;DESCLASSIFICADO;FR.;18540;1.03;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Alendronato de sÃ³dio 70mg, blister com 4cpr.;4445431;20000;VENCEU;COMP;3360;0.168;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Alopurinol 100mg cpr, em blister.;4445432;600000;DESCLASSIFICADO;COMP;72000;0.12;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Amiodarona 200mg cpr, em blister.;4445435;220000;PERDEU;COMP;116600;0.53;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Amoxicilina 250mg/5mL (50mg/ml) suspensÃ£o oral;4445438;15000;PERDEU;FR.;43350;2.89;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Amoxicilina 500mg.;4445440;300000;VENCEU;CPLA;96000;0.32;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Amoxicilina 500mg+ Ãcido clavulÃ¢nico 125mg, comprimido, em b;4445441;450000;DESCLASSIFICADO;COMP;449100;0.998;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ampicilina 500mg, capsula, em blister.;4445442;5000;PERDEU;CPLA;1950;0.39;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Anlodipino, besilato 5mg cpr, em blister.;4445443;1800000;DESCLASSIFICADO;COMP;68400;0.038;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Atenolol 50mg cpr, em blister.;4445444;1800000;DESCLASSIFICADO;COMP;140400;0.078;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Azitromicina 200mg/5mL (40mg/ml) suspensÃ£o oral;4445446;10000;PERDEU;FR.;75500;7.55;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Azitromicina 500mg  blister com 01 comprimido;4445447;100000;VENCEU;COMP;218000;2.18;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Beclometasona 250mcg/mL - 200 doses aerossol oral 10ml.;4445449;5000;VENCEU;FR.;132500;26.5;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Beclometasona 50mcg spray nasal com 200 doses, frasco 11,4ml;4445451;500;PERDEU;FR.;12385;24.77;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
BENZILPENICILINA BENZATINA 1.200.000 UI.;4445452;10000;DESCLASSIFICADO;FR/AM;114000;11.4;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Biperideno, cloridrato 2mg cpr.;4445456;480000;PERDEU;COMP;99360;0.207;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Captopril 25mg cpr, em blister.;4445466;1500000;PERDEU;COMP;57000;0.038;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Carbamazepina 200mg cpr.;4445467;1600000;DESCLASSIFICADO;COMP;368000;0.23;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Carbamazepina 20mg/mL (2 %) - suspensÃ£o oral, frasco 100ml.;4445468;3000;PERDEU;FR.;32850;10.95;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Carvedilol 12,5 mg cpr, em blister.;4445473;120000;DESCLASSIFICADO;COMP;20280;0.169;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Carvedilol 3,125 mg cpr, em blister.;4445475;50000;DESCLASSIFICADO;COMP;8450;0.169;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Carvedilol 6,25 mg cpr, em blister.;4445476;90000;DESCLASSIFICADO;COMP;15210;0.169;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Cefalexina 500mg, capsula ou comprimido, em blister.;4445477;350000;PERDEU;CAP/C;164500;0.47;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Cefalexina 50mg/mL suspensÃ£o oral, frasco 60ml apÃ³s reconsti;4445478;8000;PERDEU;FR.;63200;7.9;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Cinarizina 75mg cpr, em blister.;4445481;280000;PERDEU;COMP;26320;0.094;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ciprofloxacino 500mg cpr.;4445482;250000;VENCEU;COMP;87500;0.35;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Clonazepam 2,5mg/mL , 20ml, frasco de vidro Ã¢mbar 20ml.;4445485;3000;INABILITADO;FR.;6270;2.09;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Clopidogrel 75mg comprimido revestido, em blister.;4445490;180000;VENCEU;COMP;50220;0.279;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Cloreto de sÃ³dio 0,9%, soluÃ§Ã£o nasal, frasco 30ml.;4445493;4000;DESCLASSIFICADO;FR.;6280;1.57;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Cloreto de sÃ³dio 0,9%, ampola 10ml.;4445494;4000;VENCEU;AMP;1020;0.255;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Clorpromazina, cloridrato 100mg cpr.;4445496;350000;DESCLASSIFICADO;COMP;122150;0.349;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Clorpromazina, cloridrato 25mg cpr.;4445497;250000;PERDEU;COMP;57500;0.23;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Colagenase 0,6UI/ a 1,2 U/Ig pomada, bisnaga 30g.;4445500;3000;DESCLASSIFICADO;BIS;53850;17.95;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Dexametasona 0,1% creme, bsinaga 10g.;4445501;30000;PERDEU;BIS;25170;0.839;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Dexametasona, fosfato de dissÃ³dico 4mg/ml injetÃ¡vel, ampola;4445502;24000;DESCLASSIFICADO;AMP;42960;1.79;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Diazepam 10mg cpr.;4445503;1200000;DESCLASSIFICADO;COMP;142800;0.119;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Diazepam 5mg cpr.;4445504;50000;PERDEU;COMP;5500;0.11;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Diclofenaco sÃ³dico 25mg/mL, ampola 3ml.;4445506;25000;DESCLASSIFICADO;AMP;20750;0.83;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Simeticona 75mg/mL soluÃ§Ã£o oral, frasco 10ml.;4445511;16000;DESCLASSIFICADO;FR.;23360;1.46;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Dipirona 500mg cpr, em blister.;4445512;2000000;DESCLASSIFICADO;COMP;294000;0.147;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Dipirona 500mg/ml, injetÃ¡vel, ampola 2ml.;4445513;30000;DESCLASSIFICADO;AMP;18900;0.63;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Dipirona sÃ³dica 500mg/mL soluÃ§Ã£o oral, frasco 10ml.;4445514;18000;DESCLASSIFICADO;FR.;23940;1.33;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Enalapril, maleato 10mg cpr, em blister.;4445518;2000000;DESCLASSIFICADO;COMP;100000;0.05;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Enalapril, maleato 20mg cpr, em blister.;4445519;1200000;DESCLASSIFICADO;COMP;67200;0.056;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Espironolactona 25mg cpr, em blister.;4445525;720000;DESCLASSIFICADO;COMP;126000;0.175;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Fenobarbital 100mg cpr, em blister.;4445530;350000;DESCLASSIFICADO;COMP;59500;0.17;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Fluoxetina, cloridrato 20mg capsula, em blister.;4445539;2000000;DESCLASSIFICADO;CPLA;158000;0.079;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Fosfato de sÃ³dio monobÃ¡sico+ Fosfato de SÃ³dio dibÃ¡sico 16 g;4445540;1500;DESCLASSIFICADO;FR.;10740;7.16;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Furosemida 10mg/mL injetÃ¡vel, ampola 2ml.;4445541;14000;DESCLASSIFICADO;AMP;9940;0.71;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Furosemida 40mg cpr, em blister.;4445542;680000;PERDEU;COMP;51000;0.075;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Glibenclamida 5mg cpr, em blister.;4445543;1500000;PERDEU;COMP;39000;0.026;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Gliclazida 30mg cpr liberaÃ§Ã£o prolongada, em blister.;4445544;350000;VENCEU;COMP;59500;0.17;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Haloperidol 1mg cpr.;4445548;70000;PERDEU;COMP;9800;0.14;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Haloperidol 5mg cpr.;4445549;250000;DESCLASSIFICADO;COMP;58750;0.235;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Haloperidol, decanoato 70,52mg/mL, injetÃ¡vel, ampola 1ml.;4445551;7000;DESCLASSIFICADO;AMP;57750;8.25;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Hidroclorotiazida 25mg cpr, em blister.;4445554;2300000;DESCLASSIFICADO;COMP;59800;0.026;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Hidrocortisona 100mg pÃ³ para suspensÃ£o injetÃ¡vel.;4445555;3000;DESCLASSIFICADO;FR/AM;10650;3.55;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Hidrocortisona 500mg pÃ³ para suspensÃ£o injetÃ¡vel.;4445556;4000;DESCLASSIFICADO;FR/AM;24360;6.09;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Hidroxido de aluminio 60mg + hidroxido de magnÃ©sio 40mg/mL,;4445557;12000;PERDEU;FR.;28440;2.37;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ibuprofeno 50mg/mL, soluÃ§Ã£o oral, frasco 30ml.;4445559;18000;DESCLASSIFICADO;FR.;26100;1.45;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ibuprofeno 600mg comprimido revestido.;4445560;1200000;VENCEU;COMP;348000;0.29;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Imipramina 25mg cpr .;4445561;800000;PERDEU;COMP;239200;0.299;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Isossorbida, mononitrato 20mg cpr, em blister.;4445565;500000;PERDEU;COMP;55000;0.11;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Isossorbida, mononitrato 40mg cpr, em blister.;4445566;360000;PERDEU;COMP;68400;0.19;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Ivermectina 6mg cpr, em blister.;4445567;10000;DESCLASSIFICADO;COMP;16900;1.69;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Levofloxacino 500mg cpr, em blister.;4445575;6000;DESCLASSIFICADO;COMP;4140;0.69;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
Levomepromazina, maleato 100mg cpr.;4445576;280000;PERDEU;COMP;225400;0.805;itensProposta_0166059d-030f-4fe6-ad51-289d66519802.csv
