arquivo;data;descricao;numero;tipo;origem_arquivo
d1905aef-eea9-4a30-b882-537a04acbe1c;2026-02-24;Edital_115.pdf; ;EDITAL;documentosRelacionados_1e2d185c-94fd-46d9-ae62-6ee88f938e14.csv
a2912cb7-0de4-4649-9f89-647512c4ca41;2026-02-24;Edital_12.pdf; ;EDITAL;documentosRelacionados_518ab546-6491-4181-8d0e-4c3d6139ebc6.csv
10487a9b-f2a5-4792-ad9a-12a410c50718;2026-02-24;Edital_11.pdf; ;EDITAL;documentosRelacionados_5ac694b8-7581-40bd-b3ca-75f0867be9a5.csv
00fc2a79-7d27-4bed-ba4a-f073c5c68168;2026-02-19;nvo_documento_processo_reader_12_4_2019.pdf; ;EDITAL;documentosRelacionados_5b66dda9-699d-43e7-9e21-c9acd3101808.csv
f2fe6edd-8449-4286-abe6-955a6b307ede;2026-02-19;nvo_documento_processo_reader_11_2_2019.pdf; ;EDITAL;documentosRelacionados_c3fbbdf9-04a6-4ca0-8d63-60319244320b.csv
c44c3381-d003-4049-9f3e-1f19c3a420e8;2026-02-24;Edital_156.pdf; ;EDITAL;documentosRelacionados_c9a4f29a-9125-45d9-9016-c6f1dfce9164.csv
30283461-2e56-4051-bc67-27e9607fdaa2;2026-02-19;nvo_documento_processo_reader_5_2_2019.pdf; ;EDITAL;documentosRelacionados_ce73a470-d2b8-4ed6-b6a8-551f198f36b0.csv
a6680d7f-ec31-4440-b8b9-c1030916672c;2026-02-19;nvo_documento_processo_reader_1_5_2019.pdf; ;EDITAL;documentosRelacionados_e25a6f5c-d18d-45c3-be69-115f6b7662a8.csv
